アーティスト名,曲名,順位,Spotify URL,アーティスト人気度,track人気度
ポルノグラフィティ,この胸を、愛を射よ,99,https://open.spotify.com/track/32sSbaRyvkY0xzAeIdQ1mr,62,20
ゆず,虹,96,https://open.spotify.com/track/1auxo0MzUgjI6tre1PZYIw,56,46
B'z,イチブトゼンブ,95,https://open.spotify.com/track/2X0pcKFdtkbjKxtZlyZCkZ,65,49
D.W.ニコルズ,マイライフストーリー,94,https://open.spotify.com/track/5pJN5Hz7s8gHqGPZPiMBk2,20,2
the pillows,雨上がりに見た幻,91,https://open.spotify.com/track/7Ep29x4toDllfez5t4yxCB,48,22
福原美穂,LET IT OUT,87,https://open.spotify.com/track/3O6uWEmwDlkT7EmucuRdvB,35,49
堂本剛,Sunday Morning,82,https://open.spotify.com/track/0j0EgNMsVEATvFNR2mWYPN,21,9
倉木麻衣,わたしの、しらない、わたし。,81,https://open.spotify.com/track/2dV9972mx0Lop3cqFgoDBW,50,15
V6,GUILTY,78,https://open.spotify.com/track/0AmJjcGDVWpmRbo9apmpUZ,56,36
Superfly,恋する瞳は美しい,76,https://open.spotify.com/track/6gr6qFSopulsD7b27wQPzC,59,31
スピッツ,君は太陽,75,https://open.spotify.com/track/3VoiGEYdn0OWtYheBKBNjz,65,37
中孝介,空が空,70,https://open.spotify.com/track/05re8JYB7pAuHQkWU2uP5U,34,13
アンジェラ・アキ,愛の季節,69,https://open.spotify.com/track/3eBcCMKXntanadS803NvsQ,43,29
平井堅,CANDY,68,https://open.spotify.com/track/1sCYYfY0Lv1S0vblYkUtcC,55,13
さかいゆう,ストーリー,67,https://open.spotify.com/track/7qhDgkhFcrFSRWVkqGuI60,33,16
TOKYO NO.1 SOUL SET + HALCALI,今夜はブギー・バック,66,https://open.spotify.com/track/7EmYLgRlPsIuxr2pKZPtA3,24,32
清木場俊介,JET,65,https://open.spotify.com/track/6f0XDYqUl3JDVvMTjRaSNb,35,14
藤あや子,忘却の雨,64,https://open.spotify.com/track/4utgKqOYZgFw2cOoNeklBK,26,2
Prague,Slow Down,62,https://open.spotify.com/track/65qXiitKcwFinRzyrgDKcQ,26,6
AKB48,言い訳Maybe,60,https://open.spotify.com/track/3v3UcznILhLLDRHfPKKBb2,56,40
いきものがかり,YELL,57,https://open.spotify.com/track/4NmzMLuyfuF9UpzjbhSiwl,63,55
High Speed Boyz,CHILDHOOD'S END,56,https://open.spotify.com/track/41S7axj2MHyjnktVrH7D76,4,5
フラワーカンパニーズ,深夜高速,53,https://open.spotify.com/track/60LhFAqVgKazNwYQD1O3kS,38,50
Hilcrhyme,春夏秋冬,51,https://open.spotify.com/track/6WYirtXQjDJpCQkv4XTBxY,50,59
Sunya,Destination,50,https://open.spotify.com/track/4XfxxMZoIvWQACfECIN6rL,13,0
KREVA,シンクロ,46,https://open.spotify.com/track/5xvSCrnlkhrzixpdE0vHp4,45,26
忌野清志郎,Oh! RADIO,45,https://open.spotify.com/track/49G43vcnfYdIAOGrmEHDbK,33,19
Crystal Kay,恋におちたら,42,https://open.spotify.com/track/5DbmxTOAedNgCI1demnPkR,49,55
Crystal Kay,Step by Step,40,https://open.spotify.com/track/5hoH543O48AjYylv7D80Bs,49,13
倉木麻衣,"Love, Day After Tomorrow",38,https://open.spotify.com/track/5AL6qrKkqvs5WHTPpVTJ0J,50,44
Superfly,やさしい気持ちで,37,https://open.spotify.com/track/3vAYELaKHs8q0Waamg28ZS,59,51
青山テルマ,Happiness,34,https://open.spotify.com/track/0yKZyZVyzDwUwohPM4aXjE,48,22
中島美嘉,CANDY GIRL,32,https://open.spotify.com/track/3ZAyhD4A2il31jabmHgEj8,53,7
平原綾香,ミオ・アモーレ,28,https://open.spotify.com/track/37ejQw8mbhNJ5Dz7miEUDW,43,4
原由子,夢をアリガトウ,26,https://open.spotify.com/track/3gw82H9j8IEuslXU2oSx4m,34,18
Superfly,Alright!!,25,https://open.spotify.com/track/7kPYs87SbciVPYtzQGpx9a,59,44
のあのわ,SPECTACLE,21,https://open.spotify.com/track/0lyyRFojuUySBfwvy6mwr5,5,2
Spontania feat ERY,Another Story,20,https://open.spotify.com/track/3qnKxPh1nZRLKcy0Ab1fEd,0,0
PUSHIM,My Endless Love,19,https://open.spotify.com/track/6B1NWopkhLMX3V0VTk5jL5,40,16
松下優也,Honesty,6,https://open.spotify.com/track/5InSg2BDwb7EzURJFRa3UR,35,11
Cocco,絹ずれ,3,https://open.spotify.com/track/5AZCk07caH5i83I5pJJjNZ,39,11
DUFF,SAMURAI GROOVE,2,https://open.spotify.com/track/5FxcddwcljOBKATNUOt7cP,26,3
