アーティスト名,曲名,順位,Spotify URL,アーティスト人気度,track人気度
SKE48,美しい稲妻,100,https://open.spotify.com/track/0SSsjvwlgocTDQb9eIMZ2X,33,18
aiko,Loveletter,99,https://open.spotify.com/track/3GxJstfqcMAZiZX6m5unQy,62,33
Linked Horizon,紅蓮の弓矢,98,https://open.spotify.com/track/0F8psXXh2oxE5BGdkKaoIs,59,51
ハジ→,for YOU。,97,https://open.spotify.com/track/3jzuA1xODaJMjqnEexbu9u,48,53
サザンオールスターズ,ピースとハイライト,96,https://open.spotify.com/track/6Z37RZJ0WXDMNDx9OZ2j7s,65,36
いきものがかり,笑顔,93,https://open.spotify.com/track/1dYFiDCkODoBht8HtTuW7E,63,58
剛力彩芽,友達より大事な人,89,https://open.spotify.com/track/3SHizEA2auLkPQnBf7TD2s,18,34
DREAMS COME TRUE,さぁ鐘を鳴らせ,85,https://open.spotify.com/track/2SMGqjHoXcomGhhkPhP6TU,61,42
CREAM,Wonderland,83,https://open.spotify.com/track/5OX4p5zsVpcfFDiikJwWIl,48,20
NEWS,渚のお姉サマー,82,https://open.spotify.com/track/4hKLKXpldRud2bQAZeeuqh,54,34
乃木坂46,ガールズルール,80,https://open.spotify.com/track/0rMKRb2NbmyXVPxAEzKUvH,61,46
コブクロ,One Song From Two Hearts,79,https://open.spotify.com/track/7snvAErDpncfVsn8kt1Ch3,59,24
RIP SLYME,ジャングルフィーバー,78,https://open.spotify.com/track/6GUiNX2m1Ow88O7ticUeCh,55,27
Linked Horizon,自由の翼,76,https://open.spotify.com/track/0l6uRRIDPNw3OsmqCYkmvi,59,42
小林太郎,鼓動,68,https://open.spotify.com/track/7yQ8Xe3AXgFH6xFabmBvEo,31,8
SPYAIR,現状ディストラクション,67,https://open.spotify.com/track/1TIzFMURd9jVYlcVtoNsgo,58,49
aiko,花火,63,https://open.spotify.com/track/0I0zZHGJ6ea8TxwbUvvJEH,62,63
ケラケラ,スターラブレイション,60,https://open.spotify.com/track/0PTGYdQvnVQ1YJ65jxBNoT,35,52
SEKAI NO OWARI,RPG,58,https://open.spotify.com/track/7facNrW6VRW8s3ICZ8G1uW,66,66
TUBE,あー夏休み,55,https://open.spotify.com/track/3xGPfKACKGRjRJbgr8uMbS,52,51
back number,高嶺の花子さん,54,https://open.spotify.com/track/2jdbZGFp8KVTuk0YxDNL4l,77,75
ゆず,夏色,53,https://open.spotify.com/track/3nYe3TNoETmeXkseSdnUFz,56,58
平原綾香,翼,49,https://open.spotify.com/track/6B6ol1aEFyng5wVE2sK4K8,43,3
スキマスイッチ,Hello Especially,48,https://open.spotify.com/track/33aOU2vrvSpWvVTnuX8Ecj,61,32
石崎ひゅーい,夜間飛行,44,https://open.spotify.com/track/7Dv1hecXm4Q2BLjZQdbeBg,40,24
西野カナ,Believe,42,https://open.spotify.com/track/77JBHNti726BfsS8cX95Sk,63,47
竹本洋介,ありがとう,39,https://open.spotify.com/track/6aOEzQopMnGnLZ9UqQ3rJq,0,1
黒沼英之,ふたり,37,https://open.spotify.com/track/6PURn8fvsCUrDoG1RCglle,17,6
きゃりーぱみゅぱみゅ,にんじゃりばんばん,35,https://open.spotify.com/track/3zrmJWuIWUmrhhSAZnlOYF,52,55
斉藤和義,カーラジオ,34,https://open.spotify.com/track/4xo4fIXvRJUqAIAXYcD1GR,53,28
きゃりーぱみゅぱみゅ,インベーダーインベーダー,33,https://open.spotify.com/track/4fdB7D3ie0C6HZLEb8VTHA,52,51
クリープハイプ,ラブホテル,32,https://open.spotify.com/track/3d3bbSJAvzCBnAcB1uoXQ2,63,48
新山詩織,Don't Cry,30,https://open.spotify.com/track/0EwTzOmobvW8Ee16R6zkiQ,9,1
杏里,悲しみがとまらない,28,https://open.spotify.com/track/3Ad81lTEJzWDTnjqC3S04z,61,43
YUI,SUMMER SONG,27,https://open.spotify.com/track/1ZCFq7Fq1ZN5nI5GHXEAdg,57,60
miwa,ミラクル,26,https://open.spotify.com/track/0WWhdc9npUQ9BCAAnUOCDz,53,41
Def Tech,Be The One,22,https://open.spotify.com/track/2h8VUX1XOj807ZVtxN3c4Z,48,31
AI,ママへ,21,https://open.spotify.com/track/18BPGbucBL0d0BNovfuzGl,56,51
VAMPS,AHEAD,20,https://open.spotify.com/track/1F7cSgVngKfwCIYIvl371q,38,35
CHIHIRO,恋レター feat.TOC from Hilcrhyme,17,https://open.spotify.com/track/08PyJPyuHTsUdqi7228U6c,36,17
AI,ハピネス,13,https://open.spotify.com/track/4Ls20opS0EzPb7NuA6F8VI,56,60
高橋優,同じ空の下,8,https://open.spotify.com/track/2TTLABEi45CPkhRllaM20L,49,30
GLAY,DARK RIVER,6,https://open.spotify.com/track/17CgyVXwoi7cqpBLk66wJR,56,15
片平里菜,夏の夜,3,https://open.spotify.com/track/6DuDnl1Gw9ku73YnFyVArt,39,18
