アーティスト名,曲名,順位,Spotify URL,アーティスト人気度,track人気度,MP3_Local_Path
Kis-My-Ft2,SHE! HER! HER!,100,https://open.spotify.com/track/1T1U7hqIHhpcMRPR7N8gZX,49,43,./downloaded_mp3/Kis-My-Ft2_SHE! HER! HER!.mp3
IU,Good Day,96,https://open.spotify.com/track/1SwZVVH9BnXtLRLi2cbFhw,68,60,./downloaded_mp3/IU_Good Day.mp3
井手綾香,ヒカリ,91,https://open.spotify.com/track/58HwwfDa9rxN0rTjcNcqyr,6,7,./downloaded_mp3/井手綾香_ヒカリ.mp3
福山雅治,生きてる生きてく,84,https://open.spotify.com/track/6TT5cVq9gtm9Fxm1jm3RSj,55,48,./downloaded_mp3/福山雅治_生きてる生きてく.mp3
指田郁也,パラレル=,83,https://open.spotify.com/track/0byHWHLNS77GIZmNDvsDlA,12,12,./downloaded_mp3/指田郁也_パラレル=.mp3
東方神起,STILL,82,https://open.spotify.com/track/4eUnCmarkgcwpTpywsNX6J,53,21,./downloaded_mp3/東方神起_STILL.mp3
GReeeeN,ミセナイナミダハ、きっといつか,81,https://open.spotify.com/track/7dXtfhiKAKDVMPzcljRYsm,62,40,./downloaded_mp3/GReeeeN_ミセナイナミダハ、きっといつか.mp3
AKB48,GIVE ME FIVE!,79,https://open.spotify.com/track/2N5AQUkYb09nxNpUkNSC5x,56,40,./downloaded_mp3/AKB48_GIVE ME FIVE!.mp3
DREAMS COME TRUE,MY TIME TO SHINE,68,https://open.spotify.com/track/3Wp8PGuUcR12JN21bO88KP,61,16,./downloaded_mp3/DREAMS COME TRUE_MY TIME TO SHINE.mp3
AI,ハピネス,65,https://open.spotify.com/track/4Ls20opS0EzPb7NuA6F8VI,56,60,./downloaded_mp3/AI_ハピネス.mp3
きゃりーぱみゅぱみゅ,CANDY CANDY,61,https://open.spotify.com/track/4r53usGeVPzb1fKUUSxN1w,52,47,./downloaded_mp3/きゃりーぱみゅぱみゅ_CANDY CANDY.mp3
