アーティスト名,曲名,順位,Spotify URL,アーティスト人気度,track人気度,MP3_Local_Path
Hey!Say!JUMP,SUPER DELICATE,100,https://open.spotify.com/track/6XR7xmFd5JAJhTXWaE2kVi,57,31,./downloaded_mp3/Hey!Say!JUMP_SUPER DELICATE.mp3
AKB48,GIVE ME FIVE!,99,https://open.spotify.com/track/2N5AQUkYb09nxNpUkNSC5x,56,40,./downloaded_mp3/AKB48_GIVE ME FIVE!.mp3
家入レオ,サブリナ,97,https://open.spotify.com/track/6kokaq4Inu2mRIzeUFffIr,52,31,./downloaded_mp3/家入レオ_サブリナ.mp3
安田奈央,真夜中のひだまり,94,https://open.spotify.com/track/7snHGYQFrFWQBxJIJTfB0s,29,3,./downloaded_mp3/安田奈央_真夜中のひだまり.mp3
SCANDAL,HARUKAZE,91,https://open.spotify.com/track/1GSPV6AYG8NrtpgqhWx893,48,51,./downloaded_mp3/SCANDAL_HARUKAZE.mp3
FUNKY MONKEY BABYS,この世界に生まれたわけ,87,https://open.spotify.com/track/3nKYr5dzYye6Imv7ZIbm0u,53,34,./downloaded_mp3/FUNKY MONKEY BABYS_この世界に生まれたわけ.mp3
AI,INDEPENDENT WOMAN,85,https://open.spotify.com/track/5K7rxPt9kK17qs5W9laGxU,56,20,./downloaded_mp3/AI_INDEPENDENT WOMAN.mp3
AI,ハピネス,84,https://open.spotify.com/track/4Ls20opS0EzPb7NuA6F8VI,56,60,./downloaded_mp3/AI_ハピネス.mp3
ナオト・インティライミ,君に逢いたかった,83,https://open.spotify.com/track/5RpNo70DUT8BFhmn1untQs,46,33,./downloaded_mp3/ナオト・インティライミ_君に逢いたかった.mp3
Aqua Timez,MASK,82,https://open.spotify.com/track/3YZjXndB9qLFFGlBbEJXO1,53,27,./downloaded_mp3/Aqua Timez_MASK.mp3
THE BAWDIES,ROCK ME BABY,81,https://open.spotify.com/track/4tEkbMXIaUUOqq45lInqkZ,34,29,./downloaded_mp3/THE BAWDIES_ROCK ME BABY.mp3
いきものがかり,KISS KISS BANG BANG,75,https://open.spotify.com/track/6X0jP7E6j8V85FEmKibIkn,63,19,./downloaded_mp3/いきものがかり_KISS KISS BANG BANG.mp3
