アーティスト名,曲名,順位,Spotify URL,アーティスト人気度,track人気度,MP3_Local_Path
Perfume,Spring of Life,100,https://open.spotify.com/track/0zWuIu9wDk1lpSbK8yFZmv,57,43,./downloaded_mp3/Perfume_Spring of Life.mp3
桑田佳祐,幸せのラストダンス,94,https://open.spotify.com/track/3c8p1S9xC6TWLSFSfqD29w,57,32,./downloaded_mp3/桑田佳祐_幸せのラストダンス.mp3
ASIAN KUNG-FU GENERATION,踵で愛を打ち鳴らせ,93,https://open.spotify.com/track/2N3mCpPteeF3Y80skvVmV8,61,28,./downloaded_mp3/ASIAN KUNG-FU GENERATION_踵で愛を打ち鳴らせ.mp3
いきものがかり,ハルウタ,92,https://open.spotify.com/track/3oicOknczVtpv7ZW6HLQrc,63,47,./downloaded_mp3/いきものがかり_ハルウタ.mp3
福山雅治,生きてる生きてく,89,https://open.spotify.com/track/6TT5cVq9gtm9Fxm1jm3RSj,55,48,./downloaded_mp3/福山雅治_生きてる生きてく.mp3
きゃりーぱみゅぱみゅ,CANDY CANDY,88,https://open.spotify.com/track/4r53usGeVPzb1fKUUSxN1w,52,47,./downloaded_mp3/きゃりーぱみゅぱみゅ_CANDY CANDY.mp3
MAN WITH A MISSION,distance,86,https://open.spotify.com/track/0LghaDkNWnbHgYWEHgJ7SY,60,39,./downloaded_mp3/MAN WITH A MISSION_distance.mp3
DREAMS COME TRUE,MY TIME TO SHINE,83,https://open.spotify.com/track/3Wp8PGuUcR12JN21bO88KP,61,16,./downloaded_mp3/DREAMS COME TRUE_MY TIME TO SHINE.mp3
Fairies,Beat Generation,81,https://open.spotify.com/track/0MNJJOGJMjaOcAGWard20O,22,20,./downloaded_mp3/Fairies_Beat Generation.mp3
ナオト・インティライミ,愛してた,77,https://open.spotify.com/track/55uQmkY0hovL7viBUJMxXl,46,40,./downloaded_mp3/ナオト・インティライミ_愛してた.mp3
森山直太朗,フォークは僕に優しく語りかけてくる友達,73,https://open.spotify.com/track/3DcWn7FNTUAbwoshAl87Xa,47,10,./downloaded_mp3/森山直太朗_フォークは僕に優しく語りかけてくる友達.mp3
斉藤和義,月光,72,https://open.spotify.com/track/3kRMCZnUeNTzyArxAdWgdN,53,32,./downloaded_mp3/斉藤和義_月光.mp3
Brand New Vibe,キミへ,67,https://open.spotify.com/track/4YhCBEsCjRtB2r2fYoz4Xo,8,6,./downloaded_mp3/Brand New Vibe_キミへ.mp3
ケツメイシ,さくら,64,https://open.spotify.com/track/5rfUCmoI7axj6mjpu1Rto5,57,58,./downloaded_mp3/ケツメイシ_さくら.mp3
Ms.OOJA,My Way,63,https://open.spotify.com/track/6wjKd2HGveyTVqIMhj1ZPF,52,19,./downloaded_mp3/Ms.OOJA_My Way.mp3
井手綾香,ヒカリ,62,https://open.spotify.com/track/58HwwfDa9rxN0rTjcNcqyr,6,7,./downloaded_mp3/井手綾香_ヒカリ.mp3
ねごと,sharp ♯,57,https://open.spotify.com/track/5GvQzJ462BgEdnZvUdhclb,31,34,./downloaded_mp3/ねごと_sharp ♯.mp3
水森かおり,ひとり長良川,56,https://open.spotify.com/track/5UTT5n4a0ZUb8MC5npsJlw,29,0,./downloaded_mp3/水森かおり_ひとり長良川.mp3
クリープハイプ,オレンジ,51,https://open.spotify.com/track/1TMLJfQrNb4jxuX4lMmKDg,63,50,./downloaded_mp3/クリープハイプ_オレンジ.mp3
Heavenstamp,Decadence,49,https://open.spotify.com/track/7k5fdm8MIFrTouqmQnYOaG,14,4,./downloaded_mp3/Heavenstamp_Decadence.mp3
シェネル,ストーリー,48,https://open.spotify.com/track/6Acq3WrZL6Yh5cnt0rWW1E,56,49,./downloaded_mp3/シェネル_ストーリー.mp3
AKB48,GIVE ME FIVE!,46,https://open.spotify.com/track/2N5AQUkYb09nxNpUkNSC5x,56,40,./downloaded_mp3/AKB48_GIVE ME FIVE!.mp3
エミ・マイヤー,オン・ザ・ロード,45,https://open.spotify.com/track/7om2xBE0zicqTh6mR1AWjZ,28,2,./downloaded_mp3/エミ・マイヤー_オン・ザ・ロード.mp3
福山雅治,桜坂,44,https://open.spotify.com/track/7gpVG8fQjh5YLViIWy3HHh,55,56,./downloaded_mp3/福山雅治_桜坂.mp3
家入レオ,Shine,43,https://open.spotify.com/track/1KT1etmlEs7zL37ngB0Z0U,52,44,./downloaded_mp3/家入レオ_Shine.mp3
THE RICECOOKERS,NAMInoYUKUSAKI,41,https://open.spotify.com/track/4VcNlcKcNG8GPcAluzyaSp,29,37,./downloaded_mp3/THE RICECOOKERS_NAMInoYUKUSAKI.mp3
ソナーポケット,月火水木金土日。〜君に贈る歌〜,35,https://open.spotify.com/track/5nWkxGrxg4XnCFjh2cDxxL,41,29,./downloaded_mp3/ソナーポケット_月火水木金土日。〜君に贈る歌〜.mp3
ORANGE RANGE,Hello Sunshine Hello Future,32,https://open.spotify.com/track/3bk3mYwYi4SU0JacUCf4sR,59,4,./downloaded_mp3/ORANGE RANGE_Hello Sunshine Hello Future.mp3
堂本剛,縁を結いて,31,https://open.spotify.com/track/3RyygNNLn1tpuehBnlpUaT,22,19,./downloaded_mp3/堂本剛_縁を結いて.mp3
曽根由希江,ねぇ、どうして,24,https://open.spotify.com/track/3t3ORFChzwBexetYlHjnvG,3,2,./downloaded_mp3/曽根由希江_ねぇ、どうして.mp3
UVERworld,7th Trigger,23,https://open.spotify.com/track/3ALiXA2sdQBuHotnGkEAoV,60,44,./downloaded_mp3/UVERworld_7th Trigger.mp3
E-girls,One Two Three,22,https://open.spotify.com/track/5hJzZnOiRwfZcJXOFXqBx8,47,16,./downloaded_mp3/E-girls_One Two Three.mp3
Kis-My-Ft2,SHE! HER! HER!,20,https://open.spotify.com/track/1T1U7hqIHhpcMRPR7N8gZX,49,43,./downloaded_mp3/Kis-My-Ft2_SHE! HER! HER!.mp3
Kalafina,to the beginning,18,https://open.spotify.com/track/5aZYyAIBmLSXTlez59ZvZ7,47,51,./downloaded_mp3/Kalafina_to the beginning.mp3
ももいろクローバーZ,猛烈宇宙交響曲・第七楽章「無限の愛」,12,https://open.spotify.com/track/2FJ0xupN6exwhS44c6Og2i,48,22,./downloaded_mp3/ももいろクローバーZ_猛烈宇宙交響曲・第七楽章「無限の愛」.mp3
ナオト・インティライミ,君に逢いたかった,11,https://open.spotify.com/track/5RpNo70DUT8BFhmn1untQs,46,33,./downloaded_mp3/ナオト・インティライミ_君に逢いたかった.mp3
JUJU,桜雨,7,https://open.spotify.com/track/21CdOA2joGLKWyVlYCK1kL,54,38,./downloaded_mp3/JUJU_桜雨.mp3
Def Tech,My Way,5,https://open.spotify.com/track/2ttzli3A7SOXUvMv69xEKs,48,58,./downloaded_mp3/Def Tech_My Way.mp3
