Target_Metric,Exp1: Group_Complexity,Exp2: Group_MFCC,Exp3: Combined_All,Exp4: Spotify_Popularity
Debut_Score,0.5005055611729019,0.49279575328614766,0.4536147623862487,0.47446916076845297
Kurtosis,0.5537915035522691,0.5363926344787588,0.5193562418442801,0.5963462374945628
Length,0.5292220613400026,0.4707779386599974,0.4853889693299987,0.518033434250362
Max,0.5691397420555777,0.546004520675442,0.5904135088419094,0.5653503523467625
Mean,0.5390807962529274,0.467652224824356,0.45052693208430916,0.48960772833723654
Skewness,0.5240628166160081,0.5234295845997974,0.4815096251266464,0.502532928064843
Std,0.573416700282372,0.5913002554793599,0.5824257092913809,0.5749630227242167
Sum,0.5,0.46530665280665284,0.4519230769230769,0.5524948024948025
Average,0.5361523976590074,0.511707445601314,0.5018948532284813,0.5342247083101549



training,2013,2014,2023,2018
val,2021
test,2020



Data Shapes
traing_data(%),76.75202156334232
Train,1139
Val,167
Test,178
