Target_Metric,Exp1: Group_Complexity,Exp2: Group_MFCC,Exp3: Combined_All,Exp4: Spotify_Popularity
Debut_Score,0.4727812919302281,0.557120950737972,0.5665133218324707,0.5787809085681426
Kurtosis,0.5000314960629921,0.5248503937007875,0.5277165354330708,0.6510236220472441
Length,0.5003813882532417,0.5545385202135774,0.5779938977879482,0.6618993135011442
Max,0.5314020344980097,0.5459973463069439,0.5619195046439629,0.5404688191065901
Mean,0.48199797160243407,0.5049442190669371,0.4934077079107505,0.5183823529411764
Skewness,0.49962121212121213,0.44393939393939397,0.4962121212121212,0.5
Std,0.5398431570958766,0.530230204907665,0.5717176827725778,0.5642549962054136
Sum,0.5247678018575852,0.5123839009287925,0.5639097744360901,0.6470588235294117
Average,0.5063532941776975,0.5217506162252586,0.544923818253624,0.5827336044873903



training,2014,2021,2016,2020
val,2011
test,2018



Data Shapes
traing_data(%),61.52849740932642
Train,950
Val,342
Test,252
