アーティスト名,曲名,順位,Spotify URL,アーティスト人気度,track人気度
AKB48,GIVE ME FIVE!,100,https://open.spotify.com/track/2N5AQUkYb09nxNpUkNSC5x,56,40
家入レオ,サブリナ,99,https://open.spotify.com/track/67ZjPP9Jol63IuJduIx0uv,51,45
V6,バリバリBUDDY!,98,https://open.spotify.com/track/5BQC0GhQhRWGI9HYdEYjBy,56,26
FUNKY MONKEY BABYS,この世界に生まれたわけ,97,https://open.spotify.com/track/3nKYr5dzYye6Imv7ZIbm0u,53,34
ナオト・インティライミ,君に逢いたかった,94,https://open.spotify.com/track/5RpNo70DUT8BFhmn1untQs,46,32
THE BAWDIES,ROCK ME BABY,90,https://open.spotify.com/track/4tEkbMXIaUUOqq45lInqkZ,33,28
安田奈央,真夜中のひだまり,89,https://open.spotify.com/track/7snHGYQFrFWQBxJIJTfB0s,29,4
NMB48,純情U-19,88,https://open.spotify.com/track/4hKQRuNO9Wne8ZSTH0pgQO,39,18
星野源,フィルム,87,https://open.spotify.com/track/7zixzfko6GIUYjD9NtRUOR,65,44
絢香,はじまりのとき,85,https://open.spotify.com/track/3XI5r4smeQGQDUVG5Bs6sV,55,38
ポルノグラフィティ,2012Spark,84,https://open.spotify.com/track/4oWWF5b0gQal6lYiui9ysk,62,24
ダイスケ,あなたにしかできないこと,83,https://open.spotify.com/track/0rnfb631QLrDrGaUQAhVQd,35,8
AI,ハピネス,82,https://open.spotify.com/track/63b1Kq6OLrYCNCLNXL2tLn,56,44
ホイットニー・ヒューストン,すべてをあなたに,81,https://open.spotify.com/track/0NmOGmKuhiBKUhs3fr6DZY,77,1
SKE48,片想いFinally,80,https://open.spotify.com/track/6oMiXNscelzq5QHgLjpUQi,33,28
androp,World.Words.Lights.,79,https://open.spotify.com/track/4G4tQ0qjQI9a3Jj5IWjvrt,38,5
秦基博,エンドロール,78,https://open.spotify.com/track/3uir4rd3SzIeXhcWJqlZ2a,56,27
中村一義,運命,76,https://open.spotify.com/track/2eyCZiheGeshtUcQkQzwju,30,4
