アーティスト名,曲名,順位,Spotify URL,アーティスト人気度,track人気度
乃木坂46,インフルエンサー,98,https://open.spotify.com/track/0PHEwJbhs3wte1vCsBI4LF,61,52
星野源,恋,97,https://open.spotify.com/track/5Hu29JT4xtbRUBTZeOAjxW,66,61
菅田将暉,見たこともない景色,96,https://open.spotify.com/track/7r2BkaNy5vNFgfU39W5AkZ,60,50
三代目 J Soul Brothers from EXILE TRIBE,HAPPY,94,https://open.spotify.com/track/1GP6Mc3kBw63sBlZTscmjm,55,40
WANIMA,やってみよう,93,https://open.spotify.com/track/6ahKnsl2tuTCyaBwt45WAz,60,62
Perfume,TOKYO GIRL,92,https://open.spotify.com/track/5yq8JkSClLJVdfy4ZMUAmB,57,43
Dream Ami,はやく逢いたい,91,https://open.spotify.com/track/1DFbuk2fu4Ds0Z2bJbeOK8,39,32
欅坂46,不協和音,88,https://open.spotify.com/track/1CAIveeC0CUY0KbENoNU3X,49,47
ASIAN KUNG-FU GENERATION,荒野を歩け,87,https://open.spotify.com/track/52q1x282D5DvSVNxJZHQPB,61,41
Anly+スキマスイッチ=,この闇を照らす光のむこうに,86,https://open.spotify.com/track/68FVi1MzhsPe22pRlAvZW8,44,37
どうぶつビスケッツ×PPP,ようこそジャパリパークへ,83,https://open.spotify.com/track/6avH20eR9SGNwV1H0vzHed,8,17
Doughnuts Hole,おとなの掟,82,https://open.spotify.com/track/3G2DzmPlzbpNOBDT0WHpdG,24,42
欅坂46,サイレントマジョリティー,80,https://open.spotify.com/track/6vqGGV7ZGWYFRg5EtlcuN5,49,53
NEWS,NEVERLAND,79,https://open.spotify.com/track/1u8ezX8UCx1DMMmqw9kEtz,54,24
AKB48,シュートサイン,78,https://open.spotify.com/track/0uxbsqBSI9RxrgJrZ9NW49,56,25
乃木坂46,サヨナラの意味,76,https://open.spotify.com/track/0lU7b9JpuI9RMVqqcJc5kd,61,51
藤原さくら,春の歌,75,https://open.spotify.com/track/2zWNchQ90oCpfD6ZpkTUfu,41,37
SHISHAMO,明日も,74,https://open.spotify.com/track/2GICOigS4ByugDisRegs3M,58,65
米津玄師,orion,71,https://open.spotify.com/track/1bIZxrSkbxatnTo8ObcIxX,80,63
大原櫻子,ひらり,70,https://open.spotify.com/track/2DnMChvZnOEQ49p8eMaptI,40,33
欅坂46,二人セゾン,68,https://open.spotify.com/track/44fGPzKNrVI7TO4rPI331S,49,47
西内まりや,Motion,63,https://open.spotify.com/track/4qa36FUSFb1svDro7dQxzc,23,25
RADWIMPS,前前前世,62,https://open.spotify.com/track/3OWQGA40CgyZ7AHhVTOe34,75,57
みゆはん,ぼくのフレンド,60,https://open.spotify.com/track/5AH0F230K1ab9TPYUA3wR5,21,33
WANIMA,ともに,58,https://open.spotify.com/track/6FHgHDXiGnRfhrSok9xAz3,60,66
平井堅,僕の心をつくってよ,57,https://open.spotify.com/track/0q1Ka8BtGhQ3GPpqCa5afG,56,47
藤原さくら,Someday,54,https://open.spotify.com/track/0k3eft3oFkqIJdBFuHFHGW,41,22
TWICE,KNOCK KNOCK,53,https://open.spotify.com/track/3rQjCycDV0Ibadg6A1Nq45,84,52
AAA,MAGIC,52,https://open.spotify.com/track/0K4Wg6Pwx0cOuJkN8xvuto,55,41
TWICE,TT,49,https://open.spotify.com/track/0x3fUdLjlYlO35v979kI3q,84,36
