アーティスト名,曲名,順位,Spotify URL,アーティスト人気度,track人気度
星野源,Family Song,100,https://open.spotify.com/track/6XzDz5r1bGMkcOKeXQwTqM,66,64
DAOKO × 米津玄師,打上花火,99,https://open.spotify.com/track/7pcTLUekZJQnzDOUDuExVJ,55,61
乃木坂46,逃げ水,97,https://open.spotify.com/track/4BUOpUEPoIBZpq7YauH6Bs,61,46
DISH//,僕たちがやりました,96,https://open.spotify.com/track/6NKJnSp4pbNzCinP6VQUjQ,59,4
Mr.Children,himawari,95,https://open.spotify.com/track/31Ha1qQFLlxKaXIWjwWdez,66,50
SEKAI NO OWARI,RAIN,92,https://open.spotify.com/track/7aCdXnpn7oPN1sz3i78t7x,66,59
TWICE,TT,91,https://open.spotify.com/track/0x3fUdLjlYlO35v979kI3q,84,36
UNISON SQUARE GARDEN,"10% roll, 10% romance",90,https://open.spotify.com/track/28qFJh4a5a8sh96JkIFY8q,55,37
桑田佳祐,オアシスと果樹園,88,https://open.spotify.com/track/1kuM4vWtka1ojxLlnrjdxW,57,34
欅坂46,不協和音,87,https://open.spotify.com/track/1CAIveeC0CUY0KbENoNU3X,49,47
星野源,恋,86,https://open.spotify.com/track/5Hu29JT4xtbRUBTZeOAjxW,66,61
宇多田ヒカル,Forevermore,85,https://open.spotify.com/track/4AzAystm373Dl9LX78wdiR,73,45
Mr.Children,HANABI,84,https://open.spotify.com/track/0AU7xhipAm9Saq0k8A9Iua,66,67
星野源,肌,83,https://open.spotify.com/track/0YEjAa5T0NQwvB7uz1dJvW,66,46
家入レオ,ずっと、ふたりで,82,https://open.spotify.com/track/65IfWhzuX8lnoeJqWbIhk1,52,38
フレデリック,かなしいうれしい,81,https://open.spotify.com/track/3CdvGxl78OmnnIZOJdRPuw,53,39
高橋優,虹,79,https://open.spotify.com/track/0gC7xp5mZTPomgPOw1up7E,49,29
TWICE,SIGNAL,78,https://open.spotify.com/track/3BbfgC1wM6x5TRYgAVZYi0,84,52
あいみょん,君はロックを聴かない,76,https://open.spotify.com/track/01IZAuQsBO00iLKFO9LsFf,70,51
西野カナ,Girls,75,https://open.spotify.com/track/15XOV0ChIBcxQsCiPr9mw7,63,40
AAA,No Way Back,73,https://open.spotify.com/track/0KMw8ZsfzGtWn7WEwgvMmo,55,33
SKE48,意外にマンゴー,72,https://open.spotify.com/track/4TRhattS1vC7IMFjPwEpw2,33,15
Mrs.GREEN APPLE,WanteD! WanteD!,70,https://open.spotify.com/track/7Ahb4cvhS79BXo09HFQXbE,80,55
TWICE,Like OOH-AHH,67,https://open.spotify.com/track/2SivUkzgql54t0O4dH1b7O,84,53
欅坂46,サイレントマジョリティー,65,https://open.spotify.com/track/6vqGGV7ZGWYFRg5EtlcuN5,49,53
RADWIMPS,前前前世,63,https://open.spotify.com/track/3OWQGA40CgyZ7AHhVTOe34,75,57
桑田佳祐,若い広場,61,https://open.spotify.com/track/1FofXA5RRcxuFK6qaLyJAQ,57,50
米津玄師,アイネクライネ,59,https://open.spotify.com/track/45YBVp6zMwQZRbUDcPzmMB,80,69
UVERworld,DECIDED,58,https://open.spotify.com/track/6gFKx6VpyII16t2QUDZ8wE,60,30
