アーティスト名,曲名,順位,Spotify URL,アーティスト人気度,track人気度
BTS (防弾少年団),MIC Drop,100,https://open.spotify.com/track/4gZGAVECoiutzp64KSHNjE,86,65
宇多田ヒカル,あなた,98,https://open.spotify.com/track/3yCVsL9xnnnhtOQ1CfPD7W,73,63
=LOVE,僕らの制服クリスマス,97,https://open.spotify.com/track/0OJjoFcJx0mxgObRrY5EJg,64,43
E-girls,北風と太陽,96,https://open.spotify.com/track/3Ygp8bwOhTmjRvUphZemvE,47,37
DAOKO × 米津玄師,打上花火,95,https://open.spotify.com/track/7pcTLUekZJQnzDOUDuExVJ,55,61
クリス・ハート,I LOVE YOU,94,https://open.spotify.com/track/0mf82mK5aeZm4vN9HM2InQ,45,54
Little Glee Monster,Jupiter,93,https://open.spotify.com/track/7sSMVhg2tOBCIjmqWwazNt,54,45
欅坂46,風に吹かれても,92,https://open.spotify.com/track/2WTurc6P0qxHFfQliKKIpz,49,43
BTS (防弾少年団),DNA,91,https://open.spotify.com/track/2ngmiq1KoYn3x25VOmvd8F,86,72
TWICE,LIKEY,89,https://open.spotify.com/track/4Eb5cLWxKQUoUQaKUYSRgI,84,54
椎名林檎,人生は夢だらけ,88,https://open.spotify.com/track/0z2xgbxkLvrpzBZDtYIIXS,66,61
[Alexandros],明日、また,87,https://open.spotify.com/track/6s1B9lJR4oG5G49k04WObn,58,40
Kis-My-Ft2,赤い果実,85,https://open.spotify.com/track/557vHyysYUnkYCtaQuMLIl,49,20
平井堅,ノンフィクション,84,https://open.spotify.com/track/3FNaUMbtGok3gicPNfScDi,56,53
東方神起,Reboot,83,https://open.spotify.com/track/1puuaunrIyKl6fHAbpWBFA,53,22
BTS (防弾少年団),Crystal Snow,82,https://open.spotify.com/track/6NbfFVZ01Ttvvqmcok8DxL,86,61
米津玄師,春雷,78,https://open.spotify.com/track/6megNXGjmim4OitjZnIn9v,80,66
AKB48,11月のアンクレット,76,https://open.spotify.com/track/54cd2gDPOmUVh1PCxrtdjh,56,34
スピッツ,楓,73,https://open.spotify.com/track/0b7IBgZjedM53ufZV4f4CL,66,66
UNISON SQUARE GARDEN,fake town baby,71,https://open.spotify.com/track/0KNM6LffxIx0CTmGqLcZFN,55,42
TWICE,TT,70,https://open.spotify.com/track/0x3fUdLjlYlO35v979kI3q,84,36
山下達郎,クリスマス・イブ,68,https://open.spotify.com/track/6Tt2iUfGonmGZQLJjUsDph,39,47
星野源,恋,67,https://open.spotify.com/track/5Hu29JT4xtbRUBTZeOAjxW,66,61
BoA,メリクリ,65,https://open.spotify.com/track/3fxaN9pj6g4crVCzMTqRd0,55,58
三代目 J Soul Brothers from EXILE TRIBE,J.S.B. HAPPINESS,63,https://open.spotify.com/track/6y7n6tAG7Mo4HsjS7eDIOk,55,27
GENERATIONS from EXILE TRIBE,BIG CITY RODEO,62,https://open.spotify.com/track/5GCjKGOgLFUqReR5Bbe9Lk,52,26
乃木坂46,いつかできるから今日できる,60,https://open.spotify.com/track/0kUjyLfXDaKZedEAruiqAw,61,44
三浦大知,EXCITE,58,https://open.spotify.com/track/4zViPPzngXnYTsiwXkOSqX,50,47
Uru,奇蹟,57,https://open.spotify.com/track/6gjblFEncsCma9E7IeViW7,62,49
aiko,予告,56,https://open.spotify.com/track/4YYrD0USBOwoH3dK5Mu89P,62,30
NOBU,いま、太陽に向かって咲く花,55,https://open.spotify.com/track/17svC0rqBuRdPhAQPp5eGO,36,43
Aqours,MY舞☆TONIGHT,52,https://open.spotify.com/track/5G1xmQ7U7G1wkuLNMEllD9,44,34
TWICE,One More Time,49,https://open.spotify.com/track/5st9DnsI9K0JpOOg6TucPd,84,46
星野源,Family Song,47,https://open.spotify.com/track/6XzDz5r1bGMkcOKeXQwTqM,66,64
Mr.Children,HANABI,46,https://open.spotify.com/track/0AU7xhipAm9Saq0k8A9Iua,66,67
欅坂46,サイレントマジョリティー,44,https://open.spotify.com/track/6vqGGV7ZGWYFRg5EtlcuN5,49,53
back number,クリスマスソング,41,https://open.spotify.com/track/5P8ZvBQoCrujjNcLAxO3Su,77,71
松たか子,明日はどこから,38,https://open.spotify.com/track/7wDDd0P8bqKhQzcsTwymN7,49,28
"チト(水瀬いのり),ユーリ(久保ユリカ)",動く、動く,37,https://open.spotify.com/track/7wGdYp9R24KjxERRzksEru,30,31
乃木坂46,インフルエンサー,36,https://open.spotify.com/track/0PHEwJbhs3wte1vCsBI4LF,61,52
福山雅治,トモエ学園,34,https://open.spotify.com/track/6xhP8ZvvnV7sPlijZnbaGe,55,15
ONE OK ROCK,Wherever you are,32,https://open.spotify.com/track/7a7EIFzJLd7lcDRgThMQgm,71,66
JUNNA,Here,31,https://open.spotify.com/track/1calxl7TPBgr0E11lI9uD8,38,49
椎名林檎,おとなの掟,30,https://open.spotify.com/track/6AZKBua6AW9kFBsxiGloBx,66,41
GLAY,あなたといきてゆく,28,https://open.spotify.com/track/47VYeCj7UTTPuYOeGjqOtV,56,20
UNISON SQUARE GARDEN,Invisible Sensation,27,https://open.spotify.com/track/2bQ4E3XRBLBnJMd8iSm59b,55,38
back number,瞬き,26,https://open.spotify.com/track/7hIfpcdUZcyCKHYy8gp49E,77,69
DAOKO × 岡村靖幸,ステップアップLOVE,24,https://open.spotify.com/track/2qdkg8NGkGhukt8UQcVYci,55,41
315 STARS,Reason!!,22,https://open.spotify.com/track/7oPt3zuHqZRp3EZzSxDixi,17,21
AAA,LIFE,21,https://open.spotify.com/track/11Vu6aXNq2FZSqpv8XaLUO,55,41
中島みゆき,糸,20,https://open.spotify.com/track/06m8KKTa6rAYJ5I6l2gZgS,54,57
BLUE ENCOUNT,VS,18,https://open.spotify.com/track/0v07NKL3fTtcPTI7HwSlsf,52,30
WANIMA,ヒューマン,17,https://open.spotify.com/track/5xi5xPMoPhUzz1BDLcJMUY,60,43
