Artist,Track,URL,MP3_Path,Debut_Year,Debut_Score,Max,Mean,Std,Length,Sum,Skewness,Kurtosis,Artist_Popularity,Track_Popularity
BiSH,stereo future,https://open.spotify.com/track/1V9fhEM1WBJuwdrmRFrxIo,./downloaded_mp3/BiSH_stereo future.mp3,2018,97,97,32.8,38.93,5,164,0.71,-1.37,49,37
米津玄師,Lemon,https://open.spotify.com/track/04TshWXkhV1qkqHzf31Hn6,./downloaded_mp3/米津玄師_Lemon.mp3,2018,96,100,49.8,35.29,348,17332,0.18,-1.6,80,72
DA PUMP,U.S.A.,https://open.spotify.com/track/4qZyuyqLoZ3CaH79rGvJFR,./downloaded_mp3/DA PUMP_U.S.A..mp3,2018,95,99,73.24,30.47,76,5566,-0.98,-0.39,46,48
米津玄師,Flamingo,https://open.spotify.com/track/3ILWwi1JNj3NGuuf6DzYxN,./downloaded_mp3/米津玄師_Flamingo.mp3,2018,94,100,64.27,29.79,56,3599,-0.54,-1.08,80,63
Uru,プロローグ,https://open.spotify.com/track/4YMukCV1BsdK8V9kZoQpT6,./downloaded_mp3/Uru_プロローグ.mp3,2018,93,95,59.59,25.7,39,2324,-0.23,-1.22,62,64
あいみょん,今夜このまま,https://open.spotify.com/track/6kKvmT4i0Dercz6f3kftg3,./downloaded_mp3/あいみょん_今夜このまま.mp3,2018,92,97,56.96,30.26,92,5240,-0.23,-1.39,70,65
back number,オールドファッション,https://open.spotify.com/track/0Xn30nT5EKFPsWvpiJ2Iav,./downloaded_mp3/back number_オールドファッション.mp3,2018,89,100,55.08,33.3,26,1432,-0.09,-1.68,77,69
ONE OK ROCK,Stand Out Fit In,https://open.spotify.com/track/17EiIn0d2tftCjJrGOrbFj,./downloaded_mp3/ONE OK ROCK_Stand Out Fit In.mp3,2018,86,92,59.93,21.85,30,1798,-0.41,-0.67,71,61
TWICE,YES or YES,https://open.spotify.com/track/184XtKkzoAl83quIarUAJP,./downloaded_mp3/TWICE_YES or YES.mp3,2018,85,96,67.71,20.45,31,2099,-0.97,0.46,84,58
AAA,笑顔のループ,https://open.spotify.com/track/2tnX0ZvYBMRQbSetHscqAP,./downloaded_mp3/AAA_笑顔のループ.mp3,2018,84,92,44.56,32.44,9,401,0.17,-1.65,55,41
あいみょん,マリーゴールド,https://open.spotify.com/track/2cKiHG16JBiqHdi7Llq0r7,./downloaded_mp3/あいみょん_マリーゴールド.mp3,2018,83,100,59.73,22.88,382,22815,0.12,-0.8,70,72
AKB48,NO WAY MAN,https://open.spotify.com/track/7iXDV0g36PsiKOrAn3ftYu,./downloaded_mp3/AKB48_NO WAY MAN.mp3,2018,81,100,55.8,33.58,5,279,0.23,-2.04,56,22
IZ*ONE,La Vie en Rose,https://open.spotify.com/track/3WfaJhCL4p2JbdffJjV6Va,./downloaded_mp3/IZ*ONE_La Vie en Rose.mp3,2018,80,80,54.29,17.84,17,923,-0.22,-0.43,57,62
欅坂46,アンビバレント,https://open.spotify.com/track/5WDKR3hzbHiXWgbMPyOcLk,./downloaded_mp3/欅坂46_アンビバレント.mp3,2018,78,100,65.47,27.61,32,2095,-0.82,-0.53,49,43
星野源,Pop Virus,https://open.spotify.com/track/4hQ5tBCwPRkzhFB424U63U,./downloaded_mp3/星野源_Pop Virus.mp3,2018,75,93,65.58,21.16,12,787,-0.67,-0.58,66,55
ビッケブランカ,まっしろ,https://open.spotify.com/track/2PwOOgg8PavBNIWsPLIkr3,./downloaded_mp3/ビッケブランカ_まっしろ.mp3,2018,74,86,54.64,25.28,11,601,-0.41,-1.42,56,40
三浦大知,Blizzard,https://open.spotify.com/track/7b740cSOAeaW9SWiD1G823,./downloaded_mp3/三浦大知_Blizzard.mp3,2018,72,99,64.32,29.27,25,1608,-0.77,-0.77,50,55
平井堅,half of me,https://open.spotify.com/track/343I1snlcORf98FuxeiLaO,./downloaded_mp3/平井堅_half of me.mp3,2018,71,84,50.5,20.04,12,606,0.01,-1.01,56,35
SawanoHiroyuki[nZk]:LiSA,narrative,https://open.spotify.com/track/1v4W1B2Qq29MTVXZA26Jhj,./downloaded_mp3/SawanoHiroyuki[nZk]:LiSA_narrative.mp3,2018,66,87,63.0,25.63,3,189,-0.12,-2.33,61,45
BTS (防弾少年団),FAKE LOVE,https://open.spotify.com/track/6m1TWFMeon7ai9XLOzdbiR,./downloaded_mp3/BTS (防弾少年団)_FAKE LOVE.mp3,2018,65,100,56.08,26.29,48,2692,-0.34,-0.84,86,77
SEKAI NO OWARI,イルミネーション,https://open.spotify.com/track/24BhYE4GTnDoVnzmNJVwEe,./downloaded_mp3/SEKAI NO OWARI_イルミネーション.mp3,2018,59,94,57.0,19.4,12,684,0.44,-0.94,66,44
KinKi Kids,会いたい、会いたい、会えない。,https://open.spotify.com/track/5KRjkjwSQjVPU09Xp5JAlg,./downloaded_mp3/KinKi Kids_会いたい、会いたい、会えない。.mp3,2018,58,100,45.22,32.03,9,407,0.38,-1.41,55,24
BTS (防弾少年団),IDOL,https://open.spotify.com/track/1e8J3XClxZbFmvIHLI8CE4,./downloaded_mp3/BTS (防弾少年団)_IDOL.mp3,2018,57,90,52.78,23.2,32,1689,-0.31,-1.03,86,73
THE CHARM PARK,Imperfection,https://open.spotify.com/track/1MUdFtTZIxzL9MSbgdvbLn,./downloaded_mp3/THE CHARM PARK_Imperfection.mp3,2018,42,42,30.25,10.01,4,121,-0.05,-1.96,39,22
DA PUMP,if...,https://open.spotify.com/track/78LQTUp1f8APWgFNZNOD5y,./downloaded_mp3/DA PUMP_if....mp3,2018,40,60,32.07,17.07,14,449,-0.25,-1.24,46,54
BLACKPINK,DDU-DU DDU-DU,https://open.spotify.com/track/1PMXpTPJfh3ViK8PMZ9ZnY,./downloaded_mp3/BLACKPINK_DDU-DU DDU-DU.mp3,2018,39,94,53.83,23.2,36,1938,0.04,-1.23,82,44
東方神起,Jealous,https://open.spotify.com/track/5dy0nfzVWeUVAsgrCdjtYN,./downloaded_mp3/東方神起_Jealous.mp3,2018,38,98,36.11,29.28,9,325,0.89,-0.4,53,21
NMB48,僕だって泣いちゃうよ,https://open.spotify.com/track/3Av81zmIVL3orQivy2mxcV,./downloaded_mp3/NMB48_僕だって泣いちゃうよ.mp3,2018,37,100,46.86,27.22,14,656,0.51,-1.09,39,27
ジェジュン,Defiance,https://open.spotify.com/track/43yTZvkuxh1uoiY7AlywXp,./downloaded_mp3/ジェジュン_Defiance.mp3,2018,35,98,37.58,29.86,12,451,0.73,-0.74,39,16
