Artist,Track,URL,MP3_Path,Debut_Year,Debut_Score,Max,Mean,Std,Length,Sum,Skewness,Kurtosis,Artist_Popularity,Track_Popularity
櫻坂46,Make or Break,https://open.spotify.com/track/61McbvIuGDXoO8MUQDfmRG,./downloaded_mp3/櫻坂46_Make or Break.mp3,2025,100,100,75.0,15.02,6,450,0.36,-1.18,59,49
LE SSERAFIM,DIFFERENT,https://open.spotify.com/track/0c6PVOqHNDuhH6uNfA13IX,./downloaded_mp3/LE SSERAFIM_DIFFERENT.mp3,2025,99,99,57.33,28.66,9,516,-0.29,-1.2,81,68
Mrs.GREEN APPLE,breakfast,https://open.spotify.com/track/7BPgsEG645OAnpetcBbLrZ,./downloaded_mp3/Mrs.GREEN APPLE_breakfast.mp3,2025,98,100,83.96,12.82,23,1931,-0.38,-1.27,80,65
Mrs.GREEN APPLE,クスシキ,https://open.spotify.com/track/3huSUfmhUr4entz2S0G31O,./downloaded_mp3/Mrs.GREEN APPLE_クスシキ.mp3,2025,97,100,93.28,5.54,32,2985,-0.76,-0.76,80,69
米津玄師,Plazma,https://open.spotify.com/track/1KLg01cjnRsENoFhJWUTSd,./downloaded_mp3/米津玄師_Plazma.mp3,2025,96,100,77.6,14.61,42,3259,-0.27,-1.14,80,70
HANA,ROSE,https://open.spotify.com/track/5JTNhYqB0eG0ivgZcBviJ0,./downloaded_mp3/HANA_ROSE.mp3,2025,95,100,93.97,3.62,32,3007,-0.44,-0.45,70,75
HANA,Burning Flower,https://open.spotify.com/track/20mMzqcOAO1J5qmM7Q6sP0,./downloaded_mp3/HANA_Burning Flower.mp3,2025,94,99,82.27,9.46,22,1810,-0.16,-1.04,70,70
BE:FIRST,夢中,https://open.spotify.com/track/7KNY1e9x1MDvpBAmIAN3tz,./downloaded_mp3/BE:FIRST_夢中.mp3,2025,92,94,81.24,7.81,29,2356,-0.13,-1.04,70,72
サカナクション,怪獣,https://open.spotify.com/track/6FhWelfRDMFZRtFUU6SIdC,./downloaded_mp3/サカナクション_怪獣.mp3,2025,91,99,88.32,7.94,38,3356,-0.41,-1.08,66,73
back number,ブルーアンバー,https://open.spotify.com/track/35MeePbBnryubkVG0v8GbI,./downloaded_mp3/back number_ブルーアンバー.mp3,2025,90,100,79.5,10.55,28,2226,0.24,-1.49,77,74
Mrs.GREEN APPLE,ダーリン,https://open.spotify.com/track/62x4EMPyCFF2Ohv7qDjalp,./downloaded_mp3/Mrs.GREEN APPLE_ダーリン.mp3,2025,88,99,89.26,7.18,42,3749,-0.52,-0.74,80,68
NMB48,チューストライク,https://open.spotify.com/track/2RGfLc6k4KMHsrUHz8AVyc,./downloaded_mp3/NMB48_チューストライク.mp3,2025,87,97,70.0,25.53,5,350,-0.2,-2.14,39,24
Mrs.GREEN APPLE,天国,https://open.spotify.com/track/2eKEFanCoyAlSPc5XPSkrj,./downloaded_mp3/Mrs.GREEN APPLE_天国.mp3,2025,86,100,59.89,31.33,28,1677,-0.39,-1.42,80,65
CANDY TUNE,倍倍FIGHT!,https://open.spotify.com/track/6v1pCoeCJjphsCyh148icW,./downloaded_mp3/CANDY TUNE_倍倍FIGHT!.mp3,2025,83,84,59.31,16.95,35,2076,-0.08,-1.57,54,58
清水翔太,PUZZLE,https://open.spotify.com/track/09O5p1IP5i2xldBScLpXX7,./downloaded_mp3/清水翔太_PUZZLE.mp3,2025,81,90,70.94,14.43,32,2270,-0.75,-0.12,65,66
back number,ある未来より愛を込めて,https://open.spotify.com/track/60dKF6s6HZfSvFrEG3r3UG,./downloaded_mp3/back number_ある未来より愛を込めて.mp3,2025,79,79,50.4,20.42,5,252,0.2,-1.79,77,60
M!LK,wan,https://open.spotify.com/track/10pfcYZnue3NhSJa7qO1ga,./downloaded_mp3/M!LK_wan.mp3,2025,77,77,53.75,21.5,4,215,-0.28,-1.86,55,44
HANA,Drop,https://open.spotify.com/track/0hhUYRTVgcq7oD4qVLDgR2,./downloaded_mp3/HANA_Drop.mp3,2025,76,88,69.76,10.78,41,2860,-1.73,4.59,70,63
ちゃんみな,SAD SONG,https://open.spotify.com/track/0mlCDt9UWfQNY0pxk5jbJK,./downloaded_mp3/ちゃんみな_SAD SONG.mp3,2025,73,90,58.79,17.05,33,1940,-0.37,0.39,69,63
幾田りら,恋風,https://open.spotify.com/track/6QGuDk8tY8Lan39gTWtXWK,./downloaded_mp3/幾田りら_恋風.mp3,2025,72,82,62.94,15.44,31,1951,-0.51,-1.25,65,73
HANA,Tiger,https://open.spotify.com/track/20VZXnRzvcS0qVMOThjjmM,./downloaded_mp3/HANA_Tiger.mp3,2025,71,84,72.69,8.55,29,2108,-1.02,0.03,70,70
ONE N' ONLY,BLAST,https://open.spotify.com/track/7CIaSfRtvvFZw7W8x4PqBl,./downloaded_mp3/ONE N' ONLY_BLAST.mp3,2025,70,98,59.75,37.19,4,239,-0.36,-1.85,46,42
ILLIT,Billyeoon Goyangi (Do the Dance),https://open.spotify.com/track/4p0uVFAXKUISu8yp9gNtWE,./downloaded_mp3/ILLIT_Billyeoon Goyangi (Do the Dance).mp3,2025,69,75,44.67,29.25,6,268,-0.34,-1.88,76,79
King Gnu,TWILIGHT!!!,https://open.spotify.com/track/7rPEpMvt6O2Np1i7TFk3Hc,./downloaded_mp3/King Gnu_TWILIGHT!!!.mp3,2025,68,97,63.71,28.91,21,1338,-0.48,-1.21,70,66
米津玄師,BOW AND ARROW,https://open.spotify.com/track/0NHu2Lo9MWkvhOggEy1bYg,./downloaded_mp3/米津玄師_BOW AND ARROW.mp3,2025,66,97,58.02,30.04,41,2379,-0.21,-1.45,80,68
=LOVE,とくべチュ、して,https://open.spotify.com/track/2XS2jEncSJsetNZdVtlpeo,./downloaded_mp3/=LOVE_とくべチュ、して.mp3,2025,60,97,49.79,17.84,34,1693,0.13,-0.01,64,67
aespa,Dirty Work,https://open.spotify.com/track/1ic3Thr0mG0IsBE98pPcQ2,./downloaded_mp3/aespa_Dirty Work.mp3,2025,59,97,59.17,31.16,6,355,-0.26,-1.49,78,61
Vaundy,僕にはどうしてわかるんだろう,https://open.spotify.com/track/6l9uVfPEhdfE50mTPgnE0W,./downloaded_mp3/Vaundy_僕にはどうしてわかるんだろう.mp3,2025,58,81,52.0,23.52,13,676,-0.96,-0.44,73,58
YOASOBI,Watch me!,https://open.spotify.com/track/2XlTBc7XOzyunDf3Oqsfpk,./downloaded_mp3/YOASOBI_Watch me!.mp3,2025,57,85,61.86,18.19,7,433,-0.21,-1.39,74,64
ちゃんみな,I hate this love song,https://open.spotify.com/track/0HwDv2bXxdQnGUJhAuGAqG,./downloaded_mp3/ちゃんみな_I hate this love song.mp3,2025,54,68,46.71,19.27,7,327,-0.58,-1.3,69,61
BE:FIRST,GRIT,https://open.spotify.com/track/4bDFucME4JFCU9CD8Nhzer,./downloaded_mp3/BE:FIRST_GRIT.mp3,2025,52,100,71.33,26.77,6,428,-0.35,-1.68,70,55
SUPER BEAVER,主人公,https://open.spotify.com/track/16Ja7QMLTkSEAqgt1rOd7H,./downloaded_mp3/SUPER BEAVER_主人公.mp3,2025,50,78,51.33,26.03,3,154,0.05,-2.33,61,55
XG,IS THIS LOVE,https://open.spotify.com/track/0dzbNEBsrs17os3jJOFLar,./downloaded_mp3/XG_IS THIS LOVE.mp3,2025,49,77,45.45,16.16,22,1000,-0.7,0.87,70,71
星街すいせい,もうどうなってもいいや,https://open.spotify.com/track/17oTdCFRG5Vp4381jehV3U,./downloaded_mp3/星街すいせい_もうどうなってもいいや.mp3,2025,45,72,36.69,16.47,13,477,0.94,-0.53,61,60
KinKi Kids,愛のかたまり,https://open.spotify.com/track/7wCsUN7ZPSNGImhfc5UbnA,./downloaded_mp3/KinKi Kids_愛のかたまり.mp3,2025,38,87,28.68,24.61,22,631,0.74,-0.56,55,57
Stray Kids,Hollow,https://open.spotify.com/track/5K1thEZHOgjE89mxwA01T9,./downloaded_mp3/Stray Kids_Hollow.mp3,2025,34,71,44.75,28.18,4,179,-0.2,-2.17,86,72
Number_i,GOD_i,https://open.spotify.com/track/2r9FKxbJqkKMhCc5RMUVQg,./downloaded_mp3/Number_i_GOD_i.mp3,2025,33,100,35.87,24.54,39,1399,1.11,0.5,67,67
浜崎あゆみ,mimosa,https://open.spotify.com/track/2LHlcQqSZDrTVXGB6Hgf6e,./downloaded_mp3/浜崎あゆみ_mimosa.mp3,2025,32,32,19.5,13.18,4,78,-0.47,-1.82,61,54
ILLIT,Almond Chocolate,https://open.spotify.com/track/75yAymNsjxzPPNG6LiIQ9P,./downloaded_mp3/ILLIT_Almond Chocolate.mp3,2025,29,88,51.0,25.17,19,969,-0.09,-1.22,76,68
SEVENTEEN,THUNDER,https://open.spotify.com/track/6oeMntjclWLoguzwj5ECTo,./downloaded_mp3/SEVENTEEN_THUNDER.mp3,2025,26,89,60.2,25.46,5,301,-0.18,-1.94,78,71
JENNIE,like JENNIE,https://open.spotify.com/track/0fK7ie6XwGxQTIkpFoWkd1,./downloaded_mp3/JENNIE_like JENNIE.mp3,2025,20,69,44.29,16.86,17,753,-0.32,-1.17,82,88
RADWIMPS,賜物,https://open.spotify.com/track/4oYymXPo7QPsO3iZi4P0wv,./downloaded_mp3/RADWIMPS_賜物.mp3,2025,11,92,35.62,26.64,13,463,1.13,-0.14,75,57
離婚伝説,紫陽花,https://open.spotify.com/track/2ektCq0B2HZyL38eRbI70W,./downloaded_mp3/離婚伝説_紫陽花.mp3,2025,9,53,29.8,16.21,5,149,0.15,-1.61,54,59
幾田りら,百花繚乱,https://open.spotify.com/track/79zgdvnTPyWSuTrd48Ik5O,./downloaded_mp3/幾田りら_百花繚乱.mp3,2025,4,76,45.77,25.18,26,1190,-0.49,-1.52,65,69
