Artist,Track,URL,MP3_Path,Debut_Year,Debut_Score,Max,Mean,Std,Length,Sum,Skewness,Kurtosis,Artist_Popularity,Track_Popularity
Mrs.GREEN APPLE,Soranji,https://open.spotify.com/track/6O4twzzHHIM6mmTqPpJNYE,./downloaded_mp3/Mrs.GREEN APPLE_Soranji.mp3,2022,78,94,71.16,13.77,160,11386,-0.4,-0.72,80,63
Mrs.GREEN APPLE,ダンスホール,https://open.spotify.com/track/4NaaF28BeO9WzjDrSS71Nz,./downloaded_mp3/Mrs.GREEN APPLE_ダンスホール.mp3,2022,76,93,73.81,18.99,175,12916,-2.3,4.67,80,65
Official髭男dism,Subtitle,https://open.spotify.com/track/49F3htNmwzPKFycPdOrDvf,./downloaded_mp3/Official髭男dism_Subtitle.mp3,2022,47,100,70.81,24.66,137,9701,-0.48,-1.16,71,64
NewJeans,Ditto,https://open.spotify.com/track/3r8RuvgbX9s7ammBn07D3W,./downloaded_mp3/NewJeans_Ditto.mp3,2022,37,92,44.31,27.86,80,3545,0.3,-1.18,79,80
10-FEET,第ゼロ感,https://open.spotify.com/track/3GGOKTfxgyluPvAFnB30zE,./downloaded_mp3/10-FEET_第ゼロ感.mp3,2022,36,97,66.25,24.66,91,6029,-0.6,-0.79,54,59
米津玄師,KICK BACK,https://open.spotify.com/track/3khEEPRyBeOUabbmOPJzAG,./downloaded_mp3/米津玄師_KICK BACK.mp3,2022,13,100,58.78,30.11,109,6407,-0.1,-1.24,80,76
Official髭男dism,ミックスナッツ,https://open.spotify.com/track/60ReNXcPcsVFd7nUuQw5HZ,./downloaded_mp3/Official髭男dism_ミックスナッツ.mp3,2022,5,100,61.92,30.31,127,7864,-0.34,-1.22,71,59
YOASOBI,祝福,https://open.spotify.com/track/7ajpbW6tBpqUI9foCtwlLw,./downloaded_mp3/YOASOBI_祝福.mp3,2022,33,99,62.1,22.93,84,5216,-0.58,-0.3,74,61
Novelbright,愛とか恋とか,https://open.spotify.com/track/4McP7SOTK2NWkydOcDCajC,./downloaded_mp3/Novelbright_愛とか恋とか.mp3,2022,19,89,44.12,28.45,94,4147,0.04,-1.46,64,56
Mrs.GREEN APPLE,私は最強,https://open.spotify.com/track/0tJ6d01rh2gTbpFlY1mYJZ,./downloaded_mp3/Mrs.GREEN APPLE_私は最強.mp3,2022,17,85,25.42,18.58,67,1703,0.81,0.47,80,58
なとり,Overdose,https://open.spotify.com/track/2Dzzhb1oV5ckgOjWZLraIB,./downloaded_mp3/なとり_Overdose.mp3,2022,15,97,66.26,25.48,80,5301,-0.78,-0.37,67,66
back number,アイラブユー,https://open.spotify.com/track/4gbHag1jhjLTDcrbfpFnYQ,./downloaded_mp3/back number_アイラブユー.mp3,2022,9,96,51.57,29.52,76,3919,0.02,-1.46,77,56
SEKAI NO OWARI,Habit,https://open.spotify.com/track/2uMNMcjjUz8oNIxjIu20qE,./downloaded_mp3/SEKAI NO OWARI_Habit.mp3,2022,18,100,59.3,33.65,92,5456,-0.39,-1.42,66,59
Da-iCE,スターマイン,https://open.spotify.com/track/0akvgdebTkERlRqNKJZuFy,./downloaded_mp3/Da-iCE_スターマイン.mp3,2022,12,88,43.79,23.05,53,2321,-0.09,-1.2,62,55
King Gnu,カメレオン,https://open.spotify.com/track/0J0P8iSE6l3pYHbUdNFYdS,./downloaded_mp3/King Gnu_カメレオン.mp3,2022,14,100,42.42,29.12,78,3309,0.59,-0.85,70,66
imase,NIGHT DANCER,https://open.spotify.com/track/348NF6vX0Yh22xvH0EZEro,./downloaded_mp3/imase_NIGHT DANCER.mp3,2022,32,63,23.32,16.0,31,723,0.66,-0.18,62,70
King & Prince,ツキヨミ,https://open.spotify.com/track/0n0KYkqU872R2y7B5FbDJX,./downloaded_mp3/King & Prince_ツキヨミ.mp3,2022,23,100,59.0,27.22,23,1357,0.03,-1.19,64,60
ano,ちゅ、多様性。,https://open.spotify.com/track/5KLL3cZEyuSJRvyS84o4Df,./downloaded_mp3/ano_ちゅ、多様性。.mp3,2022,15,71,31.23,21.17,35,1093,0.22,-1.25,52,58
NewJeans,Hype Boy,https://open.spotify.com/track/0a4MMyCrzT0En247IhqZbD,./downloaded_mp3/NewJeans_Hype Boy.mp3,2022,7,60,24.75,20.21,32,792,0.38,-1.46,79,77
LE SSERAFIM,ANTIFRAGILE,https://open.spotify.com/track/4fsQ0K37TOXa3hEQfjEic1,./downloaded_mp3/LE SSERAFIM_ANTIFRAGILE.mp3,2022,3,89,50.33,27.49,39,1963,-0.25,-1.51,81,70
優里,レオ,https://open.spotify.com/track/3eg3igrhEhzk8bqqRz6XCt,./downloaded_mp3/優里_レオ.mp3,2022,4,89,39.12,22.74,92,3599,0.26,-0.78,68,65
ちゃんみな,ハレンチ,https://open.spotify.com/track/0e1k2ptLJEtnlM4Fy8QVo6,./downloaded_mp3/ちゃんみな_ハレンチ.mp3,2022,39,59,33.15,14.21,39,1293,-0.59,-0.08,69,57
Mrs.GREEN APPLE,ニュー・マイ・ノーマル,https://open.spotify.com/track/3dHxrn3dLyhOHGp16nUFWM,./downloaded_mp3/Mrs.GREEN APPLE_ニュー・マイ・ノーマル.mp3,2022,24,78,34.92,22.38,12,419,0.38,-1.03,80,56
Snow Man,ブラザービート,https://open.spotify.com/track/0isQWzN11KyHMZTRPsCnPH,./downloaded_mp3/Snow Man_ブラザービート.mp3,2022,26,100,46.93,27.86,15,704,0.5,-0.84,66,62
藤井風,死ぬのがいいわ,https://open.spotify.com/track/0HYAsQwJIO6FLqpyTeD3l6,./downloaded_mp3/藤井風_死ぬのがいいわ.mp3,2022,2,70,37.41,23.43,27,1010,-0.19,-1.49,75,66
Tani Yuuki,もう一度,https://open.spotify.com/track/1RChlirFdgtS1ZPH45dJX0,./downloaded_mp3/Tani Yuuki_もう一度.mp3,2022,68,91,61.72,23.95,32,1975,-0.74,-0.52,59,61
8LOOM,Melody,https://open.spotify.com/track/621pzEeNauLzgQrmVvCMEA,./downloaded_mp3/8LOOM_Melody.mp3,2022,67,69,53.44,19.99,16,855,-1.3,0.52,41,47
wacci,恋だろ,https://open.spotify.com/track/0ir7DGXo3hxaPa82h1vrOj,./downloaded_mp3/wacci_恋だろ.mp3,2022,64,94,57.21,21.75,43,2460,-0.73,0.09,54,56
RADWIMPS,カナタハルカ,https://open.spotify.com/track/5r2G8PqwY3GcTJi0FYiCfd,./downloaded_mp3/RADWIMPS_カナタハルカ.mp3,2022,60,88,57.56,23.39,16,921,-0.51,-0.77,75,54
Vaundy,CHAINSAW BLOOD,https://open.spotify.com/track/3lUOzabhWYyRImRszpJGOU,./downloaded_mp3/Vaundy_CHAINSAW BLOOD.mp3,2022,59,88,55.16,24.79,19,1048,-0.43,-0.91,73,64
BUMP OF CHICKEN,SOUVENIR,https://open.spotify.com/track/7qOsSOpiL3R8RKyiBtIYNQ,./downloaded_mp3/BUMP OF CHICKEN_SOUVENIR.mp3,2022,58,99,62.04,30.58,24,1489,-0.68,-1.07,64,61
yama,色彩,https://open.spotify.com/track/5H37zP5tQCneoCRJEMRcnV,./downloaded_mp3/yama_色彩.mp3,2022,51,87,59.16,23.33,19,1124,-0.92,-0.12,61,61
ヤングスキニー,本当はね、,https://open.spotify.com/track/5MqZFxSAGTKqnUbBVLlkM5,./downloaded_mp3/ヤングスキニー_本当はね、.mp3,2022,44,66,42.22,16.55,32,1351,-0.6,-0.33,54,55
