Artist,Track,URL,MP3_Path,Debut_Year,Debut_Score,Max,Mean,Std,Length,Sum,Skewness,Kurtosis,Artist_Popularity,Track_Popularity
BoA,メリクリ,https://open.spotify.com/track/3fxaN9pj6g4crVCzMTqRd0,./downloaded_mp3/BoA_メリクリ.mp3,2008,61,80,46.51,21.71,43,2000,-0.41,-1.12,55,58
HY,366日,https://open.spotify.com/track/22aZD7yaGYfhgCYazL4nbc,./downloaded_mp3/HY_366日.mp3,2008,41,80,26.16,19.37,56,1465,1.18,0.95,57,66
Mr.Children,HANABI,https://open.spotify.com/track/0AU7xhipAm9Saq0k8A9Iua,./downloaded_mp3/Mr.Children_HANABI.mp3,2008,1,100,43.21,30.89,112,4839,0.29,-1.43,66,67
B'z,いつかのメリークリスマス,https://open.spotify.com/track/3Ro8jrbsWu0VSk1odLLYuo,./downloaded_mp3/B'z_いつかのメリークリスマス.mp3,2008,41,86,39.35,20.69,26,1023,-0.14,-0.55,66,53
松任谷由実,恋人がサンタクロース,https://open.spotify.com/track/7K1w8pMu2MeXgU3FPqwxbR,./downloaded_mp3/松任谷由実_恋人がサンタクロース.mp3,2008,18,68,38.89,19.66,18,700,-0.46,-1.2,59,54
レミオロメン,粉雪,https://open.spotify.com/track/1Vimcaq6kgTq6xgHSnr4pS,./downloaded_mp3/レミオロメン_粉雪.mp3,2008,17,51,23.49,15.8,39,916,0.28,-1.3,52,63
桑田佳祐,白い恋人達,https://open.spotify.com/track/5hFHG3UfvrOfhcV8anlU8g,./downloaded_mp3/桑田佳祐_白い恋人達.mp3,2008,8,77,38.23,21.71,52,1988,-0.07,-1.05,57,60
ケツメイシ,さくら,https://open.spotify.com/track/5rfUCmoI7axj6mjpu1Rto5,./downloaded_mp3/ケツメイシ_さくら.mp3,2008,63,92,48.33,24.76,63,3045,-0.1,-1.11,57,58
サザンオールスターズ,真夏の果実,https://open.spotify.com/track/3AVLsBieDGotYuo5RPEL64,./downloaded_mp3/サザンオールスターズ_真夏の果実.mp3,2008,17,57,22.12,13.74,33,730,0.46,-0.44,65,64
Superfly,愛をこめて花束を,https://open.spotify.com/track/7CmWXD3w1xOO53AAO4LRVQ,./downloaded_mp3/Superfly_愛をこめて花束を.mp3,2008,57,94,28.77,24.19,102,2935,0.97,-0.04,59,71
ユニコーン,雪が降る町,https://open.spotify.com/track/5GhZX2MUqHpIAWt7zqkyuf,./downloaded_mp3/ユニコーン_雪が降る町.mp3,2008,24,71,38.86,26.7,7,272,-0.05,-1.88,44,34
福山雅治,桜坂,https://open.spotify.com/track/7gpVG8fQjh5YLViIWy3HHh,./downloaded_mp3/福山雅治_桜坂.mp3,2008,24,80,38.03,22.19,32,1217,0.06,-1.34,55,56
レミオロメン,3月9日,https://open.spotify.com/track/31rf3jLBMfnrqLuTPrcxM5,./downloaded_mp3/レミオロメン_3月9日.mp3,2008,20,96,51.45,24.72,69,3550,0.04,-1.05,52,55
コブクロ,桜,https://open.spotify.com/track/5Hi4IAtdFZzg6IfAVMd6lZ,./downloaded_mp3/コブクロ_桜.mp3,2008,19,74,26.94,23.37,16,431,0.7,-0.93,59,61
YUI,CHE.R.RY,https://open.spotify.com/track/6PBBGlTEVfUyfnmemrnhbp,./downloaded_mp3/YUI_CHE.R.RY.mp3,2008,8,63,33.75,17.92,28,945,0.16,-1.34,57,61
ランカ・リー=中島愛,星間飛行,https://open.spotify.com/track/0qHT5elQ5RNmTA7oDKgb1m,./downloaded_mp3/ランカ・リー=中島愛_星間飛行.mp3,2008,53,75,53.67,21.01,3,161,0.03,-2.33,41,45
森山直太朗,夏の終わり,https://open.spotify.com/track/4p3Il0ukzcz9IdvMamJa1y,./downloaded_mp3/森山直太朗_夏の終わり.mp3,2008,6,68,36.74,19.61,19,698,0.16,-1.36,47,54
ゆず,夏色,https://open.spotify.com/track/3nYe3TNoETmeXkseSdnUFz,./downloaded_mp3/ゆず_夏色.mp3,2008,59,81,23.89,20.81,37,884,1.0,0.04,56,58
GReeeeN,キセキ,https://open.spotify.com/track/2bzdhN6Y5AP1zRRf12QwJq,./downloaded_mp3/GReeeeN_キセキ.mp3,2008,11,100,40.64,28.69,106,4308,0.57,-0.87,62,57
L'Arc〜en〜Ciel,Hurry Xmas,https://open.spotify.com/track/3WGtZNYQC3hO1XaVGtcYxK,./downloaded_mp3/L'Arc〜en〜Ciel_Hurry Xmas.mp3,2008,67,68,38.6,28.61,5,193,0.0,-2.14,58,30
秋元順子,愛のままで…,https://open.spotify.com/track/6WjmLWvLcUm9kwThhFfatB,./downloaded_mp3/秋元順子_愛のままで….mp3,2008,36,95,65.86,21.6,22,1449,-0.5,-1.1,31,38
ケツメイシ,夏の思い出,https://open.spotify.com/track/22uQDAWeupUDmr3Qit0abI,./downloaded_mp3/ケツメイシ_夏の思い出.mp3,2008,16,71,32.04,22.77,23,737,0.36,-1.46,57,53
井上陽水,少年時代,https://open.spotify.com/track/6W3kqpyUdOgjA2yFnuWTLU,./downloaded_mp3/井上陽水_少年時代.mp3,2008,13,76,34.88,25.05,25,872,0.1,-1.57,49,13
槇原敬之,冬がはじまるよ,https://open.spotify.com/track/3l7GLaE6NRaPJHMcy4rYRD,./downloaded_mp3/槇原敬之_冬がはじまるよ.mp3,2008,26,71,35.27,16.61,11,388,0.6,-0.45,58,57
HALCALI,Re:やさしい気持ち,https://open.spotify.com/track/2qNoxHlqxf6phLdCc68bbH,./downloaded_mp3/HALCALI_Re:やさしい気持ち.mp3,2008,42,99,63.0,24.99,5,315,0.33,-1.85,59,16
コブクロ,時の足音,https://open.spotify.com/track/0ViUlnRMrbmuzGyqWbJc0j,./downloaded_mp3/コブクロ_時の足音.mp3,2008,37,99,56.06,27.88,17,953,-0.09,-0.84,59,41
木村カエラ,どこ,https://open.spotify.com/track/1Bvws6H8PapGGMoEVxmWQu,./downloaded_mp3/木村カエラ_どこ.mp3,2008,28,96,67.62,26.67,8,541,-0.44,-1.72,43,20
木山裕策,home,https://open.spotify.com/track/4Zfk15eeUW2Fi8dubC93BG,./downloaded_mp3/木山裕策_home.mp3,2008,6,64,26.88,23.62,8,215,0.6,-1.56,32,48
DEEN,永遠の明日,https://open.spotify.com/track/0vfC9EIp8kyfZGtmA3trji,./downloaded_mp3/DEEN_永遠の明日.mp3,2008,28,86,44.25,30.62,4,177,0.4,-1.93,48,29
竹内まりや,すてきなホリデイ,https://open.spotify.com/track/42KsMmJ8sbWrfy6WMNWySo,./downloaded_mp3/竹内まりや_すてきなホリデイ.mp3,2008,51,68,35.13,21.53,15,527,-0.11,-1.44,59,49
BUMP OF CHICKEN,スノースマイル,https://open.spotify.com/track/2l02YNthg1e2dyXrv8gacQ,./downloaded_mp3/BUMP OF CHICKEN_スノースマイル.mp3,2008,15,36,21.0,12.19,4,84,0.14,-2.09,64,45
稲垣潤一,クリスマスキャロルの頃には,https://open.spotify.com/track/41d7uC7xV3u82wMN0TOoGy,./downloaded_mp3/稲垣潤一_クリスマスキャロルの頃には.mp3,2008,10,42,22.67,10.59,12,272,0.13,-0.98,46,49
Aqua Timez,Velonica,https://open.spotify.com/track/2k7lStJS8TJvMNxbdClLMD,./downloaded_mp3/Aqua Timez_Velonica.mp3,2008,93,100,62.71,36.01,7,439,-0.29,-1.89,53,55
シド,2℃目の彼女,https://open.spotify.com/track/2gWztIAVfdtKWVa1IJdzCd,./downloaded_mp3/シド_2℃目の彼女.mp3,2008,89,99,58.6,40.8,5,293,-0.21,-2.19,54,32
倖田來未,stay with me,https://open.spotify.com/track/4lkG6zoaM4Y6LSXLwzfr4W,./downloaded_mp3/倖田來未_stay with me.mp3,2008,88,100,60.5,29.58,6,363,0.12,-1.87,56,24
ポルノグラフィティ,今宵、月が見えずとも,https://open.spotify.com/track/06QXt4XzvudZxaMInVBP4k,./downloaded_mp3/ポルノグラフィティ_今宵、月が見えずとも.mp3,2008,86,99,72.0,33.1,7,504,-0.85,-0.84,62,43
浜崎あゆみ,Days,https://open.spotify.com/track/5X9grhlReZ3fBEXMemrTB7,./downloaded_mp3/浜崎あゆみ_Days.mp3,2008,80,100,81.5,23.39,4,326,-0.47,-1.92,61,43
Mr.Children,エソラ,https://open.spotify.com/track/3mVR0fHVmtEit3907ONx5X,./downloaded_mp3/Mr.Children_エソラ.mp3,2008,76,94,82.0,16.46,6,492,-0.99,-0.81,66,48
サカナクション,セントレイ,https://open.spotify.com/track/4nNWy6gaYSZ1oaspPZe8uk,./downloaded_mp3/サカナクション_セントレイ.mp3,2008,74,92,58.12,37.82,8,465,-0.38,-2.0,66,48
GReeeeN,扉,https://open.spotify.com/track/24FFEi7NbylKMhQKyEFsP7,./downloaded_mp3/GReeeeN_扉.mp3,2008,68,98,65.0,30.62,8,520,-0.42,-1.62,62,47
GIRL NEXT DOOR,Winter Game,https://open.spotify.com/track/2GqJ3IMHJBAQxRvUQQPU8n,./downloaded_mp3/GIRL NEXT DOOR_Winter Game.mp3,2008,66,98,79.25,16.88,4,317,0.09,-2.33,29,12
Perfume,Dream Fighter,https://open.spotify.com/track/2PMhWcwvDM5rx4jsIlSTVQ,./downloaded_mp3/Perfume_Dream Fighter.mp3,2008,63,99,67.91,29.36,11,747,-0.88,-0.51,57,38
秦基博,朝が来る前に,https://open.spotify.com/track/6EdweDAIKWGctiUxEBv0TN,./downloaded_mp3/秦基博_朝が来る前に.mp3,2008,62,96,64.5,25.92,6,387,-0.2,-1.69,57,40
平原綾香,ノクターン,https://open.spotify.com/track/50IBKEeffCZ2Tsp04y2Ulz,./downloaded_mp3/平原綾香_ノクターン.mp3,2008,60,88,52.44,21.96,9,472,0.1,-1.61,43,10
山崎まさよし,Heart of Winter,https://open.spotify.com/track/4ZnfRTqfGmvdUMsJ9C64Yv,./downloaded_mp3/山崎まさよし_Heart of Winter.mp3,2008,39,89,55.0,24.63,8,440,-0.05,-1.24,49,15
EXILE,Ti Amo,https://open.spotify.com/track/6YFewEWHZB04bJfGYgbYCC,./downloaded_mp3/EXILE_Ti Amo.mp3,2008,38,100,66.2,33.24,10,662,-0.43,-1.59,60,48
MISIA,CATCH THE RAINBOW,https://open.spotify.com/track/1HT4YVRyUVENB20HIk3TuA,./downloaded_mp3/MISIA_Catch the Rainbow.mp3,2008,36,99,43.7,29.77,10,437,0.53,-1.37,57,10
中島美嘉,ORION,https://open.spotify.com/track/5qRiFTBYluZppQaxp5bGmK,./downloaded_mp3/中島美嘉_ORION.mp3,2008,35,96,67.5,27.27,10,675,-0.96,-0.29,54,56
青山テルマ,大っきらい でもありがと,https://open.spotify.com/track/6JKilwW6DbhfyDsbuUpQTG,./downloaded_mp3/青山テルマ_大っきらい でもありがと.mp3,2008,33,98,72.75,30.74,4,291,-0.3,-2.1,48,27
嵐,Beautiful days,https://open.spotify.com/track/309EElyk6QFrJu9MMbz52k,./downloaded_mp3/嵐_Beautiful days.mp3,2008,32,100,68.18,21.77,11,750,-0.01,-1.31,66,49
キマグレン,LIFE,https://open.spotify.com/track/0OteDMairtABHrHUHjuAK1,./downloaded_mp3/キマグレン_LIFE.mp3,2008,26,99,56.39,34.08,38,2143,-0.27,-1.55,39,56
あさみちゆき,鮨屋で…,https://open.spotify.com/track/2miDQCdGLGjUD00YHp7aSf,./downloaded_mp3/あさみちゆき_鮨屋で….mp3,2008,19,68,30.17,21.9,6,181,0.7,-1.34,26,16
羞恥心,弱虫サンタ,https://open.spotify.com/track/5skyOvmfwjSoochPgQoBOh,./downloaded_mp3/羞恥心_弱虫サンタ.mp3,2008,12,100,76.25,42.87,4,305,-0.75,-1.69,22,21
竹内まりや,September,https://open.spotify.com/track/7BuxfPbJjtI8juuM3h18yA,./downloaded_mp3/竹内まりや_September.mp3,2008,64,70,33.64,28.8,14,471,0.04,-1.94,59,51
SEAMO,MOTHER,https://open.spotify.com/track/45KeRxQiU1cHUFJrhnl1rw,./downloaded_mp3/SEAMO_MOTHER.mp3,2008,63,98,45.5,32.61,12,546,0.15,-1.63,41,24
TUBE,あー夏休み,https://open.spotify.com/track/3xGPfKACKGRjRJbgr8uMbS,./downloaded_mp3/TUBE_あー夏休み.mp3,2008,37,55,31.45,16.4,11,346,-0.12,-1.48,52,51
YUI,SUMMER SONG,https://open.spotify.com/track/1ZCFq7Fq1ZN5nI5GHXEAdg,./downloaded_mp3/YUI_SUMMER SONG.mp3,2008,14,100,49.11,25.52,28,1375,0.15,-0.75,57,60
一青窈,ハナミズキ,https://open.spotify.com/track/28NV7pexaSrgQqxize1rav,./downloaded_mp3/一青窈_ハナミズキ.mp3,2008,20,73,26.82,20.19,17,456,0.6,-0.62,48,55
aiko,花火,https://open.spotify.com/track/0I0zZHGJ6ea8TxwbUvvJEH,./downloaded_mp3/aiko_花火.mp3,2008,14,63,27.14,16.34,49,1330,0.28,-1.01,62,63
Lil'B,キミに歌ったラブソング,https://open.spotify.com/track/5qAeuuuWen5KD1MPMIr9v9,./downloaded_mp3/Lil'B_キミに歌ったラブソング.mp3,2008,5,96,61.71,33.89,7,432,-0.48,-1.5,34,38
TRIPLANE,白い花,https://open.spotify.com/track/7dur4lZgwnBr4NYELTqXHl,./downloaded_mp3/TRIPLANE_白い花.mp3,2008,22,83,48.0,24.87,5,240,0.25,-1.88,25,5
lego big morl,Ray,https://open.spotify.com/track/7aSzgOi1PxkIhwneNp3mwp,./downloaded_mp3/lego big morl_Ray.mp3,2008,16,46,34.0,15.87,3,102,-0.32,-2.33,21,18
榎本くるみ,冒険彗星,https://open.spotify.com/track/1CD3Yx9ppBkoAaKdlXCiJ4,./downloaded_mp3/榎本くるみ_冒険彗星.mp3,2008,33,92,50.88,23.65,8,407,0.68,-1.4,14,30
絢香,おかえり,https://open.spotify.com/track/1aEJTljLDeDeQgxtQHrhmz,./downloaded_mp3/絢香_おかえり.mp3,2008,23,98,60.0,27.78,14,840,-0.11,-1.41,55,42
aiko,桜の時,https://open.spotify.com/track/2CukFFswRZixS0AMkdMHSk,./downloaded_mp3/aiko_桜の時.mp3,2008,23,78,38.47,23.15,19,731,-0.0,-1.48,62,48
Sonar Pocket,Promise,https://open.spotify.com/track/1e9PWezGbR96zLyY7OZHfN,./downloaded_mp3/Sonar Pocket_Promise.mp3,2008,35,97,61.0,28.01,8,488,-0.09,-1.84,41,25
Aqua Timez,虹,https://open.spotify.com/track/4xSh6jogaOSkWjASpxFSdp,./downloaded_mp3/Aqua Timez_虹.mp3,2008,4,99,64.0,35.19,14,896,-0.66,-1.25,53,58
嵐,One Love,https://open.spotify.com/track/3r6Am8NvUDbuS2Yqv76ivi,./downloaded_mp3/嵐_One Love.mp3,2008,22,100,58.2,31.42,20,1164,-0.37,-1.29,66,55
アンジェラ・アキ,サクラ色,https://open.spotify.com/track/57PpA1195p6p2K7VyoCVam,./downloaded_mp3/アンジェラ・アキ_サクラ色.mp3,2008,16,30,15.29,12.7,7,107,0.01,-2.05,43,44
FUNKY MONKEY BABYS,希望の唄,https://open.spotify.com/track/3OIxqlYZbkvEMxsyhDLR8x,./downloaded_mp3/FUNKY MONKEY BABYS_希望の唄.mp3,2008,29,92,41.56,33.38,9,374,0.34,-1.55,53,50
宇多田ヒカル,HEART STATION,https://open.spotify.com/track/4XxGTwKkbYkIfBQG7JyNVh,./downloaded_mp3/宇多田ヒカル_HEART STATION.mp3,2008,27,96,54.25,28.19,8,434,0.3,-1.85,73,50
竹内まりや,元気を出して,https://open.spotify.com/track/2gzdJxyNbZMDy8DVqnfpFh,./downloaded_mp3/竹内まりや_元気を出して.mp3,2008,13,86,48.6,34.37,5,243,0.2,-2.2,59,47
サザンオールスターズ,希望の轍,https://open.spotify.com/track/1PxSiKj0jedCGmOo4fvqPn,./downloaded_mp3/サザンオールスターズ_希望の轍.mp3,2008,11,60,29.0,17.71,8,232,0.77,-1.22,65,48
EXILE,LAST CHRISTMAS,https://open.spotify.com/track/0RkDnwFmI3zPopB210Dq98,./downloaded_mp3/EXILE_LAST CHRISTMAS.mp3,2008,6,100,68.86,43.11,7,482,-0.73,-1.61,60,36
サザンオールスターズ,TSUNAMI,https://open.spotify.com/track/2iXZA6Ecf9AZHw92tZBNLv,./downloaded_mp3/サザンオールスターズ_TSUNAMI.mp3,2008,3,57,21.96,15.5,23,505,0.41,-0.6,65,66
ORANGE RANGE,イケナイ太陽,https://open.spotify.com/track/7emibp3qHeqNNYqZ2Y09xb,./downloaded_mp3/ORANGE RANGE_イケナイ太陽.mp3,2008,86,86,66.25,19.32,20,1325,-0.9,0.36,59,67
Mr.Children,GIFT,https://open.spotify.com/track/4OVtlZdXvYcg9QykmPxTqb,./downloaded_mp3/Mr.Children_GIFT.mp3,2008,4,100,65.87,32.06,15,988,-0.66,-1.08,66,57
NEWS,Happy Birthday,https://open.spotify.com/track/4g5MvKFxgjEM7qF4Vbs5My,./downloaded_mp3/NEWS_Happy Birthday.mp3,2008,100,100,61.0,37.58,7,427,-0.44,-1.71,54,18
KOH+,最愛,https://open.spotify.com/track/2G3Trax4UVJFd3J7NhQMhN,./downloaded_mp3/KOH+_最愛.mp3,2008,98,98,59.44,34.62,9,535,-0.22,-1.85,36,44
氷川きよし,哀愁の湖,https://open.spotify.com/track/5m8I5nNvSzLepKKIJRquMa,./downloaded_mp3/氷川きよし_哀愁の湖.mp3,2008,97,97,56.75,29.95,4,227,0.38,-2.01,42,11
BAReeeeeeeeeeN,足跡,https://open.spotify.com/track/7MOvafc6cHQoWkr1ushXY2,./downloaded_mp3/BAReeeeeeeeeeN_足跡.mp3,2008,95,95,62.5,27.87,6,375,-0.51,-1.23,11,22
Aqua Timez,夏のかけら,https://open.spotify.com/track/2RkMDKEURJ0NsHXnKFJLiP,./downloaded_mp3/Aqua Timez_夏のかけら.mp3,2008,92,92,54.33,27.4,6,326,0.37,-1.92,53,30
新垣結衣,赤い糸,https://open.spotify.com/track/7rF5kk0MnpV9Q96iUbF3wy,./downloaded_mp3/新垣結衣_赤い糸.mp3,2008,82,100,62.5,31.89,8,500,-0.16,-1.81,30,41
MiChi,PROMiSE,https://open.spotify.com/track/2HPTiNuHKxvk0sWKShX4La,./downloaded_mp3/MiChi_PROMiSE.mp3,2008,80,97,69.3,32.37,10,693,-1.01,-0.77,17,24
秦基博,フォーエバーソング,https://open.spotify.com/track/5h9TEFPs7y2JQAqqYteNFB,./downloaded_mp3/秦基博_フォーエバーソング.mp3,2008,79,93,51.27,29.75,11,564,-0.34,-1.24,57,14
GIRL NEXT DOOR,Drive away,https://open.spotify.com/track/35yJt1XMejl7HWfTZlIZUx,./downloaded_mp3/GIRL NEXT DOOR_Drive away.mp3,2008,72,98,59.8,32.64,5,299,-0.24,-1.82,29,24
いきものがかり,プラネタリウム,https://open.spotify.com/track/732XyhBMWmdD5PU3RwB4JC,./downloaded_mp3/いきものがかり_プラネタリウム.mp3,2008,68,98,62.88,23.57,8,503,0.06,-1.63,63,33
Mr.Children,花の匂い,https://open.spotify.com/track/7EJBp9uSUbhmCKoYaGed0v,./downloaded_mp3/Mr.Children_花の匂い.mp3,2008,66,66,36.5,23.98,8,292,-0.02,-1.82,66,40
SCANDAL,DOLL,https://open.spotify.com/track/2zVsE0CoP8GGk3Hns2eUB5,./downloaded_mp3/SCANDAL_DOLL.mp3,2008,65,96,68.86,25.09,7,482,-0.51,-1.01,48,32
藤岡藤巻と大橋のぞみ,崖の上のポニョ,https://open.spotify.com/track/631B0Vtr5oMc6GJJNXZLnp,./downloaded_mp3/藤岡藤巻と大橋のぞみ_崖の上のポニョ.mp3,2008,62,97,64.78,34.17,18,1166,-0.76,-1.04,24,40
SEAMO,Continue,https://open.spotify.com/track/6f0nSkIgrc01mEk4G5kWau,./downloaded_mp3/SEAMO_Continue.mp3,2008,58,99,61.14,23.57,14,856,-0.27,-0.57,41,40
木村カエラ,マスタッシュ,https://open.spotify.com/track/59KLCz65XimLjC3QI6kRwp,./downloaded_mp3/木村カエラ_マスタッシュ.mp3,2008,56,92,56.18,26.46,11,618,-0.47,-0.69,43,14
中孝介,絆,https://open.spotify.com/track/2WwTEHhWeShonpZtFtwByN,./downloaded_mp3/中孝介_絆.mp3,2008,55,94,47.17,34.33,6,283,-0.1,-1.75,35,5
スガシカオ,コノユビトマレ,https://open.spotify.com/track/6xxpPUjghCQTXGS9i4QHZW,./downloaded_mp3/スガシカオ_コノユビトマレ.mp3,2008,52,93,57.82,28.99,11,636,-0.59,-0.91,42,23
ポルノグラフィティ,"Love,too Death,too",https://open.spotify.com/track/6DIFC4ApdS7HdVyQZ51cKI,"./downloaded_mp3/ポルノグラフィティ_Love,too Death,too.mp3",2008,51,100,67.0,20.51,5,335,0.6,-1.47,62,25
SHAKALABBITS,Walk Over the Rainbow,https://open.spotify.com/track/5ZKudLqaFeK6VICgu1uxiY,./downloaded_mp3/SHAKALABBITS_Walk Over the Rainbow.mp3,2008,49,89,52.67,34.65,3,158,0.1,-2.33,33,15
倖田來未,TABOO,https://open.spotify.com/track/5nMsLedvmsJJUwO44jLjKw,./downloaded_mp3/倖田來未_TABOO.mp3,2008,48,99,64.6,33.28,5,323,-0.42,-1.75,56,40
