Target_Metric,Exp1: Group_Complexity,Exp2: Group_MFCC,Exp3: Combined_All,Exp4: Spotify_Popularity
Debut_Score,0.5060606060606061,0.5280303030303031,0.5075757575757576,0.5291666666666667
Kurtosis,0.49092192211458263,0.549047282992237,0.5667864245845897,0.6310066080708283
Length,0.5138083228247162,0.5789407313997478,0.5563682219419924,0.6579445145018916
Max,0.5079365079365079,0.5198412698412698,0.5476190476190477,0.5634920634920635
Mean,0.5555555555555556,0.5062678062678063,0.5153846153846154,0.539031339031339
Skewness,0.5347927575547284,0.5144470380417638,0.5545076020440352,0.4909469434105104
Std,0.5804953560371517,0.5579389650597081,0.5165855816010615,0.55484298982751
Sum,0.5048556013963821,0.4960012694382736,0.5554744525547446,0.5705490320533164
Average,0.5243033286850289,0.5313143332588888,0.5400377129132305,0.5671225196317657



training,2013,2014,2015,2016
val,2017
test,2018



Data Shapes
traing_data(%),72.17245240761478
Train,1289
Val,245
Test,252
