Target_Metric,Exp1: Group_Complexity,Exp2: Group_MFCC,Exp3: Combined_All,Exp4: Spotify_Popularity
Debut_Score,0.4593422114608555,0.4860774818401937,0.517907586763519,0.5024717514124294
Kurtosis,0.47282718289977815,0.5012099213551119,0.538818310143174,0.6295119983867715
Length,0.5030487804878049,0.5264808362369338,0.5073170731707317,0.6663763066202091
Max,0.564599178838258,0.5768661237127279,0.5395099952884163,0.6275156491889344
Mean,0.5394871794871795,0.5684615384615385,0.5507692307692308,0.6030769230769231
Skewness,0.5096049600216832,0.4957480688440168,0.49259723539775035,0.5372509825179563
Std,0.553008354669182,0.535776849481202,0.5362484840318016,0.531767955801105
Sum,0.5324594467254493,0.5583563303493303,0.5491014336676314,0.6333378205559669
Average,0.5167971618237739,0.5311221437851318,0.529033668654032,0.591413673445037



training,2009,2010,2011,2012
val,2013
test,2014



Data Shapes
traing_data(%),65.625
Train,1365
Val,370
Test,345
