Target_Metric,Exp1: Group_Complexity,Exp2: Group_MFCC,Exp3: Combined_All,Exp4: Spotify_Popularity
Debut_Score,0.47617574257425743,0.49745599559955994,0.5415635313531353,0.5126168866886689
Kurtosis,0.5366104483751543,0.5150143973673386,0.4723364870423694,0.5730152200740436
Length,0.49899665551839467,0.5536789297658863,0.49347826086956526,0.6332775919732442
Max,0.5133053221288516,0.572829131652661,0.5814659197012139,0.5543884220354809
Mean,0.5038502745413151,0.49809160305343514,0.5579550020088389,0.5426878264363199
Skewness,0.5214752567693745,0.4911297852474323,0.5422502334267041,0.4759570494864612
Std,0.5821428571428571,0.5892857142857142,0.5464285714285715,0.5345238095238095
Sum,0.4722222222222222,0.5343434343434343,0.51010101010101,0.6033670033670033
Average,0.5130973474090533,0.5314786239144327,0.530697376991426,0.5537292261981289



training,2012,2013,2014,2015
val,2016
test,2017



Data Shapes
traing_data(%),73.18109399893787
Train,1378
Val,260
Test,245
