Target_Metric,Exp1: Group_Complexity,Exp2: Group_MFCC,Exp3: Combined_All,Exp4: Spotify_Popularity
Debut_Score,0.5044525272795686,0.48300514235544967,0.551109996237301,0.5744387307161671
Kurtosis,0.539881574364333,0.5076628352490422,0.5552072448624172,0.6297457331940091
Length,0.5273255813953488,0.5623255813953488,0.6141860465116279,0.636860465116279
Max,0.4733187134502924,0.5314327485380117,0.5464181286549707,0.5508040935672515
Mean,0.4794758812615955,0.4788961038961039,0.5049860853432282,0.47715677179962895
Skewness,0.5204336947456214,0.5697605147146432,0.5143572024305969,0.5288931252234005
Std,0.5488288288288289,0.46594594594594596,0.48,0.5318918918918919
Sum,0.4817441860465116,0.4965116279069768,0.4932558139534884,0.6226744186046511
Average,0.5094326234215125,0.5119425625001903,0.5324400647492038,0.5690581537641599



training,2017,2018,2019,2020
val,2021
test,2022



Data Shapes
traing_data(%),71.11292962356792
Train,869
Val,167
Test,186
