Target_Metric,Exp1: Group_Complexity,Exp2: Group_MFCC,Exp3: Combined_All,Exp4: Spotify_Popularity
Debut_Score,0.5477967306325515,0.5305614783226724,0.49798625918028905,0.5161099265576877
Kurtosis,0.5885004185178031,0.49839031614190976,0.5550833816238491,0.6001223359732148
Length,0.5696428571428571,0.581547619047619,0.5642857142857143,0.6071428571428572
Max,0.519637642290959,0.5386793015078372,0.5867453364324453,0.632725430597771
Mean,0.5072463768115942,0.5682466143977192,0.5088500831551437,0.5162746495604656
Skewness,0.49615384615384617,0.45769230769230773,0.5076923076923077,0.5192307692307692
Std,0.5125,0.5303571428571429,0.5059523809523809,0.5214285714285714
Sum,0.5298064436336651,0.5147795436274814,0.581658524519201,0.5998392183538434
Average,0.5339105393979096,0.5275317904493362,0.5385317484801664,0.5641092198556475



training,2011,2012,2013,2014
val,2015
test,2016



Data Shapes
traing_data(%),71.01010101010101
Train,1406
Val,314
Test,260
