Target_Metric,Exp1: Group_Complexity,Exp2: Group_MFCC,Exp3: Combined_All,Exp4: Spotify_Popularity
Debut_Score,0.528351814516129,0.5720766129032258,0.5149949596774194,0.5394405241935484
Kurtosis,0.475501607360603,0.5156301962088461,0.5310941137346192,0.6412260281565236
Length,0.4645341544075721,0.5153951419774205,0.5729843767818452,0.663758695404265
Max,0.5363781503022009,0.573953700535979,0.6019500513171399,0.5902611472231725
Mean,0.5473684210526315,0.5578947368421052,0.5210526315789474,0.5631578947368421
Skewness,0.49324024822695034,0.553302304964539,0.5270390070921985,0.5168439716312057
Std,0.5122399724169636,0.47121020572348005,0.5081025169520744,0.5154579933340995
Sum,0.5172840896295462,0.5274743835153699,0.5728521562887062,0.6486882107870735
Average,0.5093623072390746,0.5358671603338707,0.5437587266778688,0.5848543081833413



training,2019,2020,2021,2022
val,2023
test,2024



Data Shapes
traing_data(%),66.69733210671573
Train,725
Val,172
Test,190
