Target_Metric,Exp1: Group_Complexity,Exp2: Group_MFCC,Exp3: Combined_All,Exp4: Spotify_Popularity
Debut_Score,0.4815472415979708,0.4552314521242866,0.4725428027901078,0.46499682942295495
Kurtosis,0.5042034468263976,0.581406753537901,0.5942272663584138,0.6080285834384195
Length,0.524549164143741,0.5200078978544163,0.501250493615901,0.6271554561010926
Max,0.4886768266628686,0.5437259649622561,0.565232872810141,0.5782652043868395
Mean,0.482183908045977,0.47054597701149425,0.5044540229885057,0.5436781609195402
Skewness,0.5357142857142857,0.5429331306990881,0.47213779128672745,0.5075987841945289
Std,0.5264929742388759,0.5566451990632318,0.5491803278688525,0.5459601873536299
Sum,0.5171660023145171,0.557027131284557,0.5153015301530153,0.6026102610261026
Average,0.5075667311930793,0.5284404383171539,0.5217908884839582,0.5597866833553885



training,2015,2016,2017,2018
val,2019
test,2020



Data Shapes
traing_data(%),74.22037422037423
Train,1071
Val,194
Test,178
