Target_Metric,Exp1: Group_Complexity,Exp2: Group_MFCC,Exp3: Combined_All,Exp4: Spotify_Popularity
Debut_Score,0.4980404290429043,0.4841515401540154,0.5177736523652365,0.5123762376237624
Kurtosis,0.5612230906348554,0.4947552447552448,0.5129233511586453,0.6156588509529686
Length,0.46003344481605346,0.5680602006688964,0.5319397993311037,0.651505016722408
Max,0.5672268907563025,0.5606909430438842,0.5660597572362278,0.553921568627451
Mean,0.4740524976563546,0.5062943618588456,0.5303334672559261,0.5518615240391054
Skewness,0.5380485527544351,0.47315592903828196,0.4995331465919701,0.4759570494864612
Std,0.5523809523809524,0.5630952380952381,0.588095238095238,0.5809523809523809
Sum,0.421043771043771,0.506902356902357,0.5200336700336701,0.6033670033670033
Average,0.5090062036357036,0.5196382268145955,0.5333365102585021,0.5681999539714425



training,2012,2013,2014,2015
val,2016
test,2017



Data Shapes
traing_data(%),73.18109399893787
Train,1378
Val,260
Test,245
