Target_Metric,Exp1: Group_Complexity,Exp2: Group_MFCC,Exp3: Combined_All,Exp4: Spotify_Popularity
Debut_Score,0.5413318657127133,0.5294991744634012,0.4990093560814529,0.544083654375344
Kurtosis,0.5190761915543982,0.5564926978376543,0.5194158270123401,0.5857579531303068
Length,0.5394957983193277,0.5099159663865547,0.4857142857142857,0.5774229691876751
Max,0.4940917391771404,0.5817488452035664,0.5896444301213879,0.6194005800837898
Mean,0.6217927170868347,0.547170868347339,0.6012324929971988,0.6093557422969188
Skewness,0.45337586390217965,0.5470494417862839,0.5178096757044125,0.5072833599149389
Std,0.5182040182040182,0.5397380397380398,0.5113775113775114,0.5098235098235098
Sum,0.5319407603890363,0.532603890362511,0.5305039787798409,0.5890804597701149
Average,0.5274136192932061,0.5430273655156688,0.5318384447235539,0.5677760285728248



training,2014,2015,2016,2017
val,2018
test,2019



Data Shapes
traing_data(%),72.29813664596273
Train,1164
Val,252
Test,194
