Target_Metric,Exp1: Group_Complexity,Exp2: Group_MFCC,Exp3: Combined_All,Exp4: Spotify_Popularity
Debut_Score,0.5307459677419355,0.5481350806451613,0.6087449596774194,0.5808971774193548
Kurtosis,0.5314820973284557,0.5104201308058973,0.5310941137346192,0.634076044784392
Length,0.4880260006842285,0.5442467784239936,0.5416809214277569,0.6655833048238111
Max,0.495324438362413,0.5532557874330026,0.6001254418975939,0.5740677386247006
Mean,0.5421052631578948,0.5052631578947369,0.5684210526315789,0.5736842105263158
Skewness,0.4681959219858156,0.518395390070922,0.5270390070921985,0.5172872340425532
Std,0.5367199172508907,0.4815538443857028,0.5210895299390874,0.5355131594069646
Sum,0.5340051795968922,0.5273617835829298,0.5708816574710055,0.6192996284202229
Average,0.5158255982635659,0.5235789941552933,0.5586345854839075,0.5875510622560394



training,2019,2020,2021,2022
val,2023
test,2024



Data Shapes
traing_data(%),66.69733210671573
Train,725
Val,172
Test,190
