Target_Metric,Exp1: Group_Complexity,Exp2: Group_MFCC,Exp3: Combined_All,Exp4: Spotify_Popularity
Debut_Score,0.5287524366471734,0.46048570500324887,0.5312296946068875,0.5335038986354775
Kurtosis,0.4744501541623844,0.5236382322713258,0.49825282631038026,0.610421377183967
Length,0.5080065359477124,0.5127859477124184,0.5390114379084967,0.6467728758169935
Max,0.5479707792207792,0.6030438311688311,0.6050730519480519,0.5842126623376623
Mean,0.5374922918807811,0.5256526207605344,0.5286125385405961,0.5511408016443987
Skewness,0.5022644927536232,0.48060770750988147,0.5019762845849802,0.529191370223979
Std,0.4967105263157895,0.5034925276153346,0.4775828460038986,0.5238791423001949
Sum,0.48129084967320257,0.48933823529411763,0.49787581699346406,0.588562091503268
Average,0.5096172583251807,0.5123806009169616,0.5224518121120943,0.5709605274557426



training,2010,2011,2012,2013
val,2014
test,2015



Data Shapes
traing_data(%),67.8849902534113
Train,1393
Val,345
Test,314
