Target_Metric,Exp1: Group_Complexity,Exp2: Group_MFCC,Exp3: Combined_All,Exp4: Spotify_Popularity
Debut_Score,0.43786295005807196,0.5071345611415298,0.47038327526132406,0.4806703169072507
Kurtosis,0.46771719425463676,0.5244735741179751,0.5505508297308603,0.5978942964719007
Length,0.5226732202314888,0.5960044395116537,0.5561281116220073,0.660773743459648
Max,0.511958762886598,0.5204810996563574,0.5219931271477662,0.5750515463917525
Mean,0.5227440555309408,0.5235563432284744,0.5079751883030572,0.5686013882735195
Skewness,0.5007437457741717,0.49405003380662615,0.4757268424611224,0.5734279918864097
Std,0.5416666666666667,0.5360119047619047,0.5339285714285715,0.5681547619047619
Sum,0.524671052631579,0.5337171052631579,0.5625,0.6334978070175439
Average,0.5037547060042692,0.5294286326859599,0.5223982432443386,0.5822589815390983



training,2020,2021,2022,2023
val,2024
test,2025



Data Shapes
traing_data(%),66.0093896713615
Train,703
Val,190
Test,172
