Target_Metric,Exp1: Group_Complexity,Exp2: Group_MFCC,Exp3: Combined_All,Exp4: Spotify_Popularity
Debut_Score,0.5535326086956521,0.48125,0.4845108695652174,0.5135869565217391
Kurtosis,0.5325600325600326,0.5696649029982364,0.4838556505223172,0.6642246642246642
Length,0.525792840615217,0.5858853953994828,0.5425343677691575,0.6546209337144413
Max,0.5286817429674573,0.5933535576392719,0.5779095421952565,0.512134583563155
Mean,0.5938852813852813,0.5305735930735931,0.5197510822510822,0.5032467532467533
Skewness,0.5023741690408356,0.4735449735449735,0.5278795278795279,0.521706688373355
Std,0.6256205184776613,0.547573083287369,0.5799779371207943,0.5481246552675124
Sum,0.4591642924976258,0.49280965947632616,0.5126170126170126,0.6408899742233075
Average,0.5402014357799705,0.5343318956774066,0.5286294987400456,0.569816901141866



training,2018,2019,2020,2021
val,2022
test,2023



Data Shapes
traing_data(%),68.84247171453438
Train,791
Val,186
Test,172
