Target_Metric,Exp1: Group_Complexity,Exp2: Group_MFCC,Exp3: Combined_All,Exp4: Spotify_Popularity
Debut_Score,0.5443615257048093,0.4880952380952381,0.545013030087657,0.5109571191660743
Kurtosis,0.5017706522438993,0.4808447620887258,0.5395016418775352,0.5941343120211191
Length,0.5375000000000001,0.506547619047619,0.5511904761904762,0.6065476190476191
Max,0.5364443649800346,0.5977710233029382,0.5867453364324453,0.632725430597771
Mean,0.5,0.5069493941553813,0.5083749109052031,0.5162746495604656
Skewness,0.47307692307692306,0.46923076923076923,0.5038461538461538,0.55
Std,0.5464285714285715,0.5125,0.5226190476190476,0.5166666666666666
Sum,0.5469358728588214,0.5276729948673551,0.581658524519201,0.6148661183600272
Average,0.5233147387866324,0.5112014750985034,0.542368640184715,0.5677714894274679



training,2011,2012,2013,2014
val,2015
test,2016



Data Shapes
traing_data(%),71.01010101010101
Train,1406
Val,314
Test,260
