Artist,Track,URL,MP3_Path,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
ケツメイシ,出会いのかけら,https://open.spotify.com/track/6doG5A9BRiQjWEsyBtkkSF,./downloaded_mp3/ケツメイシ_出会いのかけら.mp3,0.046403775222390975,0.0531568669993491,0.10672054675634628,0.011119548709047515,0.014618138424821002,0.03609785202863962,0.009627901931004556,0.0227543935777826,0.056194402256454765,2.712085050987199e-05,0.013587546105445866,0.014374050770232155,0.10653070080277717,0.01635387285745281,0.01638099370796268,0.03362985463224127,0.03170427424604036,0.03821327836840963,0.007431113039704925,0.0012204382729442396,0.01022456064222174,0.06590366673898894,0.022700151876762855,0.016001301800824475,0.016408114558472554,0.003498589715773487,0.0016814927316120634,0.048736168366239965,0.03295183336949447,0.010278802343241484,0.0612931221523107,0.07417552614449989
ＲＡＤＷＩＭＰＳ,オーダーメイド,https://open.spotify.com/track/1WxQyR4cVfBMbwldZ0vNGn,./downloaded_mp3/ＲＡＤＷＩＭＰＳ_オーダーメイド.mp3,0.036266532449738556,0.012359142130134497,0.02963957162430445,0.02606045354136957,0.01096104912898806,0.052316640102899645,0.014176663031624863,0.030786007885244528,0.04591337415764897,0.06207532925090177,0.054273970304504655,0.012470989570226212,0.043284959315493664,0.00394262226323295,0.02373961915946649,0.006598998965411179,0.03643430360987613,0.014064815591533148,0.027542432122584795,0.0007270083605961468,0.004557783183737382,0.06780751055560216,0.012331180270111567,0.0975309677599754,0.0007829320806420043,0.009255375667589409,0.012638760730363784,0.007158236165869754,0.01906998853563739,0.004194279003439309,0.019014064815591532,0.20202443866566003
ＯＮＥ☆ＤＲＡＦＴ,一歩一歩〜終わりなき道しるべ〜,https://open.spotify.com/track/0O4h2EX4nmCxnM2QYWcL1X,./downloaded_mp3/ＯＮＥ☆ＤＲＡＦＴ_一歩一歩〜終わりなき道しるべ〜.mp3,0.02852234906774505,0.037361772179078837,0.023369001180975558,0.05178398883441291,0.02097126292810364,0.025623590881437213,0.008660487420820958,0.04416132841856637,0.10535733457395412,0.006942704791897792,0.010091972944923594,0.013241241097949398,0.09515800021472283,0.027090863543642416,0.030526428801488745,0.014314855241026376,0.041548867337079055,0.04315928855169452,0.04348137279461761,0.002326163976666786,0.0064774719965644345,0.02501520953369359,0.03406935547364277,0.028880220448770713,0.017965143327488102,0.007300576172923451,0.004938625058154099,0.016748380632000858,0.049923057653079486,0.028307626239129656,0.07783702537308092,0.028844433310668147
Ｓｕｐｅｒｆｌｙ,愛をこめて花束を,https://open.spotify.com/track/7CmWXD3w1xOO53AAO4LRVQ,./downloaded_mp3/Superfly_愛をこめて花束を.mp3,0.08275702326197015,0.07474934648092386,0.0252142549882532,0.013831441712716323,0.0004301644551801727,0.012739485788028193,0.04526653651434433,0.017107309486780714,0.017140399060256113,0.0019853744085238743,0.04003838390523146,0.002382449290228649,0.017206578207206908,0.046325402865557065,0.0011912246451143244,0.02696800238244929,0.21806028920287218,0.015717547400814002,0.0024155388637040467,0.03739121802719963,0.03438006684093842,0.025445882002580987,0.0056252274908176435,0.039012607127494124,0.013037291949306773,0.0010588663512127328,0.021706760199861022,0.03173290096290659,0.007742960193243109,0.0013566725124913139,0.010224678203897952,0.10975811521789484
大橋　卓弥,はじまりの歌,https://open.spotify.com/track/5lmFKtTHZ8xTNTSTaOefE4,./downloaded_mp3/大橋　卓弥_はじまりの歌.mp3,0.11440703129639528,0.03284042995427282,0.05279410891383099,0.0010095611378347883,0.006146445750935329,0.022715125601282738,0.021943108260585546,0.01549973276322822,0.018795652948512383,0.011491181186531267,0.045816259872914065,0.020161529782053565,0.06630441237603184,0.025476572243007305,0.006740305243779322,0.0173110042164024,0.05035928499317061,0.030643149830750043,0.027466001544034682,0.0,0.0087297345448067,0.08447651285705803,0.017993942633172992,0.10864659421580854,0.011580260110457865,0.010659777896549677,0.0035928499317061584,0.022329116930934142,0.009293901063008493,0.001989429301027377,0.023635607815190925,0.10915137478472593
中ノ森ＢＡＮＤ,風になりたい,https://open.spotify.com/track/2drxMvHdEqlXAER7BtuY8t,./downloaded_mp3/中ノ森ＢＡＮＤ_風になりたい.mp3,0.060618266035645955,0.02079347497734367,0.036652905044809184,0.0010572953378310342,0.004934044909878159,0.07919645554324842,0.07778672842614037,0.0016111167052663376,0.00790454133521297,0.04677273184976337,0.04929010170174202,0.018276105125365018,0.03967374886718357,0.04566508911489276,0.021498338535897693,0.015406303494109354,0.01993756922767093,0.03559560970697815,0.039019232705669114,5.034739703957305e-05,0.03544456751585943,0.09948645655019636,0.007501762158896385,0.019685832242473063,0.018024368140167155,0.01847749471352331,0.020541737992145807,0.027288289195448595,0.011831638304299667,0.0008055583526331688,0.03277615547276206,0.08639613331990736
奥　華子,手紙,https://open.spotify.com/track/5PRnczMFS4WcHfAXNnTD43,./downloaded_mp3/奥　華子_手紙.mp3,0.02775966464834653,0.026828132277596648,0.07806241266884024,0.0005899705014749262,0.0007141748175749107,0.03996273870517,0.04511721782331936,0.0024840863219996894,0.0028256481912746468,0.02229467473994721,0.07834187238006521,0.005930756093774259,0.04275733581741965,0.08461419034311442,0.03788231641049526,0.03654712001242043,0.019003260363297626,0.026579723645396677,0.038223878279770224,0.003384567613724577,0.014438751746623195,0.10417637012886198,0.0031982611395746,0.04045955596956994,0.0006831237385499146,0.01704704238472287,0.0005589194224499301,0.06651141127154168,0.013817730166123273,0.0019251668995497594,0.006117062567924236,0.1111628629094861
ＨＯＭＥ　ＭＡＤＥ　家族,おぼえてる。,https://open.spotify.com/track/6xvVaMJqdawujDS4MkG4Dv,./downloaded_mp3/ＨＯＭＥ　ＭＡＤＥ　家族_おぼえてる。.mp3,0.009340070433318021,0.013504823151125401,0.009921910886541112,0.01647527178073802,0.04112693308834788,0.00024498545398866944,0.024008574490889605,0.0253253713060787,0.06590108712295208,0.0007962027254631756,0.001806767723166437,0.061246363497167354,0.13930485377430715,0.04229061399479406,0.03757464400551217,0.008941969070586434,0.006277752258459654,0.08399938753636503,0.03668657173480325,0.003950390445567295,0.018527024957893126,0.06176695758689328,0.027377124483233806,0.03543102128311131,0.0,0.0234573572194151,0.0022354922676466084,0.003307303628847037,0.08176389526871843,0.025845965395804624,0.08188638799571275,0.009676925432552443
一青　窈,受け入れて,https://open.spotify.com/track/6yVNJXPKDf7rjRR3ni75UV,./downloaded_mp3/一青　窈_受け入れて.mp3,0.036792681939609814,0.007366631587468631,0.10556140208856148,0.000323807981866753,0.002792843843600745,0.03561887800534283,0.01019995142880272,0.002873795839067433,0.014733263174937263,0.10143285031976038,0.11033756982109609,0.021533230794139074,0.07330203189508622,0.012992795272403464,0.01157613535173642,0.012790415283736744,0.004897595725734639,0.011980895329069862,0.11794705739496479,8.095199546668825e-05,0.005626163684934834,0.07435440783615316,0.006030923662268275,0.019468954909738524,0.0038047437869343477,0.07585201975228689,0.0006880919614668502,0.03039747429774144,0.011049947381202947,0.003764267789201004,0.02736177446774063,0.04646644539787906
ゆず,ストーリー,https://open.spotify.com/track/2uc6vCYdbML7v2wMX7yyds,./downloaded_mp3/ゆず_ストーリー.mp3,0.06401865905451508,0.05771774698879064,0.00905103390656548,0.03717886235466128,0.010095383972707652,0.0,0.08337394694701664,0.03080832695119404,0.05211306830049432,3.4811668871405693e-05,0.0024716284898698045,0.024263733203369768,0.07425328970270835,0.10704588177957251,0.015908932674232403,0.0016709601058274733,0.047726798022697206,0.0715379795307387,0.006335723734595836,0.003550790224883381,0.026700550024368167,0.029067743507623756,0.05764812365104783,0.03390656548074915,0.0021235118011557474,0.003898906913597438,0.03185267701733621,0.00452551695328274,0.01026944231706468,0.00922509225092251,0.07585462647079301,0.01576968599874678
