rank,song_title,artist_name,score
1,OVER THE TOP,Hey!Say!JUMP,100
2,恋,星野源,99
3,Catch the Moment,LiSA,98
4,TOKYO GIRL,Perfume,97
5,流動体について,小沢健二,96
7,SUPER FLY,EXILE THE SECOND,94
8,ダーティ・ワーク,オースティン・マホーン,93
9,orion,米津玄師,92
10,明日も,SHISHAMO,91
11,Los!Los!Los!,ターニャ・デグレチャフ(悠木碧),90
12,MAGIC,AAA,89
14,遺伝,斉藤和義,87
15,KNOCK KNOCK,TWICE,86
16,MANKAI☆開花宣言,A3ders!,85
17,おとなの掟,Doughnuts Hole,84
18,HAPPY,三代目 J Soul Brothers from EXILE TRIBE,83
19,サヨナラの意味,乃木坂46,82
20,Zenzenzense,RADWIMPS,81
21,ホワット・ドゥ・ユー・ミーン?,ジャスティン・ビーバー,80
22,ようこそジャパリパークへ,どうぶつビスケッツ×PPP,79
23,Not Today,BTS (防弾少年団),78
26,前前前世,RADWIMPS,75
27,声,グリーンボーイズ,74
28,バグっていいじゃん,HKT48,73
29,TT,TWICE,72
30,一滴の影響,UVERworld,71
31,二人セゾン,欅坂46,70
32,サイレントマジョリティー,欅坂46,69
35,PPAP(ペンパイナッポーアッポーペン),ピコ太郎,66
36,シェイプ・オブ・ユー,エド・シーラン,65
38,STAY TUNE,Suchmos,63
39,ヒカリノアトリエ,Mr.Children,62
41,キセキ,GReeeeN,60
46,アナザー・デイ・オブ・サン,ラ・ラ・ランド・キャスト,55
47,奏(かなで),スキマスイッチ,54
48,24K・マジック,ブルーノ・マーズ,53
49,ハッピーエンド,back number,52
50,EXCITE,三浦大知,51
51,SNOW SOUND,[Alexandros],50
53,クローサー feat.ホールジー,チェインスモーカーズ,48
54,チェーン・トゥ・ザ・リズム〜これがわたしイズム〜,ケイティ・ペリー,47
55,We are,ONE OK ROCK,46
56,さいごまで,イトヲカシ,45
59,パリ,チェインスモーカーズ,42
61,コールド feat.フューチャー,マルーン5,40
63,Wherever you are,ONE OK ROCK,38
64,JINGO JUNGLE,MYTH & ROID,37
65,ぼくのフレンド,みゆはん,36
66,アップタウン・ファンク feat.ブルーノ・マーズ,マーク・ロンソン,35
67,EMMA,NEWS,34
72,キャッスル・オン・ザ・ヒル,エド・シーラン,29
73,Welcome to TOKYO,三代目 J Soul Brothers from EXILE TRIBE,28
74,僕の心をつくってよ,平井堅,27
75,LOSER,米津玄師,26
76,サムシング・ジャスト・ライク・ディス,チェインスモーカーズ & コールドプレイ,25
78,My Boo,清水翔太,23
79,ひまわりの約束,秦基博,22
81,ソーリー,ジャスティン・ビーバー,20
82,ワタリドリ,[Alexandros],19
83,SUN,星野源,18
84,Dear Bride,西野カナ,17
85,ハッピー,ファレル・ウィリアムス,16
87,ピースサイン,米津玄師,14
89,FLASH,Perfume,12
90,青空のラプソディ,fhana,11
91,CHEER UP,TWICE,10
93,Dead End in Tokyo,MAN WITH A MISSION,8
94,春の歌,藤原さくら,7
95,ラヴ・ユアセルフ,ジャスティン・ビーバー,6
96,シー・ユー・アゲイン,ウィズ・カリファ feat.チャーリー・プース,5
99,さよならバイスタンダー,YUKI,2
100,365日の紙飛行機,AKB48,1
