アーティスト名,曲名,順位,Spotify URL,アーティスト人気度,track人気度,MP3_Local_Path
AKB48,心のプラカード,99,https://open.spotify.com/track/5ki1rwuKiQby52DL9udM0Z,56,28,./downloaded_mp3/AKB48_心のプラカード.mp3
AAA,さよならの前に,98,https://open.spotify.com/track/7vwXjDrZT2mqiFynlEwwgG,55,56,./downloaded_mp3/AAA_さよならの前に.mp3
氷川きよし,ちょいときまぐれ渡り鳥,97,https://open.spotify.com/track/0R2NA3c2BjD1yO7mvx8H4W,42,13,./downloaded_mp3/氷川きよし_ちょいときまぐれ渡り鳥.mp3
サザンオールスターズ,東京VICTORY,95,https://open.spotify.com/track/4XnY5LBp2C37Cr0VrQmGl2,65,46,./downloaded_mp3/サザンオールスターズ_東京VICTORY.mp3
JUJU,ラストシーン,94,https://open.spotify.com/track/5Vk28pnB76gn0pYSDHOFdo,54,40,./downloaded_mp3/JUJU_ラストシーン.mp3
E-girls,Highschool love,93,https://open.spotify.com/track/0WCmjKDgKZS3klLGXVY6tf,47,43,./downloaded_mp3/E-girls_Highschool love.mp3
西野カナ,Darling,92,https://open.spotify.com/track/5ifBjexppI1XZOx5eBqnJZ,63,56,./downloaded_mp3/西野カナ_Darling.mp3
ナオト・インティライミ,LIFE,91,https://open.spotify.com/track/0XtwkH2z5vdnluXAYNVcJ7,46,28,./downloaded_mp3/ナオト・インティライミ_LIFE.mp3
秦基博,ひまわりの約束,90,https://open.spotify.com/track/45jGOHwYKgsRYbAJ8DR61d,57,63,./downloaded_mp3/秦基博_ひまわりの約束.mp3
WHITE JAM,ウソツキ,87,https://open.spotify.com/track/06mcBq7IJHCm6JJdFfbKx3,41,42,./downloaded_mp3/WHITE JAM_ウソツキ.mp3
ONE OK ROCK,Mighty Long Fall,86,https://open.spotify.com/track/68unkgYfyfZDWSVz7FoY8Z,71,53,./downloaded_mp3/ONE OK ROCK_Mighty Long Fall.mp3
May J.,本当の恋,85,https://open.spotify.com/track/2UkBXz6XSKXLBl567omooU,41,16,./downloaded_mp3/May J._本当の恋.mp3
Hey!Say!JUMP,ウィークエンダー,84,https://open.spotify.com/track/3CvSybk3z3kJonHDqhrMU3,57,47,./downloaded_mp3/Hey!Say!JUMP_ウィークエンダー.mp3
吉田山田,日々,81,https://open.spotify.com/track/78iXPlh3D67sgglgTbJBl6,29,43,./downloaded_mp3/吉田山田_日々.mp3
GENERATIONS from EXILE TRIBE,Always with you,78,https://open.spotify.com/track/185IbRirQjaO3OfqzvPFxi,52,36,./downloaded_mp3/GENERATIONS from EXILE TRIBE_Always with you.mp3
YUKI,誰でもロンリー,75,https://open.spotify.com/track/1WG7sjuyGgQ4huIjsUCaXz,44,27,./downloaded_mp3/YUKI_誰でもロンリー.mp3
絢香,にじいろ,73,https://open.spotify.com/track/3JrxNi0sQ1Lnx8eGonp3Ma,55,60,./downloaded_mp3/絢香_にじいろ.mp3
ポルノグラフィティ,俺たちのセレブレーション,70,https://open.spotify.com/track/2yfAUDifm2xaykry8YGjsQ,62,28,./downloaded_mp3/ポルノグラフィティ_俺たちのセレブレーション.mp3
back number,花束,64,https://open.spotify.com/track/3QIAwtEEDOrv0g5NKCGrXZ,77,75,./downloaded_mp3/back number_花束.mp3
赤い公園,NOW ON AIR,58,https://open.spotify.com/track/26ET1M21sUgAr9b9FDDfhz,36,35,./downloaded_mp3/赤い公園_NOW ON AIR.mp3
藍井エイル,IGNITE,57,https://open.spotify.com/track/5ivhfpfnoHhD8rUI2t3aJG,49,58,./downloaded_mp3/藍井エイル_IGNITE.mp3
EXILE TRIBE,THE REVOLUTION,56,https://open.spotify.com/track/64Opxuin2dxvtl8YFIdDAa,38,16,./downloaded_mp3/EXILE TRIBE_THE REVOLUTION.mp3
indigo la End,瞳に映らない,54,https://open.spotify.com/track/78GlvywVNzgEx3azcxXmh0,58,40,./downloaded_mp3/indigo la End_瞳に映らない.mp3
キング・クリームソーダ,ゲラゲラポーのうた,49,https://open.spotify.com/track/4HMKsJyQlww5Lbu72XTNh9,36,34,./downloaded_mp3/キング・クリームソーダ_ゲラゲラポーのうた.mp3
SawanoHiroyuki[nZk],aLIEz,48,https://open.spotify.com/track/0w0LzMyUvgRYqYehX77UE7,61,53,./downloaded_mp3/SawanoHiroyuki[nZk]_aLIEz.mp3
ゲスの極み乙女。,猟奇的なキスを私にして,46,https://open.spotify.com/track/18UBX9m8KbziBS0WmJW2Mj,53,46,./downloaded_mp3/ゲスの極み乙女。_猟奇的なキスを私にして.mp3
オーイシマサヨシ,君じゃなきゃダメみたい,44,https://open.spotify.com/track/7ComeQv7Lj3XbEpuY4TyHE,49,50,./downloaded_mp3/オーイシマサヨシ_君じゃなきゃダメみたい.mp3
tacica,LEO,43,https://open.spotify.com/track/2LIG7ArCZBd3lySwBEGd0q,41,45,./downloaded_mp3/tacica_LEO.mp3
TK from 凛として時雨,unravel,42,https://open.spotify.com/track/1rN9QoVxw5U7TJkyaUR8C1,58,72,./downloaded_mp3/TK from 凛として時雨_unravel.mp3
湘南乃風,パズル,39,https://open.spotify.com/track/3tJniNsg8sYPTagGnlt5Xf,55,34,./downloaded_mp3/湘南乃風_パズル.mp3
安田レイ,Mirror,36,https://open.spotify.com/track/5a3Q6vyaCNMtpQ5a1wnofp,40,45,./downloaded_mp3/安田レイ_Mirror.mp3
BLUE ENCOUNT,MEMENTO,32,https://open.spotify.com/track/0IzLThRvnVFIMHmiMcPGP9,52,27,./downloaded_mp3/BLUE ENCOUNT_MEMENTO.mp3
コブクロ,Twilight,31,https://open.spotify.com/track/05mJUr12tYOWN9e4Ixr2RE,59,33,./downloaded_mp3/コブクロ_Twilight.mp3
スキマスイッチ,Ah Yeah!!,30,https://open.spotify.com/track/3LXpZ28ebxPHH1aUc9167L,61,49,./downloaded_mp3/スキマスイッチ_Ah Yeah!!.mp3
ファンキー加藤,太陽,29,https://open.spotify.com/track/5LiC7DyH8hX5RqkvzqIEZU,19,18,./downloaded_mp3/ファンキー加藤_太陽.mp3
Suck a Stew Dry,僕らの自分戦争,26,https://open.spotify.com/track/1iA1yh1rhNfMMzObzG5Ite,8,11,./downloaded_mp3/Suck a Stew Dry_僕らの自分戦争.mp3
ゴールデンボンバー,ローラの傷だらけ,21,https://open.spotify.com/track/6qwfFP9alQDahfo0F8VO5p,45,33,./downloaded_mp3/ゴールデンボンバー_ローラの傷だらけ.mp3
SEKAI NO OWARI,RPG,18,https://open.spotify.com/track/7facNrW6VRW8s3ICZ8G1uW,66,66,./downloaded_mp3/SEKAI NO OWARI_RPG.mp3
森山直太朗,若者たち,16,https://open.spotify.com/track/4zvbljHkN5c5g00RezZvpd,47,35,./downloaded_mp3/森山直太朗_若者たち.mp3
I Don't Like Mondays.,Perfect Night,14,https://open.spotify.com/track/66SV1zMz1Y9k4kB1ep2wuc,45,23,./downloaded_mp3/I Don't Like Mondays._Perfect Night.mp3
CHiCO with HoneyWorks,世界は恋に落ちている,12,https://open.spotify.com/track/0PWIc3fMjsnfxv2SyQ2lRx,53,54,./downloaded_mp3/CHiCO with HoneyWorks_世界は恋に落ちている.mp3
シド,ENAMEL,11,https://open.spotify.com/track/197UkTCNlfDGXPctv4qUw9,54,40,./downloaded_mp3/シド_ENAMEL.mp3
いきものがかり,熱情のスペクトラム,10,https://open.spotify.com/track/1hyuVqyPEuUTjulIemtRft,63,52,./downloaded_mp3/いきものがかり_熱情のスペクトラム.mp3
KANA-BOON,生きてゆく,8,https://open.spotify.com/track/5Cc3B9cldJQs8SE9JGAboU,62,24,./downloaded_mp3/KANA-BOON_生きてゆく.mp3
