アーティスト名,曲名,順位,Spotify URL,アーティスト人気度,track人気度,MP3_Local_Path
SKE48,未来とは?,100,https://open.spotify.com/track/2hFRBnFka8cfZuGXxqjvMU,33,16,./downloaded_mp3/SKE48_未来とは?.mp3
Rihwa,春風,99,https://open.spotify.com/track/062vgVRYTt2xXYLe0FBO9b,33,46,./downloaded_mp3/Rihwa_春風.mp3
BUMP OF CHICKEN,ray,98,https://open.spotify.com/track/1QrR4mWXPY9bLsA4FKYtJF,64,56,./downloaded_mp3/BUMP OF CHICKEN_ray.mp3
back number,繋いだ手から,95,https://open.spotify.com/track/6rdSi1HarBcDyRPnILgaas,77,49,./downloaded_mp3/back number_繋いだ手から.mp3
ケツメイシ,カリフォルニー,94,https://open.spotify.com/track/0IMbtrRMBMIHoQv6IbiExr,57,42,./downloaded_mp3/ケツメイシ_カリフォルニー.mp3
GReeeeN,愛すべき明日、一瞬と一生を,91,https://open.spotify.com/track/6PUeIgzUmrqDfznMROJrec,62,28,./downloaded_mp3/GReeeeN_愛すべき明日、一瞬と一生を.mp3
HKT48,桜、みんなで食べた,88,https://open.spotify.com/track/5zmu3BRrvsRCDpOcLxGDWq,33,32,./downloaded_mp3/HKT48_桜、みんなで食べた.mp3
JUJU,Hot Stuff,87,https://open.spotify.com/track/4SqVCLTlBwIbYjCtl7rKr1,54,24,./downloaded_mp3/JUJU_Hot Stuff.mp3
赤い公園,絶対的な関係,86,https://open.spotify.com/track/5dAjQ3lhy1ODL40vDzfF3b,36,33,./downloaded_mp3/赤い公園_絶対的な関係.mp3
Kis-My-Ft2,光のシグナル,83,https://open.spotify.com/track/68VO2aVwUrkRJo7m0XrK45,49,38,./downloaded_mp3/Kis-My-Ft2_光のシグナル.mp3
AKB48,前しか向かねえ,82,https://open.spotify.com/track/1fFHv2WKSpD6rKSRACMYc4,56,27,./downloaded_mp3/AKB48_前しか向かねえ.mp3
wacci,東京,81,https://open.spotify.com/track/3CgeD12BSg3hfSbvkRozj8,54,26,./downloaded_mp3/wacci_東京.mp3
