アーティスト名,曲名,順位,Spotify URL,アーティスト人気度,track人気度,MP3_Local_Path
東方神起,Winter Rose,99,https://open.spotify.com/track/5yixz3SOHDkvj3HHlpRbT3,53,23,./downloaded_mp3/東方神起_Winter Rose.mp3
斉藤和義,やさしくなりたい,96,https://open.spotify.com/track/4XkqVSWIPb07iLEDvAPq93,53,59,./downloaded_mp3/斉藤和義_やさしくなりたい.mp3
T-ARA,yayaya,95,https://open.spotify.com/track/43RFxeGkMUI7yhgPx3pojZ,56,34,./downloaded_mp3/T-ARA_yayaya.mp3
EXILE,あなたへ,94,https://open.spotify.com/track/3n7lc5V2p1RJUpZ53ovD03,60,40,./downloaded_mp3/EXILE_あなたへ.mp3
倖田來未,Love Me Back,92,https://open.spotify.com/track/77VRhBXqcyVWXRd1zwozzB,56,28,./downloaded_mp3/倖田來未_Love Me Back.mp3
ASIAN KUNG-FU GENERATION,マーチングバンド,91,https://open.spotify.com/track/3EIV6mDxT1XFYa5H1tCld9,61,30,./downloaded_mp3/ASIAN KUNG-FU GENERATION_マーチングバンド.mp3
AI,ハピネス,88,https://open.spotify.com/track/4Ls20opS0EzPb7NuA6F8VI,56,60,./downloaded_mp3/AI_ハピネス.mp3
KARA,ウィンターマジック,87,https://open.spotify.com/track/2CxU9n22Xu22U1Wl1S1qCJ,51,34,./downloaded_mp3/KARA_ウィンターマジック.mp3
いきものがかり,歩いていこう,86,https://open.spotify.com/track/5MZ4BLULdM4i1q79oQVVOa,63,45,./downloaded_mp3/いきものがかり_歩いていこう.mp3
SEKAI NO OWARI,スターライトパレード,85,https://open.spotify.com/track/33NfPE6285Ef2nSrFSn88N,66,59,./downloaded_mp3/SEKAI NO OWARI_スターライトパレード.mp3
Perfume,スパイス,82,https://open.spotify.com/track/65vLoZIcmTZTzkWlLNLAsk,57,32,./downloaded_mp3/Perfume_スパイス.mp3
aiko,ずっと,79,https://open.spotify.com/track/3b4ZOaKRkuiM8Y9u44xXVB,62,28,./downloaded_mp3/aiko_ずっと.mp3
Crystal Kay,Superman,78,https://open.spotify.com/track/1oXIaR0PceRoYTYDzwWmZD,50,28,./downloaded_mp3/Crystal Kay_Superman.mp3
BoA,Milestone,74,https://open.spotify.com/track/7hRTdrLLFTxosyaJ8xClmO,55,18,./downloaded_mp3/BoA_Milestone.mp3
矢井田瞳,間違いだらけのダイアリー,73,https://open.spotify.com/track/0UjPq9WyWT6cXJM6et4XsR,39,5,./downloaded_mp3/矢井田瞳_間違いだらけのダイアリー.mp3
JUJU,Lullaby Of Birdland,71,https://open.spotify.com/track/6dJaWA1R3N6jwJ0HaOIGRv,54,24,./downloaded_mp3/JUJU_Lullaby Of Birdland.mp3
FUNKY MONKEY BABYS,LOVE SONG,69,https://open.spotify.com/track/2cAVY4aLJ27HgkZBdPa7RY,53,37,./downloaded_mp3/FUNKY MONKEY BABYS_LOVE SONG.mp3
フレンチ・キス,最初のメール,68,https://open.spotify.com/track/1aZ4cIGV75DP1AuHUxvbhi,17,11,./downloaded_mp3/フレンチ・キス_最初のメール.mp3
AKB48,上からマリコ,62,https://open.spotify.com/track/0vsgOfTLFru6SBOLl3MQPr,56,33,./downloaded_mp3/AKB48_上からマリコ.mp3
flumpool,Present,59,https://open.spotify.com/track/3w3gpPZXnCte782xsoWA1X,47,19,./downloaded_mp3/flumpool_Present.mp3
THEラブ人間,大人と子供(初夏のテーマ),58,https://open.spotify.com/track/6MCPS7u64YUtzBCk3M2Uwl,9,8,./downloaded_mp3/THEラブ人間_大人と子供(初夏のテーマ).mp3
嵐,迷宮ラブソング,56,https://open.spotify.com/track/4qIQn9YSS8hPc6ItNjxySJ,66,50,./downloaded_mp3/嵐_迷宮ラブソング.mp3
AKB48,風は吹いている,54,https://open.spotify.com/track/4NtUFdQtTJqCnGO03jzgLt,56,38,./downloaded_mp3/AKB48_風は吹いている.mp3
HiGE,それではみなさん良い旅を!,53,https://open.spotify.com/track/3AVengj1cS2qCQVvjavsVY,20,14,./downloaded_mp3/HiGE_それではみなさん良い旅を!.mp3
the HIATUS,Deerhounds,41,https://open.spotify.com/track/2dITT0JWGvB759dmmT4SVL,36,20,./downloaded_mp3/the HIATUS_Deerhounds.mp3
ポルノグラフィティ,ゆきのいろ,38,https://open.spotify.com/track/1zVcjEeA5ifSoNUJBlrKHW,62,19,./downloaded_mp3/ポルノグラフィティ_ゆきのいろ.mp3
