アーティスト名,曲名,順位,Spotify URL,アーティスト人気度,track人気度,MP3_Local_Path
SKE48,パレオはエメラルド,100,https://open.spotify.com/track/3qqcLmcc1UaohHKAL3RY9Q,33,35,./downloaded_mp3/SKE48_パレオはエメラルド.mp3
flumpool,どんな未来にも愛はある,98,https://open.spotify.com/track/4ufamtTlu1qnCiyCPBvySU,47,21,./downloaded_mp3/flumpool_どんな未来にも愛はある.mp3
NMB48,絶滅黒髪少女,94,https://open.spotify.com/track/3tkKXnroNdnKViHo0WM0ZW,39,32,./downloaded_mp3/NMB48_絶滅黒髪少女.mp3
桑田佳祐,明日へのマーチ,93,https://open.spotify.com/track/2IdpIA4JPlerzdzq258Yh3,57,27,./downloaded_mp3/桑田佳祐_明日へのマーチ.mp3
いきものがかり,笑ってたいんだ,92,https://open.spotify.com/track/4L0rwZ4431TGlgOGexX8wW,63,38,./downloaded_mp3/いきものがかり_笑ってたいんだ.mp3
YUKI,Hello !,91,https://open.spotify.com/track/1zRdc9J9VdwtgizaDyFeig,44,20,./downloaded_mp3/YUKI_Hello !.mp3
ゆず,LOVE & PEACH,89,https://open.spotify.com/track/2UpIkqjrLTH9T7PUUyNqmc,56,32,./downloaded_mp3/ゆず_LOVE & PEACH.mp3
TEE,愛し続けるから,86,https://open.spotify.com/track/06cykya9DGJ46KfI3xXhSg,49,47,./downloaded_mp3/TEE_愛し続けるから.mp3
B'z,C'mon,84,https://open.spotify.com/track/47Fh8YST0ecZiSGyRnBgty,66,35,./downloaded_mp3/B'z_C'mon.mp3
moumoon,Chu Chu,83,https://open.spotify.com/track/7rMhBdoRvqiMccqvORCCgP,36,21,./downloaded_mp3/moumoon_Chu Chu.mp3
サカナクション,『バッハの旋律を夜に聴いたせいです。』,82,https://open.spotify.com/track/6Zmg9q5eSK3ROwDnP6Qm4j,66,56,./downloaded_mp3/サカナクション_『バッハの旋律を夜に聴いたせいです。』.mp3
SCANDAL,LOVE SURVIVE,80,https://open.spotify.com/track/4NEiuTaco1Uk7JT0p3KMGt,48,32,./downloaded_mp3/SCANDAL_LOVE SURVIVE.mp3
東方神起,Superstar,79,https://open.spotify.com/track/4gAHMkqvd0pqqJ6KCR6YOD,53,27,./downloaded_mp3/東方神起_Superstar.mp3
B'z,ultra soul,74,https://open.spotify.com/track/5QAZVZA3FN1s368XgijXHZ,66,52,./downloaded_mp3/B'z_ultra soul.mp3
GReeeeN,ソラシド,73,https://open.spotify.com/track/1HeHIuVR8m5kDDK46t1LzH,62,38,./downloaded_mp3/GReeeeN_ソラシド.mp3
RHYMESTER,フラッシュバック、夏。,69,https://open.spotify.com/track/1IqTgEO0di8uknNUYVCfvE,40,31,./downloaded_mp3/RHYMESTER_フラッシュバック、夏。.mp3
ナオト・インティライミ,Hello,67,https://open.spotify.com/track/5Bo04oMiBmEsfXJ3oBloRL,46,28,./downloaded_mp3/ナオト・インティライミ_Hello.mp3
川上ジュリア,ずっとここから,64,https://open.spotify.com/track/12OI4BZKXiUTIPDnibNIXL,14,30,./downloaded_mp3/川上ジュリア_ずっとここから.mp3
井手綾香,君からのメッセージ,63,https://open.spotify.com/track/45vcVQCPyYP19gkSyrZKQa,6,1,./downloaded_mp3/井手綾香_君からのメッセージ.mp3
LOVE PSYCHEDELICO,It's You,57,https://open.spotify.com/track/17yeEP4tCySW8yUlPvHgFK,41,19,./downloaded_mp3/LOVE PSYCHEDELICO_It's You.mp3
ONE OK ROCK,Re:make,56,https://open.spotify.com/track/4jcSJrDnKSmOLqMkGJmFL6,71,53,./downloaded_mp3/ONE OK ROCK_Re:make.mp3
NOVELS,ミッシングリンク,55,https://open.spotify.com/track/1OiJNnHX1dC4aUOmjZjg6l,15,30,./downloaded_mp3/NOVELS_ミッシングリンク.mp3
木村カエラ,喜怒哀楽 plus 愛,54,https://open.spotify.com/track/3Ow2fLijrPfN6eieorMKlP,43,15,./downloaded_mp3/木村カエラ_喜怒哀楽 plus 愛.mp3
山根万理奈,ジャンヌダルク,53,https://open.spotify.com/track/5yetLnxGiXt6cGTE7okNWI,3,0,./downloaded_mp3/山根万理奈_ジャンヌダルク.mp3
