Target_Metric,Exp1: Group_Complexity,Exp2: Group_MFCC,Exp3: Combined_All,Exp4: Spotify_Popularity
Debut_Score,0.5573369565217392,0.48478260869565215,0.5130434782608695,0.5084239130434782
Kurtosis,0.504341337674671,0.5799755799755799,0.5407678741012074,0.6587301587301587
Length,0.5504968014155438,0.5932353341499932,0.5390635633591943,0.6970191915067374
Max,0.46125206839492555,0.595146166574738,0.57280750137893,0.5660507446221732
Mean,0.5,0.5062229437229437,0.5641233766233766,0.5833333333333333
Skewness,0.48867182200515535,0.5052231718898386,0.5067833401166735,0.4787003120336454
Std,0.5850799779371207,0.5765306122448979,0.6121070049641478,0.5832873690016547
Sum,0.5587437254103921,0.5,0.5558268891602225,0.6649029982363316
Average,0.5257403361699435,0.5426395521567053,0.5505653784955776,0.5925560025634391



training,2018,2019,2020,2021
val,2022
test,2023



Data Shapes
traing_data(%),68.84247171453438
Train,791
Val,186
Test,172
