Target_Metric,Exp1: Group_Complexity,Exp2: Group_MFCC,Exp3: Combined_All,Exp4: Spotify_Popularity
Debut_Score,0.5250568551007148,0.49813190383365824,0.5171783625730995,0.5205490578297596
Kurtosis,0.4992600205549846,0.4827954779033916,0.4817471736896197,0.608098663926002
Length,0.5029003267973856,0.5730392156862745,0.5550653594771242,0.6387663398692811
Max,0.529099025974026,0.6183035714285714,0.596185064935065,0.5971996753246753
Mean,0.49593011305241524,0.5349640287769784,0.5349640287769784,0.5762178828365878
Skewness,0.5,0.4913537549407115,0.5,0.4904479578392622
Std,0.492040285899935,0.49691358024691357,0.5076348278102664,0.5294428200129955
Sum,0.5011437908496732,0.5158088235294118,0.5126225490196078,0.6102124183006536
Average,0.5056788022786418,0.5264137945432388,0.5256746707852201,0.5713668519924021



training,2010,2011,2012,2013
val,2014
test,2015



Data Shapes
traing_data(%),67.8849902534113
Train,1393
Val,345
Test,314
