Target_Metric,Exp1: Group_Complexity,Exp2: Group_MFCC,Exp3: Combined_All,Exp4: Spotify_Popularity
Debut_Score,0.5,0.5391949152542372,0.5317796610169492,0.5405569007263923
Kurtosis,0.47716273442226254,0.5,0.5,0.6322343214357733
Length,0.5072299651567944,0.5238675958188153,0.5349303135888501,0.6507839721254356
Max,0.5348488927778151,0.5289425859864038,0.569361243858114,0.6309652015884768
Mean,0.5,0.5756410256410256,0.5497435897435897,0.5738461538461539
Skewness,0.5,0.504268871120748,0.4649850928310069,0.4995595609161133
Std,0.5389098504244711,0.5385392804204285,0.5478709068858645,0.5375791672281364
Sum,0.5072693006663526,0.534411388571044,0.5467456417850172,0.6391431648381234
Average,0.508177592930962,0.5306082078515879,0.530677056213674,0.5880835553380757



training,2009,2010,2011,2012
val,2013
test,2014



Data Shapes
traing_data(%),65.625
Train,1365
Val,370
Test,345
