Target_Metric,Exp1: Group_Complexity,Exp2: Group_MFCC,Exp3: Combined_All,Exp4: Spotify_Popularity
Debut_Score,0.4663181067694001,0.4990093560814529,0.5259218492019813,0.5484314804623005
Kurtosis,0.4771878184082418,0.5509453186912714,0.4825653798256538,0.5774934903203894
Length,0.5051540616246499,0.5148459383753501,0.5516526610644258,0.5245378151260505
Max,0.5,0.5713288215705231,0.5932430980771297,0.5870662799441401
Mean,0.6165826330532214,0.4772549019607843,0.6009523809523809,0.6110924369747899
Skewness,0.5474747474747474,0.5211589580010633,0.5905901116427432,0.5727272727272728
Std,0.5316905316905317,0.5415695415695416,0.5178710178710179,0.497002997002997
Sum,0.5706233421750664,0.5152519893899205,0.5350353669319187,0.5998010610079576
Average,0.5268789051494823,0.5239206032049883,0.5497289831959065,0.5647691041957372



training,2014,2015,2016,2017
val,2018
test,2019



Data Shapes
traing_data(%),72.29813664596273
Train,1164
Val,252
Test,194
