Target_Metric,Exp1: Group_Complexity,Exp2: Group_MFCC,Exp3: Combined_All,Exp4: Spotify_Popularity
Debut_Score,0.4805128205128205,0.5096703296703297,0.5172161172161172,0.5055677655677655
Kurtosis,0.49947486871717933,0.535708927231808,0.499549887471868,0.6405851462865717
Length,0.4948717948717949,0.5432692307692308,0.545352564102564,0.6262820512820513
Max,0.5339712078651686,0.5508251404494382,0.5876345973782771,0.6421757958801498
Mean,0.4992402992052361,0.527466105656849,0.513937587657784,0.5432445067788686
Skewness,0.45270250518869304,0.4589289368294893,0.4789675231664182,0.4577596538922506
Std,0.5295951523667339,0.5693041772781827,0.5643716518837271,0.5947425426656128
Sum,0.5317542255390696,0.515619008288841,0.505383322025899,0.6328279401787558
Average,0.502765359283337,0.526348982021771,0.5265516563628319,0.5803981753165033



training,2008,2009,2010,2011
val,2012
test,2013



Data Shapes
traing_data(%),65.48247719635143
Train,1364
Val,349
Test,370
