Target_Metric,Exp1: Group_Complexity,Exp2: Group_MFCC,Exp3: Combined_All,Exp4: Spotify_Popularity
Debut_Score,0.5582157258064516,0.5,0.5447328629032258,0.5774949596774194
Kurtosis,0.47572331227136677,0.5413479658574437,0.5290433433100543,0.6354062742489747
Length,0.5110046755616375,0.558729615691641,0.5757783099555251,0.6610788003193067
Max,0.5463564830653438,0.5874672140494925,0.6073098414870567,0.555935682517961
Mean,0.5368421052631579,0.5578947368421052,0.5684210526315789,0.5631578947368421
Skewness,0.508311170212766,0.5,0.5,0.49678634751773054
Std,0.5337892196299276,0.47534766118836913,0.4974715549936789,0.5284450063211125
Sum,0.5213376871973876,0.5408737754757347,0.5501069699358181,0.6393424163945501
Average,0.5239475473760048,0.5327076211380983,0.5466079919021173,0.582205922716737



training,2019,2020,2021,2022
val,2023
test,2024



Data Shapes
traing_data(%),66.69733210671573
Train,725
Val,172
Test,190
