Target_Metric,Exp1: Group_Complexity,Exp2: Group_MFCC,Exp3: Combined_All,Exp4: Spotify_Popularity
Debut_Score,0.5590743760190644,0.5126050420168067,0.5279066850620846,0.5246456791671893
Kurtosis,0.5,0.567398119122257,0.5,0.6132009752699408
Length,0.518139534883721,0.5648837209302326,0.6241860465116279,0.6334883720930232
Max,0.5,0.5076754385964912,0.49451754385964913,0.49853801169590645
Mean,0.5,0.5056818181818181,0.4644016697588126,0.4851576994434137
Skewness,0.5,0.5,0.5,0.5
Std,0.550990990990991,0.48882882882882883,0.503063063063063,0.5144144144144144
Sum,0.557906976744186,0.5090697674418605,0.5480232558139535,0.6110465116279069
Average,0.5232639848297453,0.519517841889787,0.5202622830086489,0.5475614579639744



training,2017,2018,2019,2020
val,2021
test,2022



Data Shapes
traing_data(%),71.11292962356792
Train,869
Val,167
Test,186
