Target_Metric,Exp1: Group_Complexity,Exp2: Group_MFCC,Exp3: Combined_All,Exp4: Spotify_Popularity
Debut_Score,0.5482705520018952,0.480514096185738,0.5177090736792229,0.5241648898365316
Kurtosis,0.5010301976691778,0.49961367587405836,0.5539887966003477,0.5791642521408795
Length,0.5,0.5797619047619047,0.5452380952380952,0.6178571428571429
Max,0.5180582871446451,0.61654449013648,0.5709815841230108,0.6404732105608201
Mean,0.5,0.5119980993110003,0.5156212877167974,0.5017818959372773
Skewness,0.48461538461538456,0.5,0.4923076923076923,0.49615384615384617
Std,0.5232142857142857,0.5,0.5291666666666667,0.5303571428571429
Sum,0.5,0.5531507018737245,0.5607259909714921,0.5871003648506586
Average,0.5093985883931735,0.5301978710178632,0.5357173984129157,0.5596315931492875



training,2011,2012,2013,2014
val,2015
test,2016



Data Shapes
traing_data(%),71.01010101010101
Train,1406
Val,314
Test,260
