Target_Metric,Exp1: Group_Complexity,Exp2: Group_MFCC,Exp3: Combined_All,Exp4: Spotify_Popularity
Debut_Score,0.5019595709570958,0.4966652915291529,0.5033690869086909,0.49553080308030806
Kurtosis,0.5,0.500891265597148,0.47230220759632524,0.5995817907582613
Length,0.5403010033444815,0.5489966555183946,0.5229096989966555,0.6361204013377927
Max,0.4757236227824463,0.5611577964519141,0.5859010270774976,0.5709617180205415
Mean,0.5,0.5291281639212535,0.5209254051158431,0.5116512655685014
Skewness,0.5,0.5,0.5443510737628384,0.5648926237161531
Std,0.5297619047619048,0.5607142857142857,0.5928571428571429,0.5761904761904761
Sum,0.45319865319865316,0.55,0.5306397306397307,0.6392255892255891
Average,0.5001180943805726,0.5309441823415186,0.5341569216193405,0.5742693334872029



training,2012,2013,2014,2015
val,2016
test,2017



Data Shapes
traing_data(%),73.18109399893787
Train,1378
Val,260
Test,245
