アーティスト名,曲名,順位,Spotify URL,アーティスト人気度,track人気度
三代目 J Soul Brothers from EXILE TRIBE,C.O.S.M.O.S.〜秋桜〜,99,https://open.spotify.com/track/4UfS27xkSFVraW6rENIa9m,55,20
SEKAI NO OWARI,Dragon Night,98,https://open.spotify.com/track/4XdzCpY4Ekv5SezuuFpBDG,66,62
西野カナ,好き,97,https://open.spotify.com/track/0o3Qt0eAqvHHnkSlzGKg9Q,63,48
水樹奈々,禁断のレジスタンス,96,https://open.spotify.com/track/1Ri399EucsujfZgNZ6jyfe,48,37
いきものがかり,熱情のスペクトラム,95,https://open.spotify.com/track/1hyuVqyPEuUTjulIemtRft,63,52
GLAY,百花繚乱,92,https://open.spotify.com/track/6V3Mp7lJrx1OSpTewsIOaF,56,14
西野カナ,Darling,91,https://open.spotify.com/track/5ifBjexppI1XZOx5eBqnJZ,63,56
秦基博,ひまわりの約束,90,https://open.spotify.com/track/45jGOHwYKgsRYbAJ8DR61d,57,63
JUJU,ラストシーン,89,https://open.spotify.com/track/5Vk28pnB76gn0pYSDHOFdo,54,40
AKB48,心のプラカード,87,https://open.spotify.com/track/5ki1rwuKiQby52DL9udM0Z,56,28
GOT7,AROUND THE WORLD,81,https://open.spotify.com/track/6UPBVt00yEZqwUB6RUUp69,62,20
ゲスの極み乙女。,デジタルモグラ,79,https://open.spotify.com/track/1eh5HWka5WxZ9Tw3BNwgvV,53,40
Superfly,愛をからだに吹き込んで,78,https://open.spotify.com/track/0pyPxN0hJadw8qHtVnxhKH,59,40
黒崎真音,楽園の翼,74,https://open.spotify.com/track/6KBn9SNNNugvY9ZocW4EMX,37,34
サザンオールスターズ,東京VICTORY,72,https://open.spotify.com/track/4XnY5LBp2C37Cr0VrQmGl2,65,46
AAA,さよならの前に,70,https://open.spotify.com/track/7vwXjDrZT2mqiFynlEwwgG,55,56
E-girls,Highschool love,66,https://open.spotify.com/track/0WCmjKDgKZS3klLGXVY6tf,47,43
SEKAI NO OWARI,RPG,63,https://open.spotify.com/track/7facNrW6VRW8s3ICZ8G1uW,66,66
May J.,本当の恋,62,https://open.spotify.com/track/2UkBXz6XSKXLBl567omooU,41,16
木村カエラ,TODAY IS A NEW DAY,60,https://open.spotify.com/track/3Oxo7UdpLTNogjAGMZKRPb,43,20
ナオト・インティライミ,LIFE,58,https://open.spotify.com/track/0XtwkH2z5vdnluXAYNVcJ7,46,28
HY,あなたを想う風,57,https://open.spotify.com/track/5x7tM4dQnGZxw2bfxhHOlo,57,45
スガシカオ,モノラルセカイ,54,https://open.spotify.com/track/5iDTwy7efAFdS6d78pG4mk,42,3
KEYTALK,MONSTER DANCE,52,https://open.spotify.com/track/3yEI3RhrEfWfhFOfu154M1,38,42
グッドモーニングアメリカ,inトーキョーシティ,49,https://open.spotify.com/track/7e9qdl0H05vNQkkg7O8C7F,28,15
三代目 J Soul Brothers from EXILE TRIBE,R.Y.U.S.E.I.,47,https://open.spotify.com/track/2AVA9gTyJsZaan4PcsNHSn,55,54
VAMPS,VAMPIRE'S LOVE,46,https://open.spotify.com/track/4UVZdFtB8Og6WWGBX8Uv6H,38,31
絢香,にじいろ,43,https://open.spotify.com/track/3JrxNi0sQ1Lnx8eGonp3Ma,55,60
Large House Satisfaction,Stand by you,42,https://open.spotify.com/track/5N9GgFGg4dSbUgUS4nLUoA,9,2
キング・クリームソーダ,ゲラゲラポーのうた,40,https://open.spotify.com/track/4HMKsJyQlww5Lbu72XTNh9,36,34
WHITE JAM,ウソツキ,39,https://open.spotify.com/track/06mcBq7IJHCm6JJdFfbKx3,41,42
竹原ピストル,RAIN,38,https://open.spotify.com/track/1VEybhmcSTJPiu66r1WIFP,39,26
椎名林檎,ありきたりな女,33,https://open.spotify.com/track/6LGMxvWoD9ITPGeoIiVk2l,66,30
indigo la End,瞳に映らない,32,https://open.spotify.com/track/78GlvywVNzgEx3azcxXmh0,58,40
aiko,あたしの向こう,29,https://open.spotify.com/track/6rWMCmAdFE8ev3cM33JLOL,62,41
吉田山田,日々,28,https://open.spotify.com/track/78iXPlh3D67sgglgTbJBl6,29,43
Hey!Say!JUMP,ウィークエンダー,27,https://open.spotify.com/track/3CvSybk3z3kJonHDqhrMU3,57,47
フレンチ・キス,思い出せない花,26,https://open.spotify.com/track/2zqNCvnj3XBqQ1EKSwfvMD,17,4
JiLL-Decoy association,Freedom Express,24,https://open.spotify.com/track/0csg94Al1VzfBVdnPbHyZk,20,0
ONE OK ROCK,Mighty Long Fall,23,https://open.spotify.com/track/68unkgYfyfZDWSVz7FoY8Z,71,53
ケラケラ,ケラケラじゃんけん,22,https://open.spotify.com/track/5xwbLMW6DIqdy637lr83Lt,35,5
AKB48,恋するフォーチュンクッキー,20,https://open.spotify.com/track/3Tw2WaAaeRj0YKtTUogJVz,56,50
SEKAI NO OWARI,炎と森のカーニバル,16,https://open.spotify.com/track/5kDz0Wrx0UpaVRttDZ4KtI,66,56
μ's,Shangri-La Shower,13,https://open.spotify.com/track/4JArDPKuknwKPkBNnTouur,45,25
ゲスの極み乙女。,猟奇的なキスを私にして,12,https://open.spotify.com/track/18UBX9m8KbziBS0WmJW2Mj,53,46
赤い公園,NOW ON AIR,9,https://open.spotify.com/track/26ET1M21sUgAr9b9FDDfhz,36,35
