アーティスト名,曲名,順位,Spotify URL,アーティスト人気度,track人気度
嵐,復活LOVE,100,https://open.spotify.com/track/5urAww9E1uYT0WAFMGFObF,66,33
BTOB,Dear Bride,99,https://open.spotify.com/track/1hszboEN6IRxriuvAahVab,53,12
手嶌葵,明日への手紙,97,https://open.spotify.com/track/2dUYxBbmtmNfanhSLbRcry,52,59
RADIO FISH,PERFECT HUMAN,96,https://open.spotify.com/track/2Mm0S1T5lgPy0YTXUxeIJQ,31,47
秦基博,スミレ,92,https://open.spotify.com/track/2q3ZQMkxmBYlNqDSQw6bgI,57,40
ONE OK ROCK,Wherever you are,91,https://open.spotify.com/track/7a7EIFzJLd7lcDRgThMQgm,71,66
BIGBANG,BANG BANG BANG,89,https://open.spotify.com/track/2ispu3yKamZhCGf2Aj4roe,70,53
橋本環奈,セーラー服と機関銃,88,https://open.spotify.com/track/5DmQyyNb0YpCiavFGjLDyY,8,19
星野源,SUN,87,https://open.spotify.com/track/1DOZa2VoazIiDjGYlUQTlW,66,62
さユり,それは小さな光のような,86,https://open.spotify.com/track/7FOeR1X65DEG4KjpVhNC4Z,52,51
浦島太郎(桐谷健太),海の声,85,https://open.spotify.com/track/6EjGsUuJmyxdHjKzGN8kPy,38,56
AKB48,365日の紙飛行機,84,https://open.spotify.com/track/0JncJnMiDjLpeYURyhFgch,56,52
西野カナ,トリセツ,83,https://open.spotify.com/track/23b0C1AE9Jt408lzWIvPSn,63,55
GReeeeN,夢,82,https://open.spotify.com/track/19EYSnWJObYwZbpYvDBbUP,62,39
乃木坂46,ハルジオンが咲く頃,81,https://open.spotify.com/track/3H2Wvju9hjz9Tobx5BqR8j,61,38
A応P,全力バタンキュー,78,https://open.spotify.com/track/3NvTAvoxc5kNr6kYTz1ypk,32,35
BABYMETAL,KARATE,77,https://open.spotify.com/track/6D5HtLGzzS9IIY5Oyf9JwY,69,34
ケツメイシ,さらば涙,76,https://open.spotify.com/track/0Z0QXCkQZtE0BvkL8uaZ4v,57,42
BIGBANG,FANTASTIC BABY,75,https://open.spotify.com/track/3PzAfPk6iA4ygy4u3OAqk5,70,50
E-girls,DANCE WITH ME NOW!,73,https://open.spotify.com/track/4LHwPHS2smReI4x1WRGnpJ,47,38
家入レオ,Hello To The World,72,https://open.spotify.com/track/5mWOGk8JFr304ZOnDTiy56,52,20
ハジ→,絆。,71,https://open.spotify.com/track/5culReQtw74szjYkOOcluw,48,34
BUMP OF CHICKEN,Butterfly,70,https://open.spotify.com/track/2L0B42R9RNk5Wx23ZCqglF,64,44
コブクロ,未来,69,https://open.spotify.com/track/7M2ZtqHQWtrDW9oGodD6vm,59,52
EXILE,Ki・mi・ni・mu・chu,68,https://open.spotify.com/track/0fAnYkjbAnYz1qzOWimdjT,60,43
三代目 J Soul Brothers from EXILE TRIBE,R.Y.U.S.E.I.,66,https://open.spotify.com/track/2AVA9gTyJsZaan4PcsNHSn,55,54
