アーティスト名,曲名,順位,Spotify URL,アーティスト人気度,track人気度
Kis-My-Ft2,Sha la la☆Summer Time,100,https://open.spotify.com/track/5dWJkhJIbQsHjsp9IfGRRP,49,24
RADWIMPS,前前前世,98,https://open.spotify.com/track/3OWQGA40CgyZ7AHhVTOe34,75,57
[Alexandros],Swan,97,https://open.spotify.com/track/6RivfMf0LaWnqCxVI3nYd1,58,36
Aqours,ユメ語るよりユメ歌おう,96,https://open.spotify.com/track/2JPAQlBorjtYLlTfCAwT6s,44,32
EXILE THE SECOND,Shut up!! Shut up!! Shut up!!,92,https://open.spotify.com/track/3QdYY6HOlQacCTvytLcX0M,33,17
JY,好きな人がいること,91,https://open.spotify.com/track/5gK68pLKQh7naWNuZm7wbT,42,53
FLOW,風ノ唄,90,https://open.spotify.com/track/5y8mKpDw0khxf6WMyJi14w,58,42
MYTH & ROID,Paradisus-Paradoxum,89,https://open.spotify.com/track/6aCZ2noQlK6iU0thJAyyZ6,55,42
EXILE,Joy-ride〜歓喜のドライブ〜,88,https://open.spotify.com/track/4XwjFZsnbstYocI74BygEA,60,22
欅坂46,世界には愛しかない,87,https://open.spotify.com/track/4Arae8hvCXOLiofE0VcnFo,49,42
Aimer(エメ),蝶々結び,86,https://open.spotify.com/track/3HxJaKzob7tdcr4qmqfR1d,66,55
乃木坂46,裸足でSummer,84,https://open.spotify.com/track/288SNOHYZizb3jZ6U6DByY,61,48
WANIMA,ともに,82,https://open.spotify.com/track/6FHgHDXiGnRfhrSok9xAz3,60,66
SKE48,金の愛、銀の愛,81,https://open.spotify.com/track/2UDcHhOrCHwnCfzgjF931x,33,13
いきものがかり,ラストシーン,79,https://open.spotify.com/track/06KAVn6lofXi28tilDkZ1X,63,44
Leola,Let it fly,78,https://open.spotify.com/track/1vPLfCFK5cVRRaj1uG6EcE,28,34
RADWIMPS,スパークル,77,https://open.spotify.com/track/1HdqMIGjLm8wkL4vWDcFPm,75,64
[Alexandros],ワタリドリ,73,https://open.spotify.com/track/0ve9Tpz8Yw0I4eXhWsy21o,58,68
BUMP OF CHICKEN,アリア,72,https://open.spotify.com/track/5SziznMDrITZ0bMcFvtLJF,64,37
Nissy(西島隆弘),まだ君は知らない MY PRETTIEST GIRL,68,https://open.spotify.com/track/3PwyYPqtXM1WRy5HV6hICE,53,47
欅坂46,サイレントマジョリティー,67,https://open.spotify.com/track/6vqGGV7ZGWYFRg5EtlcuN5,49,53
西野カナ,Have a nice day,65,https://open.spotify.com/track/0QupnB0s2ZFEiPfPtfIwl4,63,51
AKB48,LOVE TRIP,64,https://open.spotify.com/track/5eV9jATb8EvaUo7XY3aIZm,56,28
福田こうへい,北の出世船,62,https://open.spotify.com/track/0LqwHfBGZuyF72XgTVRDGj,32,21
Little Glee Monster,私らしく生きてみたい,60,https://open.spotify.com/track/74w2OiBAZdlcuNSIP3BiHi,54,18
ワルキューレ,絶対零度θノヴァティック,59,https://open.spotify.com/track/6zfq3RlcSI5ksIICvdfHXW,43,35
NMB48,僕はいない,56,https://open.spotify.com/track/14aFLv3GmiRQhd2UyNQ6fh,39,29
RADWIMPS,夢灯籠,53,https://open.spotify.com/track/7swTJOnvm3zEg7QdmJs52T,75,63
E-girls,Pink Champagne,52,https://open.spotify.com/track/3BLP9AuW6Cezuuh8LZNbF9,47,17
藍井エイル,翼,51,https://open.spotify.com/track/5SkZRPhrXieDDT5LIWkiDB,49,37
クリープハイプ,鬼,47,https://open.spotify.com/track/2BxBTeME6J6YZwwvvplqMI,63,42
ONE OK ROCK,Wherever you are,45,https://open.spotify.com/track/7a7EIFzJLd7lcDRgThMQgm,71,66
平井堅,魔法って言っていいかな?,44,https://open.spotify.com/track/5wFEw8rdKXoi88HaXkAUm8,56,47
E-girls,E.G. summer RIDER,42,https://open.spotify.com/track/1Kjomih1JxeJWHw1lHP51o,47,34
フジファブリック,若者のすべて,41,https://open.spotify.com/track/5dH4asCl80Mvbsoz6zJVyZ,50,61
高橋優,光の破片,39,https://open.spotify.com/track/4g5ZUsd10wLBwMNnPfRIor,49,34
東京パフォーマンスドール,純愛カオス,37,https://open.spotify.com/track/1cEaqRoZiv1wCcCtuYAdNr,12,10
秦基博,ひまわりの約束,36,https://open.spotify.com/track/45jGOHwYKgsRYbAJ8DR61d,57,63
