rank,song_title,artist_name,score
1,ＢＥ　ＦＲＥＥ,ＧＲｅｅｅｅＮ,100
2,Ｂａｂｙ　ｃｒｕｉｓｉｎｇ　Ｌｏｖｅ,Ｐｅｒｆｕｍｅ,99
3,あなたがいる限り〜A WORLD TO BELIEVE IN〜,伊藤　由奈×セリーヌ・ディオン,98
4,ラララ〜みんなのうた,オールド・マン・リバー,97
5,冬の幻,Ａｃｉｄ　Ｂｌａｃｋ　Ｃｈｅｒｒｙ,96
6,おぼえてる。,ＨＯＭＥ　ＭＡＤＥ　家族,95
7,夢の途中,ＷａＴ,94
8,ＷＩＮＴＥＲＬＯＮＧ,ＢＥＡＴ　ＣＲＵＳＡＤＥＲＳ,93
9,そばにいるね,青山　テルマ feat ＳｏｕｌＪａ,92
10,Ｐｕｒｐｌｅ　Ｌｉｎｅ,東方神起,91
11,アメイジング,シール,90
12,吾亦紅,すぎもと　まさと,89
13,ガール・イズ・マイン２００８,ﾏｲｹﾙ･ｼﾞｬｸｿﾝwithｳｨﾙ･ｱｲ･ｱﾑ from the Black Eyed Peas,88
14,出会いのかけら,ケツメイシ,87
15,Ｓｔａｙ　Ｇｏｌｄ,宇多田　ヒカル,86
16,はじまりの歌,大橋　卓弥,85
17,愛をこめて花束を,Ｓｕｐｅｒｆｌｙ,84
18,ラヴ・イズ・フリー,シェリル・クロウ,83
19,ミチツレ,ｔｉｃｋ,82
20,ＷＨＩＴＥ　ＤＡＹＳ,コブクロ,81
21,マッドリー,トリスタン・プリティマン,80
22,フロンティアのパイオニア,奥田　民生,79
23,ａｎｙｔｉｍｅ,倖田　來未,78
24,弾丸ファイター,ＳＭＡＰ,77
25,ア・ワールド・トゥ・ビリーヴ・イン,セリーヌ・ディオン,76
26,キャント・タッチ・イット,リッキー・リー,75
27,花は桜　君は美し,いきものがかり,74
28,手をつなごう,絢香,73
29,ｲﾝ･ﾃﾞｨｽ･ﾗｲﾌ〜旅立ちまでの3ｽﾃｯﾌﾟ,デルタ・グッドレム,72
30,アイル・ビー・ウェイティング,レニー・クラビッツ,71
31,Ｊａｓｐｅｒ,木村　カエラ,70
32,蕾,コブクロ,69
33,モノクローム,ＢＥＮＮＩＥ　Ｋ,68
34,イフ・アイ・ハッド・アイズ,ジャック・ジョンソン,67
35,ノー・ワン,アリシア・キーズ,66
36,帰り道にて,磯貝　サイモン,65
37,ＯＮＥ,ＡＹＵＳＥ　ＫＯＺＵＥ,64
38,晴レルヤ,ＥＴ−ＫＩＮＧ,63
39,ストーリー,ゆず,62
40,陽の光さえ届かないこの場所で,雅-Miyavi- feat SUGIZO,61
41,コイイロ,ＡＺＵ,60
42,Ｆａｔｅ,遊吟,59
43,フィードバック,ジャネット,58
44,オーダーメイド,ＲＡＤＷＩＭＰＳ,57
45,ジャスト・ファイン,メアリー・Ｊ．ブライジ,56
46,ＭＩＲＡＧＥ,ＡＡＡ,55
47,トーク・トゥ・ミー,ミンク,54
48,ハルカゼ,Ｃｌｅｎｃｈ ＆ Ｂｌｉｓｔａｈ,53
49,ｍｉｄｎｉｇｈｔ,ＳＯＮＯＭＩ,52
50,フライ・ライク・ミー,チンギー,51
51,Ｗｏｎｄｅｒｆｕｌ ＆ Ｂｅａｕｔｉｆｕｌ,レミオロメン,50
52,はるまついぶき,Ｂａｎｋ　Ｂａｎｄ,49
53,Ｒｏｏｔｓ,ＵＶＥＲｗｏｒｌｄ,48
54,手紙,奥　華子,47
55,わがままチャック,キャプテンストライダム,46
56,アポロジャイズ,ティンバランド,45
57,ＴＲＯＰＨＹ,Ｃｈａｒａ,44
58,スーパースター,ルーペ・フィアスコ,43
59,ふるさと帰行,南　かなこ,42
60,だから、ずっとそばにいろよ,ＳＨＯＲＴ　ＬＥＧ　ＳＵＭＭＥＲ,41
61,６・オブ・１・シング,クレイグ・デイヴィッド,40
62,ｄｉｖｅｒｇｅ,ｍｉｈｉｍａｒｕ　ＧＴ,39
63,Ｋｉｓｓｉｎｇ　Ｍｅ,ＪＹＯＮＧＲＩ,38
64,風になりたい,中ノ森ＢＡＮＤ,37
65,ハニー,エリカ・バドゥ,36
66,ｗｅｅｅｅｋ,ＮＥＷＳ,35
67,ボディスナッチャーズ,レディオヘッド,34
68,ダーリン,桑田　佳祐,33
69,１６歳の恋なんて,安倍　なつみ＆矢島　舞美,32
70,転がる岩、君に朝が降る,ASIAN KUNG-FU GENERATION,31
71,無限の風,奥田　民生,30
72,ザ・ストーリー,ノラ・ジョーンズ,29
73,ＣＯＯＬ　ＭＵＳＩＣ,ＧＯＬＬＢＥＴＴＹ,28
74,笑顔の未来へ,エレファント・カシマシ,27
75,越前かもめ,竹川　美子,26
76,百,乙三,25
77,スタートライン〜新しい風,馬場　俊英,24
78,ＹＯＵ　ＣＡＮ　ＭＡＫＥ　ＩＴ,ＤＪ　ＫＡＷＡＳＡＫＩ,23
79,Ｄ．Ａ．Ｎ．Ｃ．Ｅ．,ジャスティス,22
80,ロング・ロード・トゥ・ルイン,フー・ファイターズ,21
81,粉雪,レミオロメン,20
82,ドント・ストップ・ザ・ミュージック,リアーナ,19
83,一歩一歩〜終わりなき道しるべ〜,ＯＮＥ☆ＤＲＡＦＴ,18
84,千の風になって,秋川雅史,17
85,ハルクル,海老沢　タケヲ,16
86,君のいない道,ＣＯＬＯＲ,15
87,旅立ちの唄,Ｍｒ．Ｃｈｉｌｄｒｅｎ,14
88,ヘルプレス・ホエン・シー・スマイルズ,バックストリート・ボーイズ,13
89,ｗａｙ　ｏｆ　ｌｉｆｅ,Ｖ６,12
90,Ｄｒｅａｍ　ｏｎ…,Ｊ−Ｍｉｎ,11
91,ｱｲ･ｳｨｯｼｭ･ｱｲ･ﾜｽﾞ･ｻﾑﾜﾝ･ﾍﾞﾀｰ,ブラッド・レッド・シューズ,10
92,幸せになってね,瀬口　侑希,9
93,シュガー・スカルズ,エンヴィー・オン・ザ・コースト,8
94,黄色いカラス,ｔａｃｉｃａ,7
95,早春ラプソディ,ＲＡＧ　ＦＡＩＲ,6
96,ワンダーライン,ＹＵＫＩ,5
97,もう君がいない,FUNKY MONKEY BABYS,4
98,Ｓｗｅｅｔ　Ｏｂｓｅｓｓｉｏｎ,Ｔｉａｎａ　Ｘｉａｏ,3
99,ウィズ・ユー,クリス・ブラウン,2
100,ﾗｲｸ･ﾕｰﾙ･ﾈｳﾞｧｰ･ｼｰ･ﾐｰ･ｱｹﾞｲﾝ,アリシア・キーズ,1
