rank,song_title,artist_name,score
1,IRIS OUT,米津玄師,100
2,JANE DOE,"米津玄師, 宇多田ヒカル",99
3,Stare In Wonder,BE:FIRST,98
4,ラブソングに襲われる,=LOVE,97
5,GOOD DAY,Mrs.GREEN APPLE,96
6,四の五の言わず颯と別れてあげた,Juice=Juice,95
7,Blue Jeans,HANA,94
8,革命道中,アイナ・ジ・エンド,93
9,アガベの花,MATSURI,92
10,灯を護る,スピッツ,91
11,らう゛(ハート)戦セーション,いぎなり東北産,90
12,GHOST,Hey!Say!JUMP,89
13,BAD LOVE,HANA,88
14,ROSE,HANA,87
15,TRUE LOVE,Snow Man,86
16,Golden,HUNTR/X,85
17,クスシキ,Mrs.GREEN APPLE,84
18,織姫とBABY feat. 汐れいら,ねぐせ。,83
19,ザ・フェイト・オブ・オフィーリア,テイラー・スウィフト,82
20,カリスマックス,Snow Man,81
21,ライラック,Mrs.GREEN APPLE,80
22,らしさ,Official髭男dism,79
23,ダーリン,Mrs.GREEN APPLE,78
24,劇上,YOASOBI,77
25,怪獣,サカナクション,76
26,NINE LIVES,超特急,75
27,GALA,XG,74
28,Tiger,HANA,73
29,Burning Flower,HANA,72
30,breakfast,Mrs.GREEN APPLE,71
31,夢中,BE:FIRST,70
32,Prema,藤井風,69
33,Drop,HANA,68
34,ブルーアンバー,back number,67
35,夏の影,Mrs.GREEN APPLE,66
36,恋風,幾田りら,65
37,Plazma,米津玄師,64
38,イケナイ太陽,ORANGE RANGE,63
39,1000日間,乃紫,62
40,プロポーズ,なとり,61
41,パラノイドランデブー,原因は自分にある。,60
42,Handz In My Pocket,JO1,59
43,残酷な夜に輝け,LiSA,58
44,PUZZLE,清水翔太,57
45,倍倍FIGHT!,CANDY TUNE,56
46,怪獣の花唄,Vaundy,55
47,JUMP,BLACKPINK,54
48,SAD SONG,ちゃんみな,53
49,ケセラセラ,Mrs.GREEN APPLE,52
50,Don't Say You Love Me,JIN,51
51,忘れる前に,Vaundy,50
52,Soranji,Mrs.GREEN APPLE,49
53,APT.,ロゼ & ブルーノ・マーズ,48
54,Numbers Ur Zone,Number_i,47
55,KICK BACK,米津玄師,46
56,Moonchaser,STARGLOW,45
57,空,BE:FIRST,44
58,とくべチュ、して,=LOVE,43
59,Carrying Happiness,Mrs.GREEN APPLE,42
60,点描の唄 feat.井上苑子,Mrs.GREEN APPLE,41
61,SO BAD,King Gnu,40
62,傷つくことが青春だ,STU48,39
63,青と夏,Mrs.GREEN APPLE,38
64,BOW AND ARROW,米津玄師,37
65,ハレンチ,ちゃんみな,36
66,ビターバカンス,Mrs.GREEN APPLE,35
67,Love Like This,藤井風,34
68,Dear,BUDDiiS,33
69,TSUNAMI,サザンオールスターズ,32
70,水平線,back number,31
71,Secret Garden,BE:FIRST,30
72,高嶺の花子さん,back number,29
73,Rich Man,aespa,28
74,太陽が昇らない世界,Aimer(エメ),27
75,Whiplash,aespa,26
76,花,藤井風,25
77,賜物,RADWIMPS,24
78,未確認領域,Number_i,23
79,サウダージ,ポルノグラフィティ,22
80,I Need U Back,藤井風,21
81,天国,Mrs.GREEN APPLE,20
82,超最強,超ときめき(ハート)宣伝部,19
83,僕のこと,Mrs.GREEN APPLE,18
84,StaRt,Mrs.GREEN APPLE,17
85,ワールドエンドガールフレンド,RADWIMPS,16
86,SAD SONG - From THE FIRST TAKE feat. No No Girls FINALISTS,ちゃんみな,15
87,Who,JIMIN,14
88,マリーゴールド,あいみょん,13
89,GOD_i,Number_i,12
90,幾億光年,Omoinotake,11
91,Lemon,米津玄師,10
92,IDOLIC,中島健人,9
93,ダンスホール,Mrs.GREEN APPLE,8
94,笑ったり転んだり,ハンバート ハンバート,7
95,Hachiko,藤井風,6
96,犬とバカ猫,セカンドバッカー,5
97,チェリー,スピッツ,4
98,さよーならまたいつか！,米津玄師,3
99,THIS IS FOR,TWICE,2
100,ドライフラワー,優里,1
