rank,song_title,artist_name,score
1,STARS,三代目 J SOUL BROTHERS from EXILE TRIBE,100
2,Subtitle,Official髭男dism,99
3,FEARLESS,LE SSERAFIM,98
4,KICK BACK,米津玄師,97
5,怪獣の花唄,Vaundy,96
6,第ゼロ感,10-FEET,95
7,ホワイトノイズ,Official髭男dism,94
8,新時代 (ウタ from ONE PIECE FILM RED),Ado,93
9,アイラブユー,back number,92
10,Ditto,NewJeans,91
11,New Day,INI,90
12,W / X / Y,Tani Yuuki,89
13,ミックスナッツ,Official髭男dism,88
14,Habit,SEKAI NO OWARI,87
15,MOONLIGHT SUNRISE,TWICE,86
16,水平線,back number,85
17,ダンスホール,Mrs.GREEN APPLE,84
18,OMG,NewJeans,83
19,シンデレラボーイ,Saucy Dog,82
20,Here I Stand,TREASURE,81
21,Overdose,なとり,80
22,祝福,YOASOBI,79
23,"トウキョウ・シャンディ・ランデヴ feat. 花譜, ツミキ",MAISONdes,78
24,Soranji,Mrs.GREEN APPLE,77
25,ドライフラワー,優里,76
26,SHOOTING STAR,XG,75
27,Sugar Rush Ride,TOMORROW X TOGETHER,74
28,残響散歌,Aimer(エメ),73
29,私は最強 (ウタ from ONE PIECE FILM RED),Ado,72
30,First Love,宇多田ヒカル,71
31,ベテルギウス,優里,70
32,夜空を翔ける,ケツメイシ,69
33,ANTIFRAGILE,LE SSERAFIM,68
34,THE SOUND,Stray Kids,67
35,PARALLEL PARALLEL,東方神起,66
36,なんでもないよ、,マカロニえんぴつ,65
37,ビリミリオン,優里,64
38,スターマイン,Da-iCE,63
39,リンジュー・ラヴ,マカロニえんぴつ,62
40,もう一度,Tani Yuuki,61
41,酔いどれ知らず,Kanaria,60
42,踊り子,Vaundy,59
43,愛とか恋とか,Novelbright,58
44,rose feat. Vaundy,Chilli Beans.,57
45,高嶺の花子さん,back number,56
46,恋だろ,wacci,55
47,Hype Boy,NewJeans,54
48,Purple Sky,NOA,53
49,逆光 (ウタ from ONE PIECE FILM RED),Ado,52
50,まぶた,Vaundy,51
51,Pretender,Official髭男dism,50
52,不可幸力,Vaundy,49
53,ツキヨミ,King & Prince,48
54,群青,YOASOBI,47
55,本当はね、,ヤングスキニー,46
56,夜に駆ける,YOASOBI,45
57,可愛くてごめん (feat. かぴ),HoneyWorks,44
58,死ぬのがいいわ,藤井風,43
59,レオ,優里,42
60,マリーゴールド,あいみょん,41
61,115万キロのフィルム,Official髭男dism,40
62,Melody,8LOOM,39
63,おもかげ (produced by Vaundy),milet & Aimer(エメ) & 幾田りら,38
64,きらり,藤井風,37
65,CASE 143,Stray Kids,36
66,ベルベットの詩,back number,35
67,CITRUS,Da-iCE,34
68,カナタハルカ,RADWIMPS,33
69,Mela!,緑黄色社会,32
70,BANTAM,稲葉浩志,31
71,Bouquet,MOMO SANA MINA,30
72,ちゅ、多様性。,ano,29
73,点描の唄 feat.井上苑子,Mrs.GREEN APPLE,28
74,エジソン,水曜日のカンパネラ,27
75,ウタカタララバイ (ウタ from ONE PIECE FILM RED),Ado,26
76,いつか,Saucy Dog,25
77,僕のこと,Mrs.GREEN APPLE,24
78,Cry Baby,Official髭男dism,23
79,CHAINSAW BLOOD,Vaundy,22
80,踊,Ado,21
81,私は最強,Mrs.GREEN APPLE,20
82,色彩,yama,19
83,Life goes on,King & Prince,18
84,SOUVENIR,BUMP OF CHICKEN,17
85,カメレオン,King Gnu,16
86,I LOVE…,Official髭男dism,15
87,ヒロイン,back number,14
88,バニラ,きゃない,13
89,白日,King Gnu,12
90,青と夏,Mrs.GREEN APPLE,11
91,Dynamite,BTS,10
92,Ay-Yo,NCT 127,9
93,napori,Vaundy,8
94,すずめ (feat. 十明),RADWIMPS,7
95,怪物,YOASOBI,6
96,クリスマスソング,back number,5
97,紡ぐ,とた,4
98,Lemon,米津玄師,3
99,シャッター,優里,2
100,After LIKE,IVE,1
