アーティスト名,曲名,順位,Spotify URL,アーティスト人気度,track人気度
倖田來未,stay with me,100,https://open.spotify.com/track/3p9SuGBi7D4ZgErer3ujtv,55,26
いきものがかり,気まぐれロマンティック,99,https://open.spotify.com/track/18H4zvdWwqVLf3m2iBuSln,63,55
GIRL NEXT DOOR,Winter Game,98,https://open.spotify.com/track/2GqJ3IMHJBAQxRvUQQPU8n,29,12
浜崎あゆみ,Days,97,https://open.spotify.com/track/5X9grhlReZ3fBEXMemrTB7,61,43
羞恥心,弱虫サンタ,96,https://open.spotify.com/track/5skyOvmfwjSoochPgQoBOh,22,21
ポルノグラフィティ,今宵、月が見えずとも,95,https://open.spotify.com/track/06QXt4XzvudZxaMInVBP4k,62,43
GReeeeN,キセキ,92,https://open.spotify.com/track/2bzdhN6Y5AP1zRRf12QwJq,61,56
Mr.Children,エソラ,90,https://open.spotify.com/track/3mVR0fHVmtEit3907ONx5X,66,48
EXILE,LAST CHRISTMAS,89,https://open.spotify.com/track/3Wdl8X2RLBUEcAf2lU0JIL,60,39
サカナクション,セントレイ,87,https://open.spotify.com/track/4nNWy6gaYSZ1oaspPZe8uk,66,47
山下達郎,クリスマス・イブ,85,https://open.spotify.com/track/6Tt2iUfGonmGZQLJjUsDph,37,46
RIP SLYME,Supreme,84,https://open.spotify.com/track/7n8oviylqgrmGrgF4LSlVR,55,9
秋元順子,愛のままで…,82,https://open.spotify.com/track/6WjmLWvLcUm9kwThhFfatB,31,38
BONNIE PINK,CHAIN,81,https://open.spotify.com/track/7cDbIvzi5XxtbXXpTfK4fg,41,8
MISIA,CATCH THE RAINBOW,75,https://open.spotify.com/track/0pgdSAmIL8DNNrf2MlpKZ3,57,14
GReeeeN,扉,74,https://open.spotify.com/track/24FFEi7NbylKMhQKyEFsP7,61,47
嵐,Beautiful days,72,https://open.spotify.com/track/309EElyk6QFrJu9MMbz52k,65,49
平原綾香,ノクターン,71,https://open.spotify.com/track/50IBKEeffCZ2Tsp04y2Ulz,43,10
福原美穂,LOVE〜winter song〜,70,https://open.spotify.com/track/4A4sQHvMpSdcuUewSOOB0t,35,20
Perfume,Dream Fighter,69,https://open.spotify.com/track/2PMhWcwvDM5rx4jsIlSTVQ,57,38
井上ジョー,CLOSER,67,https://open.spotify.com/track/2Kld61w2NR7zPPXtaHeIii,41,57
中島美嘉,ORION,66,https://open.spotify.com/track/5qRiFTBYluZppQaxp5bGmK,53,56
青山テルマ,大っきらい でもありがと,64,https://open.spotify.com/track/6JKilwW6DbhfyDsbuUpQTG,48,27
ユニコーン,雪が降る町,61,https://open.spotify.com/track/5GhZX2MUqHpIAWt7zqkyuf,44,34
山崎まさよし,Heart of Winter,60,https://open.spotify.com/track/4ZnfRTqfGmvdUMsJ9C64Yv,49,15
キマグレン,LIFE,58,https://open.spotify.com/track/0OteDMairtABHrHUHjuAK1,39,56
