アーティスト名,曲名,順位,Spotify URL,アーティスト人気度,track人気度
KinKi Kids,Secret Code,100,https://open.spotify.com/track/5pF4gTURuIP6oCWiapjrTG,55,30
L'Arc〜en〜Ciel,NEXUS 4,99,https://open.spotify.com/track/7prbUiEYwmX4tApyGitVYw,57,36
嵐,truth,98,https://open.spotify.com/track/6TWPTr6DdDpjkf9wYkHz8v,65,52
サザンオールスターズ,I AM YOUR SINGER,97,https://open.spotify.com/track/52mKiP16FYA0C8X6gTr4zK,65,38
湘南乃風,恋時雨,96,https://open.spotify.com/track/41Ke7nao0MI5orECZNEiyN,54,47
GIRL NEXT DOOR,偶然の確率,95,https://open.spotify.com/track/6xGyVfy4Gaq4UVKuIhQ06P,29,36
Every Little Thing,あたらしい日々,94,https://open.spotify.com/track/6hEuB7xxNjLOKuYv5iXBO4,55,29
藤岡藤巻と大橋のぞみ,崖の上のポニョ,92,https://open.spotify.com/track/631B0Vtr5oMc6GJJNXZLnp,23,40
Mr.Children,HANABI,91,https://open.spotify.com/track/0AU7xhipAm9Saq0k8A9Iua,66,67
プリシラ・アーン,ドリーム,89,https://open.spotify.com/track/4VppVkDK9Tl4BanCxVhlKN,45,5
MONKEY MAJIK,ただ、ありがとう,88,https://open.spotify.com/track/7GLZCpxZ9KjaIw8MdinosH,48,40
ROCK'A'TRENCH,Every Sunday Afternoon,85,https://open.spotify.com/track/5AWHU0LTfQi717HAec87qX,32,11
Mr.Children,GIFT,84,https://open.spotify.com/track/4OVtlZdXvYcg9QykmPxTqb,66,57
AAA,MUSIC!!!,82,https://open.spotify.com/track/6sOyn6tqix3KIw5xd06xyk,54,37
悲愴感,悲愴感,79,https://open.spotify.com/track/64gYLdgiTxIvE3FyBPaocf,6,22
ポルノグラフィティ,ギフト,78,https://open.spotify.com/track/6Gf6mqsI4pO93ZbvpzQW3Z,62,32
星村麻衣,ひかり,77,https://open.spotify.com/track/6sCZXwR9zqlvN5lY2HmAny,24,24
STARDUST REVUE,夢伝説,74,https://open.spotify.com/track/4nb8Ks0PtOjQ4eaZISre3H,46,43
スガシカオ,コノユビトマレ,73,https://open.spotify.com/track/6xxpPUjghCQTXGS9i4QHZW,42,23
JAY'ED,ずっと一緒,72,https://open.spotify.com/track/6pyUtapJE9LeibxKNTDCWg,47,29
森山直太朗,生きてることが辛いなら,68,https://open.spotify.com/track/17SyJxMhj3LWNmMEgHvRXX,46,39
CHEMISTRY,Life goes on,66,https://open.spotify.com/track/09p0Tw4ckyiB5zMzVaUzTB,49,21
福井舞,アイのうた,65,https://open.spotify.com/track/7d0HzUTPGBiqknt6IzT0w1,23,40
キマグレン,LIFE,64,https://open.spotify.com/track/0OteDMairtABHrHUHjuAK1,39,56
Skoop On Somebody + 織田哲郎,ETERNAL LANDSCAPE,63,https://open.spotify.com/track/01CekVk77hhnpXzAMl4yo8,30,19
B'z,BLOWIN',61,https://open.spotify.com/track/0BUVkKVwc3R7MDMM2HHb22,65,49
plingmin,This world is yours,60,https://open.spotify.com/track/3ynkTCsiKvCnKCXkItBet2,17,34
くるり,さよならリグレット,59,https://open.spotify.com/track/1quydvDHYcl6g9L1D0nsIL,50,35
サザンオールスターズ,真夏の果実,57,https://open.spotify.com/track/3AVLsBieDGotYuo5RPEL64,65,64
中孝介,絆,55,https://open.spotify.com/track/2WwTEHhWeShonpZtFtwByN,34,5
ムック,アゲハ,53,https://open.spotify.com/track/2PZrodJxuvG3vIr1uQHp2b,40,28
Superfly,How Do I Survive?,52,https://open.spotify.com/track/2Xn42aGEwuOvuMJiU1QPln,59,30
川中美幸,木曽川しぐれ,50,https://open.spotify.com/track/5ZAp14xoNbiYzzGc1bDJvU,33,2
GReeeeN,キセキ,48,https://open.spotify.com/track/2bzdhN6Y5AP1zRRf12QwJq,61,56
レミオロメン,もっと遠くへ,45,https://open.spotify.com/track/3VNZj8h3rgxqelvwpnf95S,51,42
オトナモード,グリーン,44,https://open.spotify.com/track/4pquVlxs8qrxtWtfCttZ70,5,2
田村ゆかり,バンビーノ・バンビーナ,43,https://open.spotify.com/track/45rqFthoO760lJt8wRZZeK,34,4
シェネル,ファースト・ラブ,42,https://open.spotify.com/track/2Yd9UJvNU9b1RvuvrNvK6e,55,13
木村カエラ,マスタッシュ,41,https://open.spotify.com/track/6mmQ8dWzrUaDAHH0C6NzKq,42,22
藤澤ノリマサ,VINCERO,36,https://open.spotify.com/track/49wPGvpG6VqZPQSVhPL18r,15,6
Sonar Pocket,Promise,35,https://open.spotify.com/track/1e9PWezGbR96zLyY7OZHfN,41,25
MISIA,Catch the Rainbow,31,https://open.spotify.com/track/0pgdSAmIL8DNNrf2MlpKZ3,57,14
嵐,One Love,29,https://open.spotify.com/track/3r6Am8NvUDbuS2Yqv76ivi,65,55
Safarii,涙音,28,https://open.spotify.com/track/2U6akEXdGxeEJzeTVM2Hky,25,10
