アーティスト名,曲名,順位,Spotify URL,アーティスト人気度,track人気度
FUNKY MONKEY BABYS,旅立ち,99,https://open.spotify.com/track/3i10BgSE1GZkHGwU8nAGrb,53,37
20th Century,オレじゃなきゃ、キミじゃなきゃ,97,https://open.spotify.com/track/7gTIrtpXSSbb8zaXzTCCnq,33,23
EXILE,銀河鉄道999,94,https://open.spotify.com/track/5BnUsu7JzV5nH3udqqPbLY,60,50
宇多田ヒカル,Fight The Blues,93,https://open.spotify.com/track/1VN7ppOe7oObm3HQvBH2Qc,72,36
YUI,Laugh away,87,https://open.spotify.com/track/1tNEK4wI1Ip9vBc3FaevaC,57,36
大橋卓弥,ありがとう,84,https://open.spotify.com/track/7vgvfXICUyLXzgtGBP5Y6Z,31,34
MAKAI,Garden of Love,83,https://open.spotify.com/track/79txTfwMNkUF6YRvLlkXA0,8,15
鶴,恋のゴング,81,https://open.spotify.com/track/1ygBuxr0wNo7UBnwUPE8hr,21,16
青山テルマ,DIARY,78,https://open.spotify.com/track/2fp00RRqYtsM6oPIPZXwuf,48,16
aiko,二人,77,https://open.spotify.com/track/28dkaG14rPVPoNLPYJRBDW,62,45
東京スカパラダイスオーケストラ,Pride Of Lions,74,https://open.spotify.com/track/5Op8DvZ2SIZRxmrZojEA3E,50,23
島津亜矢,海ぶし,70,https://open.spotify.com/track/4xP3jcqfuftyK0MfmzXfr8,35,2
ケツメイシ,さくら,69,https://open.spotify.com/track/5rfUCmoI7axj6mjpu1Rto5,56,58
依布サラサ,瞳孔ソナー,65,https://open.spotify.com/track/5uo9SNWsfsqHpjWcmkrxGA,3,2
清水翔太,HOME,64,https://open.spotify.com/track/3zQtfqcTwgaz8zV4HJak7m,64,55
Superfly,愛をこめて花束を,62,https://open.spotify.com/track/7CmWXD3w1xOO53AAO4LRVQ,59,70
Tourbillon,Break the Chain,61,https://open.spotify.com/track/3hgXLRIVZjkKyuO9LDdMaq,26,32
絢香,手をつなごう,58,https://open.spotify.com/track/1QoCVPSbayKifYbYIVDMV6,55,46
ジェロ,海雪,57,https://open.spotify.com/track/3rdp0EkfQjGc2z7zXjBQIb,20,26
秦基博,キミ、メグル、ボク,55,https://open.spotify.com/track/4JMGg6b9HEv6wVzWHcTEIC,56,22
THE ALFEE,Lifetime Love,53,https://open.spotify.com/track/2GeRUdQCrXNzDfmXhaXAMW,47,7
中孝介,春,52,https://open.spotify.com/track/0nbyj7FrSHd2eeXSjKTL1E,34,11
木村カエラ,STARs,50,https://open.spotify.com/track/0diut1B1jnZQkAOhih4iqf,42,20
山本譲二,泣いたらいいさ,49,https://open.spotify.com/track/0H1yPkJwXpMIyYVHf6v52V,35,11
中島美嘉,SAKURA〜花霞〜,48,https://open.spotify.com/track/2HktA6yOy9jSxwwuiWuF9N,53,28
福山雅治,桜坂,43,https://open.spotify.com/track/7gpVG8fQjh5YLViIWy3HHh,55,56
倉木麻衣,夢が咲く春,42,https://open.spotify.com/track/0bPbHIr2EpKyg4eCiVy5Bl,50,11
宇多田ヒカル,HEART STATION,40,https://open.spotify.com/track/4XxGTwKkbYkIfBQG7JyNVh,72,50
野上良太郎&ジーク(佐藤健・三木眞一郎),Double-Action Wing form,38,https://open.spotify.com/track/4e2Jo1JmUKYyKVq1R8TLPk,26,27
香西かおり,風恋歌,33,https://open.spotify.com/track/79djG0CK3MP0VRu92Im7kg,34,13
UNCHAIN,Let Me Be The One,30,https://open.spotify.com/track/6zSzINRNbqz3gnssoOpb0C,32,7
アンジェラ・アキ,サクラ色,29,https://open.spotify.com/track/57PpA1195p6p2K7VyoCVam,43,44
坂本冬美,紀ノ川,26,https://open.spotify.com/track/0A68mNzXMJGBbqpdeKY2Cu,43,7
すぎもとまさと,吾亦紅,25,https://open.spotify.com/track/7zm4Df1KSqbsM6B2GzllRr,31,35
桑田佳祐,DEAR MY FRIEND,23,https://open.spotify.com/track/3WBm2NNnZr91WWcoyLtHlM,57,27
藤木一恵,Sunny Day,22,https://open.spotify.com/track/7EYTXG9S6KPxKjC4yHZkKn,3,16
RIZE,Live or Die,21,https://open.spotify.com/track/4bur9d9NqZn5v3rnQAI16C,35,30
aiko,桜の時,19,https://open.spotify.com/track/2CukFFswRZixS0AMkdMHSk,62,48
YUI,CHE.R.RY,18,https://open.spotify.com/track/6PBBGlTEVfUyfnmemrnhbp,57,61
NEWS,太陽のナミダ,17,https://open.spotify.com/track/26Y5Q1kRyKGqjfhilwR4pq,54,28
GReeeeN,旅立ち,16,https://open.spotify.com/track/54ZRuHMrlqk83ddZX1BBO8,61,42
高橋秀幸(Project.R),炎神戦隊ゴーオンジャー,14,https://open.spotify.com/track/2UYPJFHeTpVKPMoGpNP5t8,15,31
SEAMO,MOTHER,12,https://open.spotify.com/track/45KeRxQiU1cHUFJrhnl1rw,41,24
mihimaru GT,ギリギリHERO,11,https://open.spotify.com/track/0VC6aq6SPlVF6yndtROkYX,45,32
LOW IQ 01,GOT LUCKY,10,https://open.spotify.com/track/1I8sDMuIcL2RmguJQghAgO,26,11
Monkey Majik,Together,9,https://open.spotify.com/track/4DlEx7AcUuk06asFEgg3xe,48,38
氷川きよし,玄海船歌,3,https://open.spotify.com/track/1zmo6DaTYcw7X4yv5BkC38,41,6
