アーティスト名,曲名,順位,Spotify URL,アーティスト人気度,track人気度
back number,クリスマスソング,100,https://open.spotify.com/track/5P8ZvBQoCrujjNcLAxO3Su,76,70
KinKi Kids,夢を見れば傷つくこともある,99,https://open.spotify.com/track/5DDp5c0nly4OrXa7wIq7qM,55,25
西野カナ,No.1,98,https://open.spotify.com/track/5NjyfwnaayMQRN5s40lYzx,63,51
aiko,プラマイ,97,https://open.spotify.com/track/2tUUJRRsll2v2zxwLL24m0,62,27
EXILE,Ki・mi・ni・mu・chu,96,https://open.spotify.com/track/0fAnYkjbAnYz1qzOWimdjT,60,43
A応P,はなまるぴっぴはよいこだけ,95,https://open.spotify.com/track/6eyJWZ2VnxUrcbIBiYZS2d,32,37
西野カナ,トリセツ,94,https://open.spotify.com/track/23b0C1AE9Jt408lzWIvPSn,63,55
B1A4,HAPPY DAYS,93,https://open.spotify.com/track/6fQTKSuQYQjcYGa68quH1I,41,3
miwa,あなたがここにいて抱きしめることができるなら,91,https://open.spotify.com/track/1AsKlgSSbIZZoTM9AMd7zB,53,55
JUJU,What You Want,90,https://open.spotify.com/track/3gUyknnFjazpI3NbUeICJ6,53,37
サカナクション,新宝島,89,https://open.spotify.com/track/6ODZT1FGTE2q4two05giS1,66,56
アフィリア・サーガ,Embrace Blade,88,https://open.spotify.com/track/25oQCuUeBipMqZCeWjNc7L,17,16
THE Sharehappi from 三代目 J Soul Brothers from EXILE TRIBE,Share The Love,85,https://open.spotify.com/track/1qWEBBmhX8A8eTEYyRJpK8,25,41
瀧川ありさ,さよならのゆくえ,84,https://open.spotify.com/track/0n71hr0tSl4WdWAIDg7YVe,29,25
Crystal Kay,何度でも,83,https://open.spotify.com/track/4g5UwD7bSz4WkgMopxGZGl,49,17
乃木坂46,今、話したい誰かがいる,80,https://open.spotify.com/track/5EBqfqnUU0aGtmPL7vGlrz,60,38
Perfume,STAR TRAIN,79,https://open.spotify.com/track/0iB3hXMWoXsBVyTpnac2EY,57,45
BTS (防弾少年団),I NEED U,78,https://open.spotify.com/track/3wQnyXNFXNUEOBt1pb4urq,86,72
リリィ、さよなら。,フラッシュバック,76,https://open.spotify.com/track/3XIhc1kgq55uVtMFfTBvdq,17,16
KANA-BOON,talking,75,https://open.spotify.com/track/134pKGMiu1d9VtEpppCOlX,61,38
大原櫻子,キミを忘れないよ,74,https://open.spotify.com/track/4ClDTyw9XakQONBFENhdar,40,34
西内まりや,Save me,73,https://open.spotify.com/track/5QGjEWo4OVhw84OyicfGER,22,23
ゲスの極み乙女。,オトナチック,72,https://open.spotify.com/track/0Ip3YxprogTVWjHX2SRVNf,53,48
MAN WITH A MISSION,Raise your flag,71,https://open.spotify.com/track/0zz23sDNfQ0onyVh80GwqF,60,55
三代目 J Soul Brothers from EXILE TRIBE,R.Y.U.S.E.I.,69,https://open.spotify.com/track/2AVA9gTyJsZaan4PcsNHSn,54,54
山猿,180°,68,https://open.spotify.com/track/1apw36rJzbHPrdt5diMELH,48,46
橘ありす(佐藤亜美菜),in fact,67,https://open.spotify.com/track/3WVWhLhYWfOE4pOAnvDPI5,14,16
Kis-My-Ft2,最後もやっぱり君,65,https://open.spotify.com/track/0vixqVBXCw0U8mzIJkX7OH,49,20
一ノ瀬志希(藍原ことみ),秘密のトワレ,64,https://open.spotify.com/track/7KiTunh9agetldBmsvRzGk,23,26
the GazettE,UGLY,63,https://open.spotify.com/track/7nQw0syqPBWfYo6i9cZB6N,49,38
AAA,愛してるのに、愛せない,62,https://open.spotify.com/track/1YjQMlW69RDw6EuLbpIfmB,54,49
三代目 J Soul Brothers from EXILE TRIBE,Unfair World,59,https://open.spotify.com/track/5WDmOswSLvyuWF2XBGRmgj,54,32
西野カナ,A型のうた,58,https://open.spotify.com/track/2bhUSuU5wDKS870umeZZLW,63,29
櫻井桃華(照井春佳),ラヴィアンローズ,57,https://open.spotify.com/track/1sjZWNwBxH4cKbVu3nqKIr,14,14
星野源,Week End,56,https://open.spotify.com/track/4yBciZ52BnlfqsbwmRKKKp,65,58
フェアリーズ,Mr.Platonic,54,https://open.spotify.com/track/6SXeF1Fu9qr4cv9JUw0ogO,22,10
塩見周子(ルゥティン),青の一番星,53,https://open.spotify.com/track/4li4T7T2nVgNmJGwCufyH0,21,15
片桐早苗(和氣あず未),Can't Stop!!,51,https://open.spotify.com/track/57aDPg1xLWoS5mt1gyEzew,15,16
乙女新党,ツチノコっていると思う...?,50,https://open.spotify.com/track/43ksmnQpITtwJXuGKSfvv4,7,13
三代目 J Soul Brothers from EXILE TRIBE,Summer Madness,49,https://open.spotify.com/track/5Ka1g28ae2RU0enBfG9nav,54,42
MACO,Kiss,48,https://open.spotify.com/track/5Q6Fhr8c0Pw7HQsYIXh1wJ,40,35
家入レオ,君がくれた夏,46,https://open.spotify.com/track/6woHdm2NKm0RHbuO7qt4ww,51,59
秦基博,ひまわりの約束,45,https://open.spotify.com/track/45jGOHwYKgsRYbAJ8DR61d,56,63
AAA,恋音と雨空,44,https://open.spotify.com/track/3KcT7QC0x2XyL6jtfLoGPm,54,48
スキマスイッチ,LINE,43,https://open.spotify.com/track/1m3qFOyT5u01Yd2WBVX0cI,60,47
SPYAIR,アイム・ア・ビリーバー,42,https://open.spotify.com/track/2gVEP5chQzs7pHEemZpMBO,58,54
安田レイ,あしたいろ,41,https://open.spotify.com/track/7GjRGVDNPwZzJNHKOuHwXk,40,27
西野カナ,もしも運命の人がいるのなら,40,https://open.spotify.com/track/2gEnMcr2XNx1wtVYX8waMn,63,52
Petit Rabbit's,ノーポイッ!,39,https://open.spotify.com/track/6myPgHXMuxEj61FRmUAZJk,27,34
中島美嘉,花束,38,https://open.spotify.com/track/01XeXWqv81bj6okLrV6eUf,53,30
西野カナ,好き,36,https://open.spotify.com/track/0o3Qt0eAqvHHnkSlzGKg9Q,63,48
CHANGMIN from 東方神起,Into The Water,35,https://open.spotify.com/track/3GTOVUCDs5XIQVJ2ht34KA,38,30
Superfly,黒い雫,34,https://open.spotify.com/track/3TkIvIvQAHq2mKwysQGPj4,59,28
[Alexandros],Girl A,33,https://open.spotify.com/track/75vn22e6vWtXWf1s97ftYM,58,42
BEGIN,海の声,32,https://open.spotify.com/track/3xTkwfrydRCoQBaQQqqI0O,49,39
森口博子,星より先に見つけてあげる,30,https://open.spotify.com/track/4JfFC0KteCysB94ooYSbli,39,27
THE ORAL CIGARETTES,狂乱 Hey Kids!!,29,https://open.spotify.com/track/0ax0UBVE6S1Qh6ReyJbyXk,58,57
EGOIST,リローデッド,27,https://open.spotify.com/track/3FdM4BNjTV1g7e98dNDtUB,51,35
星野源,SUN,25,https://open.spotify.com/track/1DOZa2VoazIiDjGYlUQTlW,65,62
井上苑子,だいすき。,24,https://open.spotify.com/track/4p6sXdL7nYdvCw5S7zzKcZ,57,42
NEWS,四銃士,23,https://open.spotify.com/track/1XUg9ywGzQNPqvyATT01EL,54,20
UNISON SQUARE GARDEN,シュガーソングとビターステップ,22,https://open.spotify.com/track/6uR92injo4PDzSrOPRFfHt,55,57
AKB48,恋するフォーチュンクッキー,20,https://open.spotify.com/track/3Tw2WaAaeRj0YKtTUogJVz,56,50
AAA,さよならの前に,18,https://open.spotify.com/track/7vwXjDrZT2mqiFynlEwwgG,54,56
ゲスの極み乙女。,私以外私じゃないの,16,https://open.spotify.com/track/3iKJWOQJtENE3kFWMXh8JM,53,58
鹿乃,ディアブレイブ,14,https://open.spotify.com/track/7LAxziowy8o4FSzQT8JGgT,38,15
EXILE,24karats GOLD SOUL,13,https://open.spotify.com/track/2dOAilJUs3wA4aCGBmTXIc,60,28
Anly,太陽に笑え,12,https://open.spotify.com/track/0LxCWzyccCvRG93tIv08td,44,27
E-girls,Dance Dance Dance,11,https://open.spotify.com/track/5jUil9n78agllVlIgLt8Qm,46,32
AI,ハピネス,9,https://open.spotify.com/track/63b1Kq6OLrYCNCLNXL2tLn,56,44
angela,DEAD OR ALIVE,8,https://open.spotify.com/track/0Ssier25wa3g97jjOzYrhJ,39,26
WANIMA,THANX,7,https://open.spotify.com/track/5lzyxvH24NHKlUT3y9Rrma,60,47
BIGBANG,BANG BANG BANG,5,https://open.spotify.com/track/2ispu3yKamZhCGf2Aj4roe,70,53
back number,ヒロイン,4,https://open.spotify.com/track/3hBAYbAECEix9raaTq8S3H,76,72
Goodbye holiday,溢れるもの,2,https://open.spotify.com/track/0NGFjEHBTEnbhF9xbDviQZ,11,20
チマメ隊,ときめきポポロン♪,1,https://open.spotify.com/track/6luzdKABhBWdCJwgvvyh8e,20,31
