Target_Metric,Exp1: Group_Complexity,Exp2: Group_MFCC,Exp3: Combined_All,Exp4: Spotify_Popularity
Debut_Score,0.48143939393939394,0.46136363636363636,0.5583333333333333,0.5704545454545455
Kurtosis,0.5606274459485469,0.6021363957143774,0.5781099634310644,0.6310066080708283
Length,0.5573770491803278,0.5530264817150063,0.5650693568726355,0.641046658259773
Max,0.4920634920634921,0.5476190476190477,0.4920634920634921,0.5515873015873016
Mean,0.5555555555555556,0.49772079772079775,0.5153846153846153,0.5783475783475783
Skewness,0.5084221815658319,0.5227115008516813,0.530029651126112,0.5049523689357138
Std,0.5128261831048209,0.4918177797434763,0.5384785493144626,0.5008845643520566
Sum,0.5012059663598858,0.5057124722310378,0.5476356712154871,0.6216439225642654
Average,0.5211896584647319,0.5227635139948825,0.5406380790926504,0.5749904434465078



training,2013,2014,2015,2016
val,2017
test,2018



Data Shapes
traing_data(%),72.17245240761478
Train,1289
Val,245
Test,252
