Target_Metric,Exp1: Group_Complexity,Exp2: Group_MFCC,Exp3: Combined_All,Exp4: Spotify_Popularity
Debut_Score,0.4717409240924092,0.4841515401540154,0.5177736523652365,0.5173267326732673
Kurtosis,0.5612230906348554,0.5360619772384478,0.5129233511586453,0.6065747977512683
Length,0.46003344481605346,0.5680602006688964,0.5319397993311037,0.644314381270903
Max,0.5672268907563025,0.5606909430438842,0.5660597572362278,0.5826330532212884
Mean,0.5266840766037231,0.5062943618588456,0.5194522565956876,0.5594951118253649
Skewness,0.5392156862745099,0.5007002801120448,0.4995331465919701,0.4759570494864612
Std,0.5523809523809524,0.5630952380952381,0.588095238095238,0.5488095238095239
Sum,0.421043771043771,0.506902356902357,0.5200336700336701,0.6033670033670033
Average,0.512443604575322,0.5282446122592162,0.5319763589259724,0.5673097066756351



training,2012,2013,2014,2015
val,2016
test,2017



Data Shapes
traing_data(%),73.18109399893787
Train,1378
Val,260
Test,245
