Target_Metric,Exp1: Group_Complexity,Exp2: Group_MFCC,Exp3: Combined_All,Exp4: Spotify_Popularity
Debut_Score,0.5524896525774489,0.5213219616204691,0.5279066850620846,0.53104226765333
Kurtosis,0.4972135144548938,0.5290839428770463,0.5228143504005573,0.6189481017067224
Length,0.538953488372093,0.5465116279069768,0.5715116279069767,0.6218604651162791
Max,0.4557748538011696,0.5314327485380117,0.555921052631579,0.49524853801169594
Mean,0.48573747680890533,0.5277133580705009,0.4704313543599258,0.48840445269016697
Skewness,0.5158465387823186,0.5131657333492196,0.5036339806982009,0.5265697605147146
Std,0.5574774774774774,0.5036036036036036,0.5239639639639639,0.5427027027027027
Sum,0.5431395348837209,0.49,0.4856976744186047,0.6110465116279069
Average,0.5183290671447535,0.5203541219957285,0.5202350861802366,0.5544778500029398



training,2017,2018,2019,2020
val,2021
test,2022



Data Shapes
traing_data(%),71.11292962356792
Train,869
Val,167
Test,186
