Target_Metric,Exp1: Group_Complexity,Exp2: Group_MFCC,Exp3: Combined_All,Exp4: Spotify_Popularity
Debut_Score,0.5443615257048093,0.4880952380952381,0.49395877754086714,0.5109571191660743
Kurtosis,0.5017706522438993,0.48322709419869936,0.5395016418775352,0.5887579679350976
Length,0.5375000000000001,0.49523809523809526,0.5511904761904762,0.6065476190476191
Max,0.5364443649800346,0.5977710233029382,0.5867453364324453,0.632725430597771
Mean,0.5009503444998812,0.5069493941553813,0.5083749109052031,0.5068306010928961
Skewness,0.47307692307692306,0.46923076923076923,0.4769230769230769,0.48846153846153845
Std,0.555952380952381,0.525595238095238,0.5226190476190476,0.5035714285714286
Sum,0.5467812751221321,0.5276729948673551,0.581658524519201,0.5805763403623772
Average,0.5246046833225076,0.5117224808979643,0.5326214740009816,0.5523035056543504



training,2011,2012,2013,2014
val,2015
test,2016



Data Shapes
traing_data(%),71.01010101010101
Train,1406
Val,314
Test,260
