Target_Metric,Exp1: Group_Complexity,Exp2: Group_MFCC,Exp3: Combined_All,Exp4: Spotify_Popularity
Debut_Score,0.47281073446327687,0.4956113801452785,0.5424737691686845,0.505548829701372
Kurtosis,0.4869933454325469,0.5657894736842105,0.582526719096592,0.6177656785642267
Length,0.5090592334494773,0.5227351916376306,0.5176829268292683,0.6605400696864112
Max,0.535134953220704,0.5489331628188732,0.6072053577438244,0.6289964326580063
Mean,0.5261538461538462,0.5707692307692307,0.556923076923077,0.5605128205128205
Skewness,0.5558002439354925,0.5244443691557121,0.5044552107331617,0.512433934137417
Std,0.5546085433230024,0.5534968333108745,0.5470118582401293,0.5471971432421506
Sum,0.5469643938884028,0.5467961230396445,0.5873830517601131,0.6346503331762805
Average,0.5234406617333437,0.5410719705701819,0.5557077463118563,0.5834556552098356



training,2009,2010,2011,2012
val,2013
test,2014



Data Shapes
traing_data(%),65.625
Train,1365
Val,370
Test,345
