アーティスト名,曲名,順位,Spotify URL,アーティスト人気度,track人気度
羞恥心,羞恥心,100,https://open.spotify.com/track/770OfNzKAmIB086QKEZ0Lz,22,38
浜崎あゆみ,Mirrorcle World,99,https://open.spotify.com/track/4eZQhTBIu2n3zto5tXiq6C,61,29
YUI,Laugh away,96,https://open.spotify.com/track/4vaEjUmTh0M8BQW9OLciie,57,18
ZARD,翼を広げて,95,https://open.spotify.com/track/6rqejjcfbRUSQ0WXhV2bg6,58,38
HOME MADE 家族,EASY WALK,92,https://open.spotify.com/track/6cpYzs7NklT3LbFdA9FIkD,44,13
中孝介,春,91,https://open.spotify.com/track/7pIQcb7AdJU1iJoYv2lNsz,35,11
福原美穂,CHANGE,90,https://open.spotify.com/track/5smRsgqPRflhCBBOZaZztL,35,12
徳永英明,抱きしめてあげる,87,https://open.spotify.com/track/2fHmwN3nk68J3U8NhmiKgj,52,23
大橋卓弥,ありがとう,83,https://open.spotify.com/track/7vgvfXICUyLXzgtGBP5Y6Z,31,35
ET-KING,さよならまたな,81,https://open.spotify.com/track/1Si0OXZeyRiNL6fM4BPjLF,43,39
L'Arc〜en〜Ciel,DRINK IT DOWN,80,https://open.spotify.com/track/6D5Bw4NledaaDGsPUosWaN,58,26
aiko,二人,70,https://open.spotify.com/track/28dkaG14rPVPoNLPYJRBDW,62,45
Superfly,Hi-Five,68,https://open.spotify.com/track/1w2yONa3yfqAHyY5tqFosU,59,35
Monkey Majik,Together,65,https://open.spotify.com/track/4DlEx7AcUuk06asFEgg3xe,49,39
FUNKY MONKEY BABYS,旅立ち,64,https://open.spotify.com/track/3i10BgSE1GZkHGwU8nAGrb,53,37
秦基博,キミ、メグル、ボク,63,https://open.spotify.com/track/4JMGg6b9HEv6wVzWHcTEIC,57,21
木村カエラ,STARs,61,https://open.spotify.com/track/0diut1B1jnZQkAOhih4iqf,43,20
多和田えみ,Naturally,60,https://open.spotify.com/track/2RkRGY22SW8oSxMfwxSXvI,16,2
ジェロ,海雪,59,https://open.spotify.com/track/3rdp0EkfQjGc2z7zXjBQIb,20,26
スガシカオ,NOBODY KNOWS,58,https://open.spotify.com/track/34SZP6DAcclRn88LspsVyh,42,29
清水翔太,HOME,56,https://open.spotify.com/track/3zQtfqcTwgaz8zV4HJak7m,65,55
いきものがかり,帰りたくなったよ,53,https://open.spotify.com/track/1XeXsv2fN21KzHca8UuGS6,63,46
mihimaru GT,ギリギリHERO,51,https://open.spotify.com/track/0VC6aq6SPlVF6yndtROkYX,45,33
水森かおり,輪島朝市,49,https://open.spotify.com/track/1wD9wndxkyX0iGGaYhyWbb,29,0
加藤ミリヤ,19 Memories,46,https://open.spotify.com/track/7uy2vSHBES9o1zPoyazMf7,55,48
YUKI,汽車に乗って,43,https://open.spotify.com/track/5snUlbYZ7UpQjkaIyr2yur,44,20
BENNIE K,チャクラ,42,https://open.spotify.com/track/1ociWoTtlakQENuBLUQWfb,38,16
キマグレン,LIFE,32,https://open.spotify.com/track/0OteDMairtABHrHUHjuAK1,39,56
絢香,手をつなごう,29,https://open.spotify.com/track/1QoCVPSbayKifYbYIVDMV6,55,46
宇多田ヒカル,Fight The Blues,25,https://open.spotify.com/track/1VN7ppOe7oObm3HQvBH2Qc,73,36
平原綾香,孤独の向こう,23,https://open.spotify.com/track/136eBLeDHJwt3HurnBGbi2,43,19
木山裕策,home,20,https://open.spotify.com/track/4Zfk15eeUW2Fi8dubC93BG,32,48
20th Century,オレじゃなきゃ、キミじゃなきゃ,16,https://open.spotify.com/track/7gTIrtpXSSbb8zaXzTCCnq,33,23
Superfly,愛をこめて花束を,13,https://open.spotify.com/track/7CmWXD3w1xOO53AAO4LRVQ,59,71
絢香,おかえり,12,https://open.spotify.com/track/1aEJTljLDeDeQgxtQHrhmz,55,42
Bonnie Pink,A Perfect Sky,11,https://open.spotify.com/track/0afmCHp3P3zaGOvcwZBIB3,41,50
平井堅,いつか離れる日が来ても,9,https://open.spotify.com/track/0kgORa2rsvTVbFXgSEe2Yu,56,37
Perfume,ポリリズム,3,https://open.spotify.com/track/4Eyrl29TD7ssLcAKWzwsso,57,46
木村カエラ,Jasper,1,https://open.spotify.com/track/0bkiYgWXdG8syPsm6j2Hcd,43,20
