Target_Metric,Exp1: Group_Complexity,Exp2: Group_MFCC,Exp3: Combined_All,Exp4: Spotify_Popularity
Debut_Score,0.532041910331384,0.5073505523066927,0.5336663417803769,0.5283057179987004
Kurtosis,0.4691675231243576,0.48343268242548815,0.4989928057553957,0.6183556012332991
Length,0.4877042483660131,0.5189542483660131,0.5443627450980393,0.6363562091503268
Max,0.5463068181818181,0.5937905844155844,0.6131493506493506,0.6030844155844156
Mean,0.5130524152106886,0.5277697841726618,0.5653237410071943,0.5842548818088387
Skewness,0.5183218050065876,0.4951004611330698,0.5009881422924901,0.5034584980237153
Std,0.50454840805718,0.4965074723846654,0.4962638076673165,0.49033463287849255
Sum,0.4850490196078431,0.5718954248366013,0.5160539215686275,0.6011029411764706
Average,0.5070240184857341,0.5243501512550971,0.5336001069773488,0.5706566122317823



training,2010,2011,2012,2013
val,2014
test,2015



Data Shapes
traing_data(%),67.8849902534113
Train,1393
Val,345
Test,314
