Target_Metric,Exp1: Group_Complexity,Exp2: Group_MFCC,Exp3: Combined_All,Exp4: Spotify_Popularity
Debut_Score,0.5221940393151554,0.5349397590361445,0.5146480659480026,0.47850348763474954
Kurtosis,0.5561160151324085,0.5350987810004203,0.6031946195880622,0.5987810004203447
Length,0.4942740555482428,0.5339607739897327,0.5034882190338291,0.5779254969066736
Max,0.5139581256231306,0.5860988463181883,0.5482125053411195,0.5655177325167355
Mean,0.5333333333333333,0.5011494252873563,0.5214080459770114,0.5094827586206897
Skewness,0.5469858156028369,0.5054457953394124,0.49037487335359675,0.5107649442755826
Std,0.5272248243559718,0.5204918032786885,0.5383489461358314,0.5581088992974239
Sum,0.5252025202520252,0.5474476019030474,0.5381895332390382,0.5973383052590974
Average,0.5274110911453881,0.5330790982691238,0.5322331010770615,0.5495528281164122



training,2015,2016,2017,2018
val,2019
test,2020



Data Shapes
traing_data(%),74.22037422037423
Train,1071
Val,194
Test,178
