Target_Metric,Exp1: Group_Complexity,Exp2: Group_MFCC,Exp3: Combined_All,Exp4: Spotify_Popularity
Debut_Score,0.4738636363636364,0.5564393939393939,0.5106060606060606,0.553409090909091
Kurtosis,0.5328799640726246,0.5588952332071598,0.5527683325848464,0.6428113171232437
Length,0.4805170239596469,0.5682219419924338,0.5663934426229509,0.6617906683480455
Max,0.47619047619047616,0.5436507936507937,0.5317460317460319,0.5515873015873016
Mean,0.5319088319088319,0.5307692307692308,0.5327635327635327,0.5643874643874643
Skewness,0.5335310075074128,0.5395558639833449,0.5290833385906252,0.5694908838559082
Std,0.5336134453781513,0.5393631136665192,0.5075187969924811,0.5373728438743919
Sum,0.5199936528086322,0.5093621072675341,0.5443033957473817,0.6079022532529356
Average,0.5103122547736765,0.5432822098095512,0.5343978664567388,0.5860939779172977



training,2013,2014,2015,2016
val,2017
test,2018



Data Shapes
traing_data(%),72.17245240761478
Train,1289
Val,245
Test,252
