Target_Metric,Exp1: Group_Complexity,Exp2: Group_MFCC,Exp3: Combined_All,Exp4: Spotify_Popularity
Debut_Score,0.4847353575576572,0.4479011116641779,0.4499751119960179,0.4113987058237929
Kurtosis,0.5199414307627945,0.5046715939199554,0.5526425882024821,0.6077952865709106
Length,0.5310765815760267,0.5498652291105122,0.5477247502774695,0.6491993023624545
Max,0.5243986254295532,0.5426116838487973,0.5368384879725085,0.567766323024055
Mean,0.4711268645694875,0.5280608477329789,0.5301284891448825,0.592379264510412
Skewness,0.5419202163624071,0.4772143340094659,0.5114266396213658,0.4749154834347532
Std,0.537797619047619,0.5136904761904761,0.5244047619047619,0.5613095238095238
Sum,0.5995065789473684,0.540296052631579,0.5520833333333333,0.6140350877192983
Average,0.5263129092816141,0.5130389161384928,0.5256530203066027,0.5598498721569001



training,2020,2021,2022,2023
val,2024
test,2025



Data Shapes
traing_data(%),66.0093896713615
Train,703
Val,190
Test,172
